"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh1tr","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh1tr_2407896_master.tif","11","","","","","","","","","","","","","","","","","","","","r","","page 4 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh1tr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh1v8","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh1v8_2407899_master.tif","12","","","","","","","","","","","","","","","","","","","","v","","page 5 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh1v8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh1ws","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh1ws_2407902_master.tif","13","","","","","","","","","","","","","","","","","","","","","r","page 5 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh1ws",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh1x9","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh1x9_2407905_master.tif","14","","","","","","","","","","","","","","","","","","","","v","","page 6 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh1x9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh1zt","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh1zt_2407908_master.tif","15","","","","","","","","","","","","","","","","","","","","r","","page 6 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh1zt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh20t","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh20t_2407911_master.tif","16","","","","","","","","","","","","","","","","","","","","v","","page 7 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh20t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh21b","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh21b_2407914_master.tif","17","","","","","","","","","","","","","","","","","","","","r","","page 7 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh21b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh22v","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh22v_2407917_master.tif","18","","","","","","","","","","","","","","","","","","","","v","","page 8 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh22v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh23c","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh23c_2407920_master.tif","19","","","","","","","","","","","","","","","","","","","","r","","page 8 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh23c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh24w","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh24w_2407923_master.tif","20","","","","","","","","","","","","","","","","","","","","v","","page 9 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh24w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh25d","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh25d_2407926_master.tif","21","","","","","","","","","","","","","","","","","","","","r","","page 9 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh25d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh26x","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh26x_2407929_master.tif","22","","","","","","","","","","","","","","","","","","","","v","","page 10 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh26x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh27f","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh27f_2407932_master.tif","23","","","","","","","","","","","","","","","","","","","","r","","page 10 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh27f",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh28z","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh28z_2407935_master.tif","24","","","","","","","","","","","","","","","","","","","","v","","page 11 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh28z",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh29g","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh29g_2407938_master.tif","25","","","","","","","","","","","","","","","","","","","","","","page 11 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh29g",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2b0","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2b0_2407941_master.tif","26","","","","","","","","","","","","","","","","","","","","v","","page 12 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2b0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2ch","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2ch_2407944_master.tif","27","","","","","","","","","","","","","","","","","","","","r","","page 12 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2ch",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2d1","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2d1_2407947_master.tif","28","","","","","","","","","","","","","","","","","","","","v","","page 13 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2d1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2fj","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2fj_2407950_master.tif","29","","","","","","","","","","","","","","","","","","","","r","","page 13 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2fj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2g2","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2g2_2407953_master.tif","30","","","","","","","","","","","","","","","","","","","","v","","page 14 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2g2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2hk","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2hk_2407956_master.tif","31","","","","","","","","","","","","","","","","","","","","r","","page 14 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2hk",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2j3","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2j3_2407959_master.tif","32","","","","","","","","","","","","","","","","","","","","v","","page 15 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2j3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2km","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2km_2407962_master.tif","33","","","","","","","","","","","","","","","","","","","","r","","page 15 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2km",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2m4","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2m4_2407965_master.tif","34","","","","","","","","","","","","","","","","","","","","v","","page 16 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2m4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2nn","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2nn_2407968_master.tif","35","","","","","","","","","","","","","","","","","","","","r","","page 16 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2nn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2p5","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2p5_2407971_master.tif","36","","","","","","","","","","","","","","","","","","","","v","","page 17 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2p5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2qp","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2qp_2407974_master.tif","37","","","","","","","","","","","","","","","","","","","","r","","page 17 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2qp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2r6","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2r6_2407977_master.tif","38","","","","","","","","","","","","","","","","","","","","v","","page 18 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2r6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2sq","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2sq_2407980_master.tif","39","","","","","","","","","","","","","","","","","","","","r","","page 18 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2sq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh2t7","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh2t7_2407983_master.tif","40","","","","","","","","","","","","","","","","","","","","v","","page 19 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh2t7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh53t","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh53t_2408218_master.tif","41","","","","","","","","","","","","","","","","","","","","r","","page 19 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh53t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh54b","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh54b_2408221_master.tif","42","","","","","","","","","","","","","","","","","","","","v","","page 20 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh54b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh55v","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh55v_2408224_master.tif","43","","","","","","","","","","","","","","","","","","","","r","","page 20 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh55v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh56c","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh56c_2408227_master.tif","44","","","","","","","","","","","","","","","","","","","","v","","page 21 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh56c",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh57w","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh57w_2408230_master.tif","45","","","","","","","","","","","","","","","","","","","","r","","page 21 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh57w",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh58d","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh58d_2408233_master.tif","46","","","","","","","","","","","","","","","","","","","","v","","page 22 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh58d",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh59x","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh59x_2408236_master.tif","47","","","","","","","","","","","","","","","","","","","","r","","page 22 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh59x",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5bf","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5bf_2408239_master.tif","48","","","","","","","","","","","","","","","","","","","","v","","page 23 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5bf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5cz","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5cz_2408242_master.tif","49","","","","","","","","","","","","","","","","","","","","r","","page 23 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5cz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5dg","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5dg_2408245_master.tif","50","","","","","","","","","","","","","","","","","","","","v","","page 24 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5dg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5f0","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5f0_2408248_master.tif","51","","","","","","","","","","","","","","","","","","","","r","","page 24 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5f0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5gh","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5gh_2408251_master.tif","52","","","","","","","","","","","","","","","","","","","","v","","page 25 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5gh",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5h1","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5h1_2408254_master.tif","53","","","","","","","","","","","","","","","","","","","","r","","page 25 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5h1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5jj","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5jj_2408257_master.tif","54","","","","","","","","","","","","","","","","","","","","v","","page 26 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5jj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5k2","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5k2_2408260_master.tif","55","","","","","","","","","","","","","","","","","","","","r","","page 26 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5k2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5mk","ark:/21198/zz002kh0t8","1","In progress","Page","","56","","","","","","","","","","","","","","","","","","","","v","","page 27 verso","","","","","","","","","","","","","","","","","","","missing","",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5n3","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5n3_2408263_master.tif","57","","","","","","","","","","","","","","","","","","","","r","","page 27 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5n3",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5pm","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5pm_2408266_master.tif","58","","","","","","","","","","","","","","","","","","","","v","","page 28 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5pm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5q4","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5q4_2408269_master.tif","59","","","","","","","","","","","","","","","","","","","","r","","page 28 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5q4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5rn","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5rn_2408272_master.tif","60","","","","","","","","","","","","","","","","","","","","v","","page 29 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5rn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5s5","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5s5_2408275_master.tif","61","","","","","","","","","","","","","","","","","","","","r","","page 29 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5s5",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5tp","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5tp_2408278_master.tif","62","","","","","","","","","","","","","","","","","","","","v","","page 30 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5tp",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5v6","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5v6_2408281_master.tif","63","","","","","","","","","","","","","","","","","","","","r","","page 30 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5v6",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5wq","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5wq_2408284_master.tif","64","","","","","","","","","","","","","","","","","","","","v","","page 31 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5wq",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5x7","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5x7_2408287_master.tif","65","","","","","","","","","","","","","","","","","","","","r","","page 31 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5x7",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh5zr","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh5zr_2408290_master.tif","66","","","","","","","","","","","","","","","","","","","","v","","page 32 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh5zr",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh60r","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh60r_2408293_master.tif","67","","","","","","","","","","","","","","","","","","","","r","","page 32 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh60r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh618","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh618_2408296_master.tif","68","","","","","","","","","","","","","","","","","","","","v","","page 33 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh618",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh62s","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh62s_2408299_master.tif","69","","","","","","","","","","","","","","","","","","","","r","","page 33 recto","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh62s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz002kh639","ark:/21198/zz002kh0t8","2","Completed","Page","boundman170/masters/21198-zz002kh639_2408302_master.tif","70","","","","","","","","","","","","","","","","","","","","v","","page 34 verso","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002kh639",""
