"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Alt ID.url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h60s","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h60s_1692916_master.tif","1","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to M. de Chillon. (letter 1)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h60s",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h619","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h619_1692927_master.tif","2","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to M. de Chillon (letter 2)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h619",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h62t","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h62t_1692930_master.tif","3","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to M. de Chillon (letter 3)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h62t",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h63b","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h63b_1692936_master.tif","4","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to M. de Chillon (letter 4)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h63b",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h64v","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h64v_1692939_master.tif","5","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to M. de Chillon (letter 5)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h64v",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz0025h65c","ark:/21198/zz0025h5zs","2","Completed","Page","boundman170/masters/21198-zz0025h65c_1692942_master.tif","6","","","","","","","text","","","","","","","","","","","","","","","François I, King of France to a Vice Admiral (letter 6)","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025h65c",""
