"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.publicationStatus","Subject","Rights.servicesContact","Language","Name.artist","Name.repository","Relation.isPartOf","Name.creator","Coverage.geographic","Author","Relation.rectoVerso","Relation.pageNumber","Title","Alt ID.local","Description.adminnote","Description.note","Format.dimensions","AltTitle.firstLine","Description.caption","AltTitle.descriptive","Format.medium","Format.extent","Place of origin","Date.normalized","Date.creation","Description.abstract","Description.tableOfContents","AltTitle.uniform","AltTitle.other","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbwm","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbwm_784610_master.tif","72","","","","","","","","","","","","","","","","","","","","","","page 74","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbwm",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbx4","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbx4_784621_master.tif","73","","","","","","","","","","","","","","","","","","","","","","page 75","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbx4",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwbzn","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwbzn_784640_master.tif","74","","","","","","","","","","","","","","","","","","","","","","page 76","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwbzn",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc0n","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc0n_784731_master.tif","75","","","","","","","","","","","","","","","","","","","","","","page 77","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc0n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc15","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc15_784744_master.tif","76","","","","","","","","","","","","","","","","","","","","","","page 79","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc15",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc2p","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc2p_784760_master.tif","77","","","","","","","","","","","","","","","","","","","","","","page 80","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc2p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc36","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc36_784778_master.tif","78","","","","","","","","","","","","","","","","","","","","","","page 81","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc36",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc4q","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc4q_784791_master.tif","79","","","","","","","","","","","","","","","","","","","","","","page 83","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc4q",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc57","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc57_784797_master.tif","80","","","","","","","","","","","","","","","","","","","","","","page 85","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc57",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc6r","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc6r_784821_master.tif","81","","","","","","","","","","","","","","","","","","","","","","page 86","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc6r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc78","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc78_784834_master.tif","82","","","","","","","","","","","","","","","","","","","","","","page 87","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc78",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwc99","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwc99_784857_master.tif","84","","","","","","","","","","","","","","","","","","","","","","page 88","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwc99",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwcbt","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwcbt_784865_master.tif","85","","","","","","","","","","","","","","","","","","","","","","page 89","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwcbt",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwccb","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwccb_784892_master.tif","86","","","","","","","","","","","","","","","","","","","","","","page 91","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwccb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwcdv","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwcdv_784910_master.tif","87","","","","","","","","","","","","","","","","","","","","","","page 92","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwcdv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwcfc","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwcfc_784943_master.tif","88","","","","","","","","","","","","","","","","","","","","","","page 93","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwcfc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwcgw","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwcgw_784948_master.tif","89","","","","","","","","","","","","","","","","","","","","","","page 95","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwcgw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwchd","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwchd_784952_master.tif","90","","","","","","","","","","","","","","","","","","","","","","page 96","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwchd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwcjx","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwcjx_784957_master.tif","91","","","","","","","","","","","","","","","","","","","","","","page 97","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwcjx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwckf","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwckf_784960_master.tif","92","","","","","","","","","","","","","","","","","","","","","","page 99","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwckf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg3n","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg3n_784966_master.tif","93","","","","","","","","","","","","","","","","","","","","","","page 100","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg3n",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg45","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg45_784972_master.tif","94","","","","","","","","","","","","","","","","","","","","","","page 101","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg45",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg5p","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg5p_784978_master.tif","95","","","","","","","","","","","","","","","","","","","","","","page 102","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg5p",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg66","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg66_784984_master.tif","96","","","","","","","","","","","","","","","","","","","","","","page 103","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg66",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg7q","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg7q_784991_master.tif","97","","","","","","","","","","","","","","","","","","","","","","page 104","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg7q",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg87","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg87_784996_master.tif","98","","","","","","","","","","","","","","","","","","","","","","page 105","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg87",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwg9r","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwg9r_785002_master.tif","99","","","","","","","","","","","","","","","","","","","","","","page 106","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwg9r",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgb8","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgb8_1271549_master.tif","100","","","","","","","","","","","","","","","","","","","","","","page 107","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgb8",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgcs","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgcs_785012_master.tif","101","","","","","","","","","","","","","","","","","","","","","","page 108","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgcs",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgd9","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgd9_785017_master.tif","102","","","","","","","","","","","","","","","","","","","","","","page 109","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgd9",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgft","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgft_785020_master.tif","103","","","","","","","","","","","","","","","","","","","","","","page 110","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgft",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwggb","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwggb_785023_master.tif","104","","","","","","","","","","","","","","","","","","","","","","page 111","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwggb",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwghv","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwghv_785026_master.tif","105","","","","","","","","","","","","","","","","","","","","","","page 112","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwghv",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgjc","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgjc_785029_master.tif","106","","","","","","","","","","","","","","","","","","","","","","page 113","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgjc",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgkw","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgkw_785032_master.tif","107","","","","","","","","","","","","","","","","","","","","","","page 114","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgkw",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgmd","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgmd_785035_master.tif","108","","","","","","","","","","","","","","","","","","","","","","page 115","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgmd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgnx","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgnx_785038_master.tif","109","","","","","","","","","","","","","","","","","","","","","","page 116","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgnx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgpf","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgpf_785041_master.tif","110","","","","","","","","","","","","","","","","","","","","","","page 117","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgpf",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgqz","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgqz_785044_master.tif","111","","","","","","","","","","","","","","","","","","","","","","page 118","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgqz",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgrg","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgrg_785049_master.tif","112","","","","","","","","","","","","","","","","","","","","","","page 119","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgrg",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgs0","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgs0_785052_master.tif","113","","","","","","","","","","","","","","","","","","","","","","page 120","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgs0",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgth","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgth_785055_master.tif","114","","","","","","","","","","","","","","","","","","","","","","page 121","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgth",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgv1","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgv1_1265269_master.tif","115","","","","","","","","","","","","","","","","","","","","","","page 122","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgv1",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgwj","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgwj_1265272_master.tif","116","","","","","","","still image","maps","","","","","","","","","","","","","","page 123 map 2","","","Map of the subdivisions of Rancho San Jose de Buenos Ayres, measuring 33 x 22 cm, with a scale of 400 feet to 1 inch, reduced to 600 ft.; surveyed by Theo C. Keeberlee in 1887","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgwj",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwgx2","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwgx2_1265275_master.tif","117","","","","","","","","","","","","","","","","","","","","","","page 125","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwgx2",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwqvd","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwqvd_1265278_master.tif","118","","","","","","","","","","","","","","","","","","","","","","page 126","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwqvd",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwqwx","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwqwx_1265281_master.tif","119","","","","","","","","","","","","","","","","","","","","","","page 127","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwqwx",""
"Bound Manuscripts Collection.  Collection 170","ark:/21198/zz001dwqxf","ark:/21198/zz001dv5f1","2","Completed","Page","boundman170/masters/21198-zz001dwqxf_1265284_master.tif","120","","","","","","","","","","","","","","","","","","","","","","page 129","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dwqxf",""
