Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject,Name.author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,Alt ID.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Description.abstract,Bucketeer State,IIIF Access URL
St Gall Manuscripts,ark:/21198/zz0026gt72,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00000.tif,365,,,,,,,,,,,,,,,,,,Spine,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gt72
St Gall Manuscripts,ark:/21198/zz0026gt8k,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00001.tif,2,,,,,,,,,,,,,,,,,,Front cover,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gt8k
St Gall Manuscripts,ark:/21198/zz0026gt93,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00002.tif,3,,,,,,,,,,,,,,,,,,Inside front cover,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gt93
St Gall Manuscripts,ark:/21198/zz0026gtbm,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00003.tif,4,,,,,,,,,,,,,,,,,,f. 1r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtbm
St Gall Manuscripts,ark:/21198/zz0026gtc4,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00004.tif,5,,,,,,,,,,,,,,,,,,f. 1v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtc4
St Gall Manuscripts,ark:/21198/zz0026gtdn,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00005.tif,6,,,,,,,,,,,,,,,,,,f. 2r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtdn
St Gall Manuscripts,ark:/21198/zz0026gtf5,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00006.tif,7,,,,,,,,,,,,,,,,,,f. 2v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtf5
St Gall Manuscripts,ark:/21198/zz0026gtgp,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00007.tif,8,,,,,,,,,,,,,,,,,,f. 3r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtgp
St Gall Manuscripts,ark:/21198/zz0026gth6,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00008.tif,9,,,,,,,,,,,,,,,,,,f. 3v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gth6
St Gall Manuscripts,ark:/21198/zz0026gtjq,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00009.tif,10,,,,,,,,,,,,,,,,,,f. 4r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtjq
St Gall Manuscripts,ark:/21198/zz0026gtk7,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00010.tif,11,,,,,,,,,,,,,,,,,,f. 4v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtk7
St Gall Manuscripts,ark:/21198/zz0026gtmr,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00011.tif,12,,,,,,,,,,,,,,,,,,f. 5r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtmr
St Gall Manuscripts,ark:/21198/zz0026gtn8,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00012.tif,13,,,,,,,,,,,,,,,,,,f. 5v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtn8
