Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Subject,Name.author,Name.subject,Name.annotator,Name.repository,Name.scribe,Title,Relation.rectoVerso,Relation.pageNumber,Relation.textDirection,Relation.isVersionOf,Alt ID.local,Description.contents,Date.creation,Format.dimensions,Format.extent,Description.note,Description.abstract,Bucketeer State,IIIF Access URL
St Gall Manuscripts,ark:/21198/zz0026gtps,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00013.tif,14,,,,,,,,,,,,,,,,,,f. 6r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtps
St Gall Manuscripts,ark:/21198/zz0026gtq9,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00014.tif,15,,,,,,,,,,,,,,,,,,f. 6v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtq9
St Gall Manuscripts,ark:/21198/zz0026gtrt,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00015.tif,16,,,,,,,,,,,,,,,,,,f. 7r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtrt
St Gall Manuscripts,ark:/21198/zz0026gtsb,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00016.tif,17,,,,,,,,,,,,,,,,,,f. 7v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtsb
St Gall Manuscripts,ark:/21198/zz0026gttv,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00017.tif,18,,,,,,,,,,,,,,,,,,f. 8r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gttv
St Gall Manuscripts,ark:/21198/zz0026gtvc,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00018.tif,19,,,,,,,,,,,,,,,,,,f. 8v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtvc
St Gall Manuscripts,ark:/21198/zz0026gtww,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00019.tif,20,,,,,,,,,,,,,,,,,,f. 9r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtww
St Gall Manuscripts,ark:/21198/zz0026gtxd,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00020.tif,21,,,,,,,,,,,,,,,,,,f. 9v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gtxd
St Gall Manuscripts,ark:/21198/zz0026gtzx,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00021.tif,22,,,,,,,,,,,,,,,,,,f. 10r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv0x,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00022.tif,23,,,,,,,,,,,,,,,,,,f. 10v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gv0x
St Gall Manuscripts,ark:/21198/zz0026gv1f,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00023.tif,24,,,,,,,,,,,,,,,,,,f. 11r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv2z,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00024.tif,25,,,,,,,,,,,,,,,,,,f. 11v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv3g,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00025.tif,26,,,,,,,,,,,,,,,,,,f. 12r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv40,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00026.tif,27,,,,,,,,,,,,,,,,,,f. 12v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv5h,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00027.tif,28,,,,,,,,,,,,,,,,,,f. 13r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv61,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00028.tif,29,,,,,,,,,,,,,,,,,,f. 13v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv7j,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00029.tif,30,,,,,,,,,,,,,,,,,,f. 14r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv82,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00030.tif,31,,,,,,,,,,,,,,,,,,f. 14v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gv9k,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00031.tif,32,,,,,,,,,,,,,,,,,,f. 15r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvb3,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00032.tif,33,,,,,,,,,,,,,,,,,,f. 15v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvcm,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00033.tif,34,,,,,,,,,,,,,,,,,,f. 16r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvd4,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00034.tif,35,,,,,,,,,,,,,,,,,,f. 16v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvfn,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00035.tif,36,,,,,,,,,,,,,,,,,,f. 17r,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvg5,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00036.tif,37,,,,,,,,,,,,,,,,,,f. 17v,,,,,,,,,,,,failed,
St Gall Manuscripts,ark:/21198/zz0026gvhp,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00037.tif,38,,,,,,,,,,,,,,,,,,f. 18r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvhp
St Gall Manuscripts,ark:/21198/zz0026gvj6,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00038.tif,39,,,,,,,,,,,,,,,,,,f. 18v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvj6
St Gall Manuscripts,ark:/21198/zz0026gvkq,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00039.tif,40,,,,,,,,,,,,,,,,,,f. 19r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvkq
St Gall Manuscripts,ark:/21198/zz0026gvm7,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00040.tif,41,,,,,,,,,,,,,,,,,,f. 19v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvm7
St Gall Manuscripts,ark:/21198/zz0026gvnr,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00041.tif,42,,,,,,,,,,,,,,,,,,f. 20r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvnr
St Gall Manuscripts,ark:/21198/zz0026gvp8,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00042.tif,43,,,,,,,,,,,,,,,,,,f. 20v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvp8
St Gall Manuscripts,ark:/21198/zz0026gvqs,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00043.tif,44,,,,,,,,,,,,,,,,,,f. 21r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvqs
St Gall Manuscripts,ark:/21198/zz0026gvr9,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00044.tif,45,,,,,,,,,,,,,,,,,,f. 21v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvr9
St Gall Manuscripts,ark:/21198/zz0026gvst,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00045.tif,46,,,,,,,,,,,,,,,,,,f. 22r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvst
St Gall Manuscripts,ark:/21198/zz0026gvtb,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00046.tif,47,,,,,,,,,,,,,,,,,,f. 22v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvtb
St Gall Manuscripts,ark:/21198/zz0026gvvv,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00047.tif,48,,,,,,,,,,,,,,,,,,f. 23r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvvv
St Gall Manuscripts,ark:/21198/zz0026gvwc,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00048.tif,49,,,,,,,,,,,,,,,,,,f. 23v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvwc
St Gall Manuscripts,ark:/21198/zz0026gvxw,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00049.tif,50,,,,,,,,,,,,,,,,,,f. 24r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvxw
St Gall Manuscripts,ark:/21198/zz0026gvzd,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00050.tif,51,,,,,,,,,,,,,,,,,,f. 24v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gvzd
St Gall Manuscripts,ark:/21198/zz0026gw0d,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00051.tif,52,,,,,,,,,,,,,,,,,,f. 25r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw0d
St Gall Manuscripts,ark:/21198/zz0026gw1x,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00052.tif,53,,,,,,,,,,,,,,,,,,f. 25v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw1x
St Gall Manuscripts,ark:/21198/zz0026gw2f,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00053.tif,54,,,,,,,,,,,,,,,,,,f. 26r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw2f
St Gall Manuscripts,ark:/21198/zz0026gw3z,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00054.tif,55,,,,,,,,,,,,,,,,,,f. 26v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw3z
St Gall Manuscripts,ark:/21198/zz0026gw4g,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00055.tif,56,,,,,,,,,,,,,,,,,,f. 27r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw4g
St Gall Manuscripts,ark:/21198/zz0026gw50,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00056.tif,57,,,,,,,,,,,,,,,,,,f. 27v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw50
St Gall Manuscripts,ark:/21198/zz0026gw6h,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00057.tif,58,,,,,,,,,,,,,,,,,,f. 28r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw6h
St Gall Manuscripts,ark:/21198/zz0026gw71,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00058.tif,59,,,,,,,,,,,,,,,,,,f. 28v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw71
St Gall Manuscripts,ark:/21198/zz0026gw8j,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00059.tif,60,,,,,,,,,,,,,,,,,,f. 29r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw8j
St Gall Manuscripts,ark:/21198/zz0026gw92,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00060.tif,61,,,,,,,,,,,,,,,,,,f. 29v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gw92
St Gall Manuscripts,ark:/21198/zz0026gwbk,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00061.tif,62,,,,,,,,,,,,,,,,,,f. 30r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwbk
St Gall Manuscripts,ark:/21198/zz0026gwc3,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00062.tif,63,,,,,,,,,,,,,,,,,,f. 30v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwc3
St Gall Manuscripts,ark:/21198/zz0026gwdm,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00063.tif,64,,,,,,,,,,,,,,,,,,f. 31r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwdm
St Gall Manuscripts,ark:/21198/zz0026gwf4,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00064.tif,65,,,,,,,,,,,,,,,,,,f. 31v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwf4
St Gall Manuscripts,ark:/21198/zz0026gwgn,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00065.tif,66,,,,,,,,,,,,,,,,,,f. 32r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwgn
St Gall Manuscripts,ark:/21198/zz0026gwh5,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00066.tif,67,,,,,,,,,,,,,,,,,,f. 32v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwh5
St Gall Manuscripts,ark:/21198/zz0026gwjp,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00067.tif,68,,,,,,,,,,,,,,,,,,f. 33r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwjp
St Gall Manuscripts,ark:/21198/zz0026gwk6,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00068.tif,69,,,,,,,,,,,,,,,,,,f. 33v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwk6
St Gall Manuscripts,ark:/21198/zz0026gwmq,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00069.tif,70,,,,,,,,,,,,,,,,,,f. 34r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwmq
St Gall Manuscripts,ark:/21198/zz0026gwn7,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00070.tif,71,,,,,,,,,,,,,,,,,,f. 34v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwn7
St Gall Manuscripts,ark:/21198/zz0026gwpr,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00071.tif,72,,,,,,,,,,,,,,,,,,f. 35r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwpr
St Gall Manuscripts,ark:/21198/zz0026gwq8,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00072.tif,73,,,,,,,,,,,,,,,,,,f. 35v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwq8
St Gall Manuscripts,ark:/21198/zz0026gwrs,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00073.tif,74,,,,,,,,,,,,,,,,,,f. 36r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwrs
St Gall Manuscripts,ark:/21198/zz0026gws9,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00074.tif,75,,,,,,,,,,,,,,,,,,f. 36v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gws9
St Gall Manuscripts,ark:/21198/zz0026gwtt,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00075.tif,76,,,,,,,,,,,,,,,,,,f. 37r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwtt
St Gall Manuscripts,ark:/21198/zz0026gwvb,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00076.tif,77,,,,,,,,,,,,,,,,,,f. 37v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwvb
St Gall Manuscripts,ark:/21198/zz0026gwwv,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00077.tif,78,,,,,,,,,,,,,,,,,,f. 38r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwwv
St Gall Manuscripts,ark:/21198/zz0026gwxc,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00078.tif,79,,,,,,,,,,,,,,,,,,f. 38v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwxc
St Gall Manuscripts,ark:/21198/zz0026gwzw,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00079.tif,80,,,,,,,,,,,,,,,,,,f. 39r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gwzw
St Gall Manuscripts,ark:/21198/zz0026gx0w,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00080.tif,81,,,,,,,,,,,,,,,,,,f. 39v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx0w
St Gall Manuscripts,ark:/21198/zz0026gx1d,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00081.tif,82,,,,,,,,,,,,,,,,,,f. 40r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx1d
St Gall Manuscripts,ark:/21198/zz0026gx2x,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00082.tif,83,,,,,,,,,,,,,,,,,,f. 40v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx2x
St Gall Manuscripts,ark:/21198/zz0026gx3f,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00083.tif,84,,,,,,,,,,,,,,,,,,f. 41r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx3f
St Gall Manuscripts,ark:/21198/zz0026gx4z,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00084.tif,85,,,,,,,,,,,,,,,,,,f. 41v,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx4z
St Gall Manuscripts,ark:/21198/zz0026gx5g,ark:/21198/zz0026gt6j,2,Completed,Page,StGall/masters/ms_131/mss_litt_131_00085.tif,86,,,,,,,,,,,,,,,,,,f. 42r,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0026gx5g
