Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,viewingHint,Text direction,Visibility,IIIF Range,Type.typeOfResource,Rights.copyrightStatus,Rights.publicationStatus,Rights.permission,Name.subject,Coverage.geographic,Name.creator,Subject,Rights.publicationNote,Language,Type.genre,Author,Name.contributor,Name.correspondent,Name.repository,Rights.permissionNote,Name.photographer,Title,Date.creation,Date.publication,Description.note,Date.normalized,Description.caption,Description.abstract,IIIF Manifest URL
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001778fb,ark:/21198/zz000s2z4b,2,Completed,Work,,1,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001778gv,individuals,,private,,text,copyrighted,unpublished,N,Warner Communications Inc.|~|Women Against Violence Against Women ,Los Angeles (Calif.),Warner Bros. Records,Form Letter Responses - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,,,,June L. Mazer Lesbian Archives,Rights.statementLocal: Need to obtain permission to publish from original author.,,Form Letter Response from Consumer Relations Warner Bros. Records,"June 03, 1977",,,1977-06-03,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001778fb/manifest
Women Against Violence Against Women (WAVAW) Collection,ark:/21198/zz001778hc,ark:/21198/zz000s2z4b,2,Completed,Work,,2,,,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001778jw,individuals,,private,,text,copyrighted,unpublished,unknown,Warner Communications Inc.|~|Women Against Violence Against Women |~|National Organization of Women|~|Elektra Entertainment|~|Atlantic Records|~|Warner Bros. Records,Los Angeles (Calif.),,Form Letter Responses - WCI Boycott (WAVAW)|~|Boycotts--California--Los Angeles|~|Boycotts--United States|~|Music and violence|~|Sex in mass media|~|Sex role in advertising|~|Sex in advertising,,eng,,"London, Julia",,,June L. Mazer Lesbian Archives,Rights.statementLocal: Unsure of whether or not permission is necessary to obtain as author was writing on behalf of WAVAW.,,Letter to WAVAW Supporters Announcing Upcoming Meeting With WEA,"July 05, 1977",,,1977-07-05,,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001778hc/manifest
