"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Title","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Language","Type.genre","Name.recipient","Name.author","Name.correspondent","Relation.isPartOf","Subject","Description.note","AltTitle.descriptive","Description.abstract","Date.creation","Format.extent","Alt ID.local","Date.normalized","Date.digitized","Format.medium","Alt ID.collection","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Rosecrans (William S.) Papers","ark:/21198/zz002h7j5r","ark:/21198/zz002h7j1p","2","Completed","Page","rosecrans/image/21198-zz002h7j5r_2235974_master.tif","3","William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 3","","","","","","","","pd","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7j5r",""
"Rosecrans (William S.) Papers","ark:/21198/zz002h7j68","ark:/21198/zz002h7j1p","2","Completed","Page","rosecrans/image/21198-zz002h7j68_2235973_master.tif","2","William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 2","","","","","","","","pd","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7j68",""
"Rosecrans (William S.) Papers","ark:/21198/zz002h7j7s","ark:/21198/zz002h7j1p","2","Completed","Page","rosecrans/image/21198-zz002h7j7s_2235968_master.tif","1","William S. Rosecrans to Abraham Lincoln, 1864, June 14. Page 1","","","","","","","","pd","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002h7j7s",""
