"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Rights.permission","Name.subject","Coverage.geographic","Name.creator","Subject","Rights.publicationNote","Language","Type.genre","Author","Name.contributor","Name.correspondent","Name.repository","Rights.permissionNote","Name.photographer","Title","Date.creation","Date.publication","Description.note","Date.normalized","Description.caption","Description.abstract","Bucketeer State","IIIF Access URL"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h24","ark:/21198/zz00175gjw","2","Completed","Page","wavav/images/masters/21198-zz00175h24-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h24"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h3n","ark:/21198/zz00175gjw","2","Completed","Page","wavav/images/masters/21198-zz00175h3n-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h3n"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h45","ark:/21198/zz00175gkd","2","Completed","Page","wavav/images/masters/21198-zz00175h45-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h45"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h5p","ark:/21198/zz00175gkd","2","Completed","Page","wavav/images/masters/21198-zz00175h5p-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h5p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h66","ark:/21198/zz00175gkd","2","Completed","Page","wavav/images/masters/21198-zz00175h66-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h66"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h7q","ark:/21198/zz00175gkd","2","Completed","Page","wavav/images/masters/21198-zz00175h7q-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h7q"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h87","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175h87-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h87"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175h9r","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175h9r-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175h9r"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hb8","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hb8-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hb8"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hcs","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hcs-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hcs"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hd9","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hd9-1-master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hd9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hft","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hft-1-master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hft"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hgb","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hgb-1-master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hgb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hhv","ark:/21198/zz00175gmx","2","Completed","Page","wavav/images/masters/21198-zz00175hhv-1-master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hhv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hjc","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hjc-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hjc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hkw","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hkw-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hkw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hmd","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hmd-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hmd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hnx","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hnx-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hnx"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hpf","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hpf-1-master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hpf"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hqz","ark:/21198/zz00175gnf","2","Completed","Page","wavav/images/masters/21198-zz00175hqz-1-master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hqz"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hs0","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hs0-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hs0"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hth","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hth-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hth"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hv1","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hv1-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hv1"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hwj","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hwj-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hwj"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hx2","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hx2-1-master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hx2"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175hzk","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175hzk-1-master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175hzk"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j0k","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175j0k-1-master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j0k"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j13","ark:/21198/zz00175hrg","2","Completed","Page","wavav/images/masters/21198-zz00175j13-1-master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j13"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j55","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175j55-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j55"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j6p","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175j6p-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j6p"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j76","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175j76-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j76"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j8q","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175j8q-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j8q"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175j97","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175j97-1-master.tif","5","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 5","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175j97"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jbr","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175jbr-1-master.tif","6","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 6","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jbr"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jc8","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175jc8-1-master.tif","7","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 7","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jc8"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jds","ark:/21198/zz00175j2m","2","Completed","Page","wavav/images/masters/21198-zz00175jds-1-master.tif","8","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 8","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jds"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jf9","ark:/21198/zz00175j34","2","Completed","Page","wavav/images/masters/21198-zz00175jf9-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jf9"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jgt","ark:/21198/zz00175j34","2","Completed","Page","wavav/images/masters/21198-zz00175jgt-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jgt"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jhb","ark:/21198/zz00175j34","2","Completed","Page","wavav/images/masters/21198-zz00175jhb-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jhb"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jjv","ark:/21198/zz00175j34","2","Completed","Page","wavav/images/masters/21198-zz00175jjv-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jjv"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jkc","ark:/21198/zz00175j4n","2","Completed","Page","wavav/images/masters/21198-zz00175jkc-1-master.tif","1","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 1","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jkc"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jmw","ark:/21198/zz00175j4n","2","Completed","Page","wavav/images/masters/21198-zz00175jmw-1-master.tif","2","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 2","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jmw"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jnd","ark:/21198/zz00175j4n","2","Completed","Page","wavav/images/masters/21198-zz00175jnd-1-master.tif","3","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 3","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jnd"
"Women Against Violence Against Women (WAVAW) Collection","ark:/21198/zz00175jpx","ark:/21198/zz00175j4n","2","Completed","Page","wavav/images/masters/21198-zz00175jpx-1-master.tif","4","","","","","","","","","copyrighted","","","","","","","","","","","","","","","","Page 4","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00175jpx"
