File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_001.tif,Page,Page 1,1,ark:/21198/z1v43gj4,ark:/21198/z1gt88s5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt88s5
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_002.tif,Page,Page 2,2,ark:/21198/z1v43gj4,ark:/21198/z1c27j3m,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c27j3m
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_003.tif,Page,Page 3,3,ark:/21198/z1v43gj4,ark:/21198/z17d5gs6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d5gs6
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_004.tif,Page,Page 4,4,ark:/21198/z1v43gj4,ark:/21198/z13n4r2w,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n4r2w
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_005.tif,Page,Page 5,5,ark:/21198/z1v43gj4,ark:/21198/z1zw47kk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw47kk
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_006.tif,Page,Page 6,6,ark:/21198/z1v43gj4,ark:/21198/z1v43gs8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v43gs8
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_007.tif,Page,Page 7,7,ark:/21198/z1v43gj4,ark:/21198/z1qc2r3d,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2r3d
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_008.tif,Page,Page 8,8,ark:/21198/z1v43gj4,ark:/21198/z1km20fz,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km20fz
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_009.tif,Page,Page 9,9,ark:/21198/z1v43gj4,ark:/21198/z1fv17ps,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv17ps
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_010.tif,Page,Page 10,10,ark:/21198/z1v43gj4,ark:/21198/z1b596cj,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b596cj
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_011.tif,Page,Page 11,11,ark:/21198/z1v43gj4,ark:/21198/z16d8fp8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16d8fp8
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_012.tif,Page,Page 12,12,ark:/21198/z1v43gj4,ark:/21198/z12n7px3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7px3
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_013.tif,Page,Page 13,13,ark:/21198/z1v43gj4,ark:/21198/z1xw76dr,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw76dr
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_014.tif,Page,Page 14,14,ark:/21198/z1v43gj4,ark:/21198/z1t46fpb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46fpb
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_015.tif,Page,Page 15,15,ark:/21198/z1v43gj4,ark:/21198/z1pc5q1x,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5q1x
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_016.tif,Page,Page 16,16,ark:/21198/z1v43gj4,ark:/21198/z1jm4zbn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4zbn
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_017.tif,Page,Page 17,17,ark:/21198/z1v43gj4,ark:/21198/z1dz2wzb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz2wzb
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_018.tif,Page,Page 18,18,ark:/21198/z1v43gj4,ark:/21198/z1962568,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1962568
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_019.tif,Page,Page 19,19,ark:/21198/z1v43gj4,ark:/21198/z15f1dh0,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1dh0
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_020.tif,Page,Page 20,20,ark:/21198/z1v43gj4,ark:/21198/z11p0nqc,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0nqc
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_021.tif,Page,Page 21,21,ark:/21198/z1v43gj4,ark:/21198/z1wx058x,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx058x
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_022.tif,Page,Page 22,22,ark:/21198/z1v43gj4,ark:/21198/z1s49dmv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49dmv
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_194609_023.tif,Page,Page 23,23,ark:/21198/z1v43gj4,ark:/21198/z1nc8nw4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8nw4
