File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_001.tif,Page,Page 1,1,ark:/21198/z18k9xg3,ark:/21198/z1fj54bg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj54bg
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_002.tif,Page,Page 2,2,ark:/21198/z18k9xg3,ark:/21198/z19s4cjv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s4cjv
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_003.tif,Page,Page 3,3,ark:/21198/z18k9xg3,ark:/21198/z1613mvw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1613mvw
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_004.tif,Page,Page 4,4,ark:/21198/z18k9xg3,ark:/21198/z12c1kms,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12c1kms
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_005.tif,Page,Page 5,5,ark:/21198/z18k9xg3,ark:/21198/z1xm133f,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xm133f
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_006.tif,Page,Page 6,6,ark:/21198/z18k9xg3,ark:/21198/z1sv0bb8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sv0bb8
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_007.tif,Page,Page 7,7,ark:/21198/z18k9xg3,ark:/21198/z1p29kp6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p29kp6
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_008.tif,Page,Page 8,8,ark:/21198/z18k9xg3,ark:/21198/z1j98tzg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98tzg
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_009.tif,Page,Page 9,9,ark:/21198/z18k9xg3,ark:/21198/z1dj8363,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj8363
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_010.tif,Page,Page 10,10,ark:/21198/z18k9xg3,ark:/21198/z18s7bgc,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s7bgc
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19320507_011.tif,Page,Page 11,11,ark:/21198/z18k9xg3,ark:/21198/z1545947,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1545947
