File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_001.tif,Page,Page 1,1,ark:/21198/z15t66xk,ark:/21198/z1qc2r1h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qc2r1h
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_002.tif,Page,Page 2,2,ark:/21198/z15t66xk,ark:/21198/z1km20c2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km20c2
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_003.tif,Page,Page 3,3,ark:/21198/z15t66xk,ark:/21198/z1fv17kf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv17kf
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_004.tif,Page,Page 4,4,ark:/21198/z15t66xk,ark:/21198/z1b30gv1,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b30gv1
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_005.tif,Page,Page 5,5,ark:/21198/z15t66xk,ark:/21198/z1699r3q,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1699r3q
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_006.tif,Page,Page 6,6,ark:/21198/z15t66xk,ark:/21198/z12n7ptr,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12n7ptr
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_007.tif,Page,Page 7,7,ark:/21198/z15t66xk,ark:/21198/z1xw76bv,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xw76bv
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_008.tif,Page,Page 8,8,ark:/21198/z15t66xk,ark:/21198/z1t46fmf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t46fmf
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_009.tif,Page,Page 9,9,ark:/21198/z15t66xk,ark:/21198/z1pc5px5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc5px5
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_010.tif,Page,Page 10,10,ark:/21198/z15t66xk,ark:/21198/z1jm4z6v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm4z6v
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_011.tif,Page,Page 11,11,ark:/21198/z15t66xk,ark:/21198/z1dv46gh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv46gh
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_012.tif,Page,Page 12,12,ark:/21198/z15t66xk,ark:/21198/z1933fr3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1933fr3
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_013.tif,Page,Page 13,13,ark:/21198/z15t66xk,ark:/21198/z15f1ddn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15f1ddn
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_014.tif,Page,Page 14,14,ark:/21198/z15t66xk,ark:/21198/z11p0nng,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11p0nng
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_015.tif,Page,Page 15,15,ark:/21198/z15t66xk,ark:/21198/z1wx0561,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx0561
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19310905_016.tif,Page,Page 16,16,ark:/21198/z15t66xk,ark:/21198/z1s49dhh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49dhh
