File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_001.tif,Page,Page 1,1,ark:/21198/z1cv752j,ark:/21198/z1j41f00,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j41f00
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_002.tif,Page,Page 2,2,ark:/21198/z1cv752j,ark:/21198/z1df9cm4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1df9cm4
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_003.tif,Page,Page 3,3,ark:/21198/z1cv752j,ark:/21198/z18p8n05,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18p8n05
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_004.tif,Page,Page 4,4,ark:/21198/z1cv752j,ark:/21198/z14x7w8f,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x7w8f
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_005.tif,Page,Page 5,5,ark:/21198/z1cv752j,ark:/21198/z11574jd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11574jd
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_006.tif,Page,Page 6,6,ark:/21198/z1cv752j,ark:/21198/z1wd6n1p,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd6n1p
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_007.tif,Page,Page 7,7,ark:/21198/z1cv752j,ark:/21198/z1rn5w8h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn5w8h
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_008.tif,Page,Page 8,8,ark:/21198/z1cv752j,ark:/21198/z1mw54km,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw54km
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_009.tif,Page,Page 9,9,ark:/21198/z1cv752j,ark:/21198/z1h7337g,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h7337g
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_010.tif,Page,Page 10,10,ark:/21198/z1cv752j,ark:/21198/z1cg2bkn,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg2bkn
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_011.tif,Page,Page 11,11,ark:/21198/z1cv752j,ark:/21198/z17q1kxt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q1kxt
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19270101_012.tif,Page,Page 12,12,ark:/21198/z1cv752j,ark:/21198/z13z0v52,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z0v52
