File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_001.tif,Page,Page 1,1,ark:/21198/z1t17r1w,ark:/21198/z15b2pwk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15b2pwk
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_002.tif,Page,Page 2,2,ark:/21198/z1t17r1w,ark:/21198/z11k1z8m,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11k1z8m
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_003.tif,Page,Page 3,3,ark:/21198/z1t17r1w,ark:/21198/z1wx053p,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wx053p
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_004.tif,Page,Page 4,4,ark:/21198/z1t17r1w,ark:/21198/z1s49dfm,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s49dfm
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_005.tif,Page,Page 5,5,ark:/21198/z1t17r1w,ark:/21198/z1nc8npf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc8npf
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_006.tif,Page,Page 6,6,ark:/21198/z1t17r1w,ark:/21198/z1hm7wwt,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm7wwt
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_007.tif,Page,Page 7,7,ark:/21198/z1t17r1w,ark:/21198/z1cv754f,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv754f
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260710_008.tif,Page,Page 8,8,ark:/21198/z1t17r1w,ark:/21198/z1836dfg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1836dfg
