File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_001.tif,Page,Page 1,1,ark:/21198/z1cc3n3f,ark:/21198/z12z3t3k,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z3t3k
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_002.tif,Page,Page 2,2,ark:/21198/z1cc3n3f,ark:/21198/z1z9210v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z9210v
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_003.tif,Page,Page 3,3,ark:/21198/z1cc3n3f,ark:/21198/z1tj187p,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tj187p
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_004.tif,Page,Page 4,4,ark:/21198/z1cc3n3f,ark:/21198/z1ps0hgh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ps0hgh
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_005.tif,Page,Page 5,5,ark:/21198/z1cc3n3f,ark:/21198/z1k09rtf,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k09rtf
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_006.tif,Page,Page 6,6,ark:/21198/z1cc3n3f,ark:/21198/z1f7913h,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f7913h
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_007.tif,Page,Page 7,7,ark:/21198/z1cc3n3f,ark:/21198/z19g88cs,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g88cs
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_008.tif,Page,Page 8,8,ark:/21198/z1cc3n3f,ark:/21198/z15q7hn2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q7hn2
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_009.tif,Page,Page 9,9,ark:/21198/z1cc3n3f,ark:/21198/z1225gbc,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1225gbc
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19321208_010.tif,Page,Page 10,10,ark:/21198/z1cc3n3f,ark:/21198/z1x94zw4,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x94zw4
