File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_001.tif,Page,Page 1,1,ark:/21198/z1v7261r,ark:/21198/z14f4c88,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14f4c88
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_002.tif,Page,Page 2,2,ark:/21198/z1v7261r,ark:/21198/z10p3mk0,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10p3mk0
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_003.tif,Page,Page 3,3,ark:/21198/z1v7261r,ark:/21198/z1vx344j,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vx344j
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_004.tif,Page,Page 4,4,ark:/21198/z1v7261r,ark:/21198/z1r52ccp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r52ccp
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_005.tif,Page,Page 5,5,ark:/21198/z1v7261r,ark:/21198/z1mh0b34,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mh0b34
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_006.tif,Page,Page 6,6,ark:/21198/z1v7261r,ark:/21198/z1gq9kd9,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gq9kd9
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_007.tif,Page,Page 7,7,ark:/21198/z1v7261r,ark:/21198/z1bz8tpk,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bz8tpk
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_008.tif,Page,Page 8,8,ark:/21198/z1v7261r,ark:/21198/z17682x3,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17682x3
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19370105_009.tif,Page,Page 9,9,ark:/21198/z1v7261r,ark:/21198/z13f7b77,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13f7b77
