File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_001.tif,Page,Page 1,1,ark:/21198/z1796s2v,ark:/21198/z1516km5,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1516km5
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_002.tif,Page,Page 2,2,ark:/21198/z1796s2v,ark:/21198/z1185tzb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1185tzb
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_003.tif,Page,Page 3,3,ark:/21198/z1796s2v,ark:/21198/z1wh5bhw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh5bhw
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_004.tif,Page,Page 4,4,ark:/21198/z1796s2v,ark:/21198/z1rr4kq8,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr4kq8
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_005.tif,Page,Page 5,5,ark:/21198/z1796s2v,ark:/21198/z1n03v08,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n03v08
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_006.tif,Page,Page 6,6,ark:/21198/z1796s2v,ark:/21198/z1h73361,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h73361
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_007.tif,Page,Page 7,7,ark:/21198/z1796s2v,ark:/21198/z1cg2bj6,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cg2bj6
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_008.tif,Page,Page 8,8,ark:/21198/z1796s2v,ark:/21198/z17t094v,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17t094v
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_009.tif,Page,Page 9,9,ark:/21198/z1796s2v,ark:/21198/z1419jh7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1419jh7
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_010.tif,Page,Page 10,10,ark:/21198/z1796s2v,ark:/21198/z1088ssh,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1088ssh
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_011.tif,Page,Page 11,11,ark:/21198/z1796s2v,ark:/21198/z1vh89b2,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vh89b2
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_012.tif,Page,Page 12,12,ark:/21198/z1796s2v,ark:/21198/z1qr7jkw,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qr7jkw
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_013.tif,Page,Page 13,13,ark:/21198/z1796s2v,ark:/21198/z1m06svg,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m06svg
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_014.tif,Page,Page 14,14,ark:/21198/z1796s2v,ark:/21198/z1g76250,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g76250
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_015.tif,Page,Page 15,15,ark:/21198/z1796s2v,ark:/21198/z1bk40r7,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk40r7
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_016.tif,Page,Page 16,16,ark:/21198/z1796s2v,ark:/21198/z16t3848,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t3848
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19260130_017.tif,Page,Page 17,17,ark:/21198/z1796s2v,ark:/21198/z1322hcd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1322hcd
