File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_001.tif,Page,Page 1,1,ark:/21198/z1hf0h1p,ark:/21198/z1b87wks,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b87wks
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_002.tif,Page,Page 2,2,ark:/21198/z1hf0h1p,ark:/21198/z16h74xb,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h74xb
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_003.tif,Page,Page 3,3,ark:/21198/z1hf0h1p,ark:/21198/z12r6d61,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r6d61
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_004.tif,Page,Page 4,4,ark:/21198/z1hf0h1p,ark:/21198/z1z05wnr,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z05wnr
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_005.tif,Page,Page 5,5,ark:/21198/z1hf0h1p,ark:/21198/z1t754xd,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t754xd
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_006.tif,Page,Page 6,6,ark:/21198/z1hf0h1p,ark:/21198/z1pg4d5n,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg4d5n
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_007.tif,Page,Page 7,7,ark:/21198/z1hf0h1p,ark:/21198/z1jt2bwp,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt2bwp
Masters/othermasters/DEPaccionsocialista/images/ihc_accionsocialista_19280328_008.tif,Page,Page 8,8,ark:/21198/z1hf0h1p,ark:/21198/z1f21m5p,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f21m5p
