Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,Name.illuminator,Name.creator,Title,AltTitle.descriptive,Description.note,Date.creation,Description.abstract,Date.normalized,Description.adminnote,Description.contents,Description.condition,Description.illustrations,Description.colophon,Description.history,Description.binding,Format.medium,Format.extent,Alt ID.local,Format.dimensions,AltTitle.uniform,Coverage.geographic,Publisher.placeOfOrigin,Description
Armenian Manuscripts,ark:/21198/zz0025nzgf,ark:/21198/zz0025dkqm,2,Completed,ChildWork,,,Manuscript No. 5: blank page,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025nzhz,ark:/21198/zz0025dkqm,2,Completed,ChildWork,,,Manuscript No. 5: back cover,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025q15n,ark:/21198/zz0025dkqm,2,Completed,ChildWork,,,Manuscript No. 5: page 553v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025q165,ark:/21198/zz0009gx2d,2,Completed,Work,,,Manuscript No. 7  Commentaries on the Song of Songs,Commentary on the Cantica Canticorum by Cornelius a Lapide,,1650,"The codex is a copy of the Armenian translation of teh ""Commentary on the Cantica Canticorum"" by Cornelius a Lapide ( 1567-1637), also known as Cornelius Cornelissen van den Steen, Flemish exegete.  The book also contains another commentary on the Song of Songs by an unknown author.Cornelius a Lapide was born at Bocholt near Liege, and was educated at the Jesuit colleges of Maastricht and Cologne. IN 1592 he entered the Jesuit order, and became professor of exegesis at Louvain in 1596. In 1616 he was called to Rome, where he taught the same subject and completed his celebrated commentaries, comprising all the Canonical Books except Job and the Psalms. “His works, which have enjoyed enduring popularity, are characterized by their clarity, deep spirituality, and allegorical and mystical exegesis”; his wide erudition enabled him to draw extensively on the Church Fathers and on medieval theologians.",,,"The principal divisions of the codex are as follows:I. Commentary on the Song of Songs by Cornelius a LapidePage 1. Introduction to the Song of Songs.Pages 2-13. Chapters I-IV. (On the author, purpose, form and style, and divisions of the Song og Songs.)Pages 13-17. Canons that kindle the torches and present the Song of Songs.Pages 17-19. Comentators on the Song of Songs.Pages 21-1022. Text of the commentary in eight chapters. (Other copies of the Armenian version of Cornelius a Lapide's commentary on the Song of Songs will be found in Jerusalem MSS 51, 142, 162, 384, and 643.)Pages 1023-1069. II Commentary on the Song og Songs by an unknown wuthor, in eight chapters.Page 1070. Blank.","The first two leavse in fron are detached, and the lower right corners of pages 1069-1070 are torn off; otherwise, the codex is in a fairly good state of preservation.",,,"There are no colophons in the codex; hence its date of execution and provenance are known. However, the title page (page 1) provides the following information: “Authored by the most venerable author, Father Cornelius Cornelian of Lapida, member of the Jesuit holy fathers, formerly of Louvain and later of Rome, augmented by necessary indexes. At the city of Ant’uperia (Antwerp?), by the printer Meyursius Jacobus, us the year of the Lord 1650, by the order of the emperor and the king of Spain.”The commentary on Cantica Canticorum by Corneliys a Lapide (1567-1637) was first published in 1638. The present codex, which represents its translation into Armenian, may have been done after 1650.Because there are no inscriptions in the book, its later history is unknown.  A notation on the inside front cover indicates  that Dr. Minassian purchased it on March 3, 1957, from a certain Mr. Amjad, who had brought the codex from Tehran to Isfahan. Another notation, written on the inside back cover, provides the same date of purchase and the purchase price of 3000 rials.","Dark brown blind-tooled damaged leather over pasteboard, with paper pastedowns. Blind-tooling is the same for both boards. Outer border consists of triple fillets, filled with a foliated tool. Inner rectangle has similar border, and its interior consists of three squares, of which the first and third include triple intersecting diagonal lines. Spine has five raised bands, and horizontal triple fillet lines. Red and white silk endbands with bead on the edge evident at tail only. Sewn over cords with fine blue silk thread, no notches. Edges uncolored. Some detached leaves. Not a traditional Armenian binding.",,1070 pages,Armenian MS 7,32X21.5 cm.,,,,
Armenian Manuscripts,ark:/21198/zz0025sn36,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 25v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn4q,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 26r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn57,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 26v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn6r,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 27r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn78,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 27v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn8s,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 28r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sn99,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 28v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snbt,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 29r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sncb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 29v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sndv,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 30r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snfc,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 30v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sngw,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 31r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snhd,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 31v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snjx,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 32r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snkf,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 32v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snmz,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: unnumbered page r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snng,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: unnumbered page v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snp0,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 33r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snqh,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 33v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snr1,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 34r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snsj,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 34v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snt2,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 35r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snvk,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 35v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snw3,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 36r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snxm,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 37v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025snz4,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 36v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp04,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 37r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp1n,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 38r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp25,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 38v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp3p,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 39r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp46,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 39v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp5q,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 40r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp67,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 40v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp7r,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 41r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp88,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 42r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sp9s,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 42v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spb9,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 43r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spct,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 43v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spdb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 44r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spfv,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 44v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spgc,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 45r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sphw,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 45v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spjd,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 46r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spkx,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 46v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spmf,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 47r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spnz,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 47v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sppg,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 48r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025spq0,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 48v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sprh,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 49r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sps1,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 49v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sqkd,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 41v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sr7q,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 50r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sr87,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 50v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sr9r,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 51r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srb8,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 51v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srcs,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 52r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srd9,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 52v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srft,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 53r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srgb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 54r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srhv,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 53v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srjc,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 54v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srkw,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 55r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srmd,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 56r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srnx,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 55v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srpf,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 57r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srqz,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 56v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srrg,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 57v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srs0,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 58r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srth,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 58v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srv1,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 59r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srwj,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 59v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srx2,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 60r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025srzk,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 61r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss0k,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 62v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss13,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 61v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss2m,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 62r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss34,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 63r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss4n,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 63v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss55,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 64v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss6p,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 64r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss8q,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 65v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ss97,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 66r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssbr,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 66v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssc8,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 67r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssds,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 67v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssf9,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 68v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssgt,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 68r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sshb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 60v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025ssjv,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 69r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025st44,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 65r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stjb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 69v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stmc,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 70r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stnw,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 71r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stsz,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 75r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sttg,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 72r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stv0,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 70v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stx1,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 73v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025stzj,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 71v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sv12,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 74r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sv2k,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 74v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sv33,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 73r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025sv4m,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 72v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svgs,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 75v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svh9,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 76r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svjt,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 76v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svkb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 77r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svmv,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 77v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0025svnc,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 78r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026htr8,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 78v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026htss,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 79r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026htt9,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 79v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026htvt,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 80r,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026htwb,ark:/21198/zz0025nrv7,2,Completed,ChildWork,,,Manuscript No. 6: page 80v,,,,,,,,,,,,,,,,,,,,
Armenian Manuscripts,ark:/21198/zz0026hv3x,ark:/21198/zz0009gx2d,2,Completed,Work,,,Manuscript No. 9:  Giardino Spirituale,,,1693,"The codex is a copy of the collection of readings and prayers known as the “Giardino Spirituale” (Partez Hogevor), composed by an anonymous author and rendered into Armenian by Yovhannes Kostandnupolsec‘I Holov (1635-91), who is known as a grammarian and translator of Latin works.",,,The book’s contents are as follows:Fol. 1. Title page (see below).Fols. 1v-165. Twelve readings and prayers on the following themes: Vestments for the Divine Liturgy; Divine Liturgy; Encomium on the Crucified Christ; Saints Elizabeth and Bridget; Devotion to the Holy Theotokos; Litany on the Holy Theotokos; Litany on Jesus; Litany on all Saints; On Deceased Bishops and Priests; Nocturnal prayer agains Beliar; Counsel to Laymen Attending Holy Mass; Counsel for family members. (The Armenian version of the “Giardino Spirituale” went through ten editions during the years 1670-1787. Fols. 165-166. Colophon dated A.D. 1693.Fol. 166v. Blank.,The MS is in a fairly good state of preservation. The upper left corner of the back cover is worn off.,"The meager illumination in this codex consists of first lines in purple and red ink, with larger initials in purple or orange.",Fols. 165-166.,"According to the colophon on fols. 165-166, the book was written by the scribe Barsegh, son of Azarie and Yulapxan, at the city of Surat in India. The writing was completed on the 10th of T ‘eray (= Sept. 26) in the year 1142 of the Armenian Era (= A.D. 1693). There are no inscriptions indicating the later history of the codex, and we have no information as to when and from whom Dr. Minasian acquired the book.","Traditional Armenian binding. Scarlet leather, probably calf, over pasteboards. Blind-tooled with double fillet line border, filled with foliated tool. Central rectangle consists of tiny concentric circles and another leafy tool. Small portion of lower board missing at head. Spine tooled with parallel vertical lines. No fore-edge flap. Two holes from clasps on both boards, clasps now wanting. Scarlet, black, and whote silk traditional raised endbands, damaged. Cloth doublure of alternating green and mustard-colored vertical bands with vine leaf or floral stamped designs. Edges uncolored. Sewn on two cords with typical loop board attachment; two V-notches. White cloth spine lining. No evidence of rebinding.",,166 folios,Armenian MS 9,7.5X4.5 cm.,Partēz hogevor,,,
Armenian Manuscripts,ark:/21198/zz0026hv4f,ark:/21198/zz0009gx2d,2,Completed,Work,,,Manuscript No. 10:  Book of Sermons,,,17th/18 century A.D.,The MS is a book of Sermons (K‘arozgir‘k). the authors of only five of 36 homilies in the codex are known: nos. XXXII-XXXV are attributed to Mat‘eos Vardapet and no XXXVI to Georg Vardapet.,1601/1800,,,"Except for the missing binding, the MS is in a fairly good state of preservation.",,,"There are no colophons of inscriptions in the codex, hence its date of executio and provenance are unknown. The paleography suggests that the MS was probably written in the seventh century. There is no indication as to when and from whom Dr. Minasian acquired the book.","None. Sewn textblock intact. Sewn on two single cords; kettle-stitches. Remnants of cloth spine lining at head and tail, along with fragments of red silk threads from endbanads (no longer extant). Edges uncolored except for a black line 2 cm. away from spine at both head and tail. Not an Armenian sewing structure. Watermark: bunch of grapes with small S and crowned medallion with fleur-de-lis.",,167 folios,Armenian MS 10,16.5 X 10.5 cm.,Kʻarozgirkʻ,,,"The contents of the MS are as follows:Fols. 1-11  (I) Our Lord Jesus Christ said in the Holy Gospel: “When you pray, you shall say: Our Father which art in heaven, Hallowed be thy name…” [Matt. 6:9].Fols. 11v-16  (II) Isaiah, the holy prophet purified by fire, cries out: “Wash you, make you clean…” [Is. 1:16]Fols. 16v-24.  (III) Again, at the beginning of Lent, on Confession, on the text: “Wash and become clean; etc.” [Is. 1:16]"
