File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.editor,Subject,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740619_001.tif,Page,Page 1,1,ark:/21198/z1c26rsp,ark:/21198/z1m63j3n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m63j3n
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740619_002.tif,Page,Page 2,2,ark:/21198/z1c26rsp,ark:/21198/z1gf2sbg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gf2sbg
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740619_003.tif,Page,Page 3,3,ark:/21198/z1c26rsp,ark:/21198/z1bs0r01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bs0r01
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740619_004.tif,Page,Page 4,4,ark:/21198/z1c26rsp,ark:/21198/z1710080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1710080
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740620_001.tif,Page,Page 1,1,ark:/21198/z17960z0,ark:/21198/z13797gt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13797gt
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740620_002.tif,Page,Page 2,2,ark:/21198/z17960z0,ark:/21198/z1zg8r0j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zg8r0j
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740620_003.tif,Page,Page 3,3,ark:/21198/z17960z0,ark:/21198/z1tq80b3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tq80b3
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740620_004.tif,Page,Page 4,4,ark:/21198/z17960z0,ark:/21198/z1pz77mc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pz77mc
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740621_001.tif,Page,Page 1,1,ark:/21198/z13j5867,ark:/21198/z1k66gxd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k66gxd
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740621_002.tif,Page,Page 2,2,ark:/21198/z13j5867,ark:/21198/z1fj4fnv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fj4fnv
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740621_003.tif,Page,Page 3,3,ark:/21198/z13j5867,ark:/21198/z19s3pv7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19s3pv7
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740621_004.tif,Page,Page 4,4,ark:/21198/z13j5867,ark:/21198/z1612z3s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1612z3s
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740622_001.tif,Page,Page 1,1,ark:/21198/z1zs4rsf,ark:/21198/z12826cf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12826cf
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740622_002.tif,Page,Page 2,2,ark:/21198/z1zs4rsf,ark:/21198/z1xh1pzn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xh1pzn
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740622_003.tif,Page,Page 3,3,ark:/21198/z1zs4rsf,ark:/21198/z1sr0z8s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sr0z8s
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740622_004.tif,Page,Page 4,4,ark:/21198/z1zs4rsf,ark:/21198/z1p006h9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p006h9
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740624_001.tif,Page,Page 1,1,ark:/21198/z1v42qgr,ark:/21198/z1j98576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j98576
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740624_002.tif,Page,Page 2,2,ark:/21198/z1v42qgr,ark:/21198/z1dj7dg1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj7dg1
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740624_003.tif,Page,Page 3,3,ark:/21198/z1v42qgr,ark:/21198/z18s6npd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18s6npd
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19740624_004.tif,Page,Page 4,4,ark:/21198/z1v42qgr,ark:/21198/z1515x0v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1515x0v
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741119_001.tif,Page,Page 1,1,ark:/21198/z1qc1ztx,ark:/21198/z118559z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz118559z
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741119_002.tif,Page,Page 2,2,ark:/21198/z1qc1ztx,ark:/21198/z1wh4nvq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wh4nvq
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741119_003.tif,Page,Page 3,3,ark:/21198/z1qc1ztx,ark:/21198/z1rr3x3z,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rr3x3z
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741119_004.tif,Page,Page 4,4,ark:/21198/z1qc1ztx,ark:/21198/z1n31vrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1n31vrd
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741120_001.tif,Page,Page 1,1,ark:/21198/z1km175w,ark:/21198/z1hb141g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hb141g
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741120_002.tif,Page,Page 2,2,ark:/21198/z1km175w,ark:/21198/z1ck0c89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ck0c89
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741120_003.tif,Page,Page 3,3,ark:/21198/z1km175w,ark:/21198/z17s9mj1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17s9mj1
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741120_004.tif,Page,Page 4,4,ark:/21198/z1km175w,ark:/21198/z1418vwh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1418vwh
