File Name,Object Type,Title,Item Sequence,Parent ARK,Item ARK,AltTitle.other,collection.physical,Contents note,Date.created,Date.normalized,Description.latitude,Description.longitude,Description.note,Format.dimensions,Format.extent,Format.medium,Genre,Language,Local identifier,Name.creator,Name.subject,Note,Place of origin,Publisher.publisherName,Repository,Type.typeOfResource,Rights.copyrightStatus,Rights.rightsHolderContact,Statement of Responsibility,Subject geographic,Subject temporal,viewingHint,Name.editor,Subject,Bucketeer State,IIIF Access URL
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741121_001.tif,Page,Page 1,1,ark:/21198/z1fv0gc8,ark:/21198/z108845k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz108845k
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741121_002.tif,Page,Page 2,2,ark:/21198/z1fv0gc8,ark:/21198/z1vm6b3m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vm6b3m
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741121_003.tif,Page,Page 3,3,ark:/21198/z1fv0gc8,ark:/21198/z1qv5kdb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qv5kdb
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741121_004.tif,Page,Page 4,4,ark:/21198/z1fv0gc8,ark:/21198/z1m34tm1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1m34tm1
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741122_001.tif,Page,Page 1,1,ark:/21198/z1b29qkd,ark:/21198/z1gb42v7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gb42v7
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741122_002.tif,Page,Page 2,2,ark:/21198/z1b29qkd,ark:/21198/z1bk3b5c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bk3b5c
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741122_003.tif,Page,Page 3,3,ark:/21198/z1b29qkd,ark:/21198/z16t2khj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t2khj
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741122_004.tif,Page,Page 4,4,ark:/21198/z1b29qkd,ark:/21198/z1321ts4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1321ts4
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741123_001.tif,Page,Page 1,1,ark:/21198/z1698zt7,ark:/21198/z1zd01qj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zd01qj
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741123_002.tif,Page,Page 2,2,ark:/21198/z1698zt7,ark:/21198/z1tm990p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tm990p
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741123_003.tif,Page,Page 3,3,ark:/21198/z1698zt7,ark:/21198/z1pv8j7h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pv8j7h
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741123_004.tif,Page,Page 4,4,ark:/21198/z1698zt7,ark:/21198/z1k37sf6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1k37sf6
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741125_001.tif,Page,Page 1,1,ark:/21198/z12j874r,ark:/21198/z1fb71r9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fb71r9
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741125_002.tif,Page,Page 2,2,ark:/21198/z12j874r,ark:/21198/z19k692f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19k692f
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741125_003.tif,Page,Page 3,3,ark:/21198/z12j874r,ark:/21198/z15t5jc5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15t5jc5
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741125_004.tif,Page,Page 4,4,ark:/21198/z12j874r,ark:/21198/z1253h2g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1253h2g
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741126_001.tif,Page,Page 1,1,ark:/21198/z1xw6f2s,ark:/21198/z1xd30jq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xd30jq
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741126_002.tif,Page,Page 2,2,ark:/21198/z1xw6f2s,ark:/21198/z1sn27sj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sn27sj
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741126_003.tif,Page,Page 3,3,ark:/21198/z1xw6f2s,ark:/21198/z1nw1h1s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nw1h1s
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741126_004.tif,Page,Page 4,4,ark:/21198/z1xw6f2s,ark:/21198/z1j40rbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j40rbt
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741127_001.tif,Page,Page 1,1,ark:/21198/z1t45pd8,ark:/21198/z1dc00pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dc00pc
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741127_002.tif,Page,Page 2,2,ark:/21198/z1t45pd8,ark:/21198/z18k97xn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz18k97xn
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741127_003.tif,Page,Page 3,3,ark:/21198/z1t45pd8,ark:/21198/z14x76n3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14x76n3
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741127_004.tif,Page,Page 4,4,ark:/21198/z1t45pd8,ark:/21198/z1156fz4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156fz4
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741128_001.tif,Page,Page 1,1,ark:/21198/z1jm4602,ark:/21198/z1wd5zdz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1wd5zdz
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741128_002.tif,Page,Page 2,2,ark:/21198/z1jm4602,ark:/21198/z1rn56n5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1rn56n5
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741128_003.tif,Page,Page 3,3,ark:/21198/z1jm4602,ark:/21198/z1mw4fzw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mw4fzw
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741128_004.tif,Page,Page 4,4,ark:/21198/z1jm4602,ark:/21198/z1h43q9s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1h43q9s
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741129_001.tif,Page,Page 1,1,ark:/21198/z1dv3f50,ark:/21198/z1cc2zk2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cc2zk2
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741129_002.tif,Page,Page 2,2,ark:/21198/z1dv3f50,ark:/21198/z17q0x82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17q0x82
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741129_003.tif,Page,Page 3,3,ark:/21198/z1dv3f50,ark:/21198/z13z05h8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13z05h8
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741129_004.tif,Page,Page 4,4,ark:/21198/z1dv3f50,ark:/21198/z1059drv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1059drv
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741130_001.tif,Page,Page 1,1,ark:/21198/z1pc4xq0,ark:/21198/z1vd8x74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vd8x74
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741130_002.tif,Page,Page 2,2,ark:/21198/z1pc4xq0,ark:/21198/z1qn85kp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qn85kp
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741130_003.tif,Page,Page 3,3,ark:/21198/z1pc4xq0,ark:/21198/z1kw7dvz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kw7dvz
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1974/catc_kwongwahpo_19741130_004.tif,Page,Page 4,4,ark:/21198/z1pc4xq0,ark:/21198/z1g46p5d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g46p5d
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751011_001.tif,Page,Page 1,1,ark:/21198/z1932pd4,ark:/21198/z1bg4mv0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bg4mv0
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751011_002.tif,Page,Page 2,2,ark:/21198/z1932pd4,ark:/21198/z16q3w37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16q3w37
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751011_003.tif,Page,Page 3,3,ark:/21198/z1932pd4,ark:/21198/z12z34bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12z34bf
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751011_004.tif,Page,Page 4,4,ark:/21198/z1932pd4,ark:/21198/z1z62mtm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z62mtm
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751013_001.tif,Page,Page 1,1,ark:/21198/z15b1xr9,ark:/21198/z1tf1w4r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tf1w4r
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751013_002.tif,Page,Page 2,2,ark:/21198/z15b1xr9,ark:/21198/z1pp14g9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pp14g9
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751013_003.tif,Page,Page 3,3,ark:/21198/z15b1xr9,ark:/21198/z1jx0cq4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jx0cq4
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751013_004.tif,Page,Page 4,4,ark:/21198/z15b1xr9,ark:/21198/z1f78bdw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f78bdw
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751014_001.tif,Page,Page 1,1,ark:/21198/z11n9wcv,ark:/21198/z19g7kp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19g7kp5
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751014_002.tif,Page,Page 2,2,ark:/21198/z11n9wcv,ark:/21198/z15q6twj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15q6twj
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751014_003.tif,Page,Page 3,3,ark:/21198/z11n9wcv,ark:/21198/z11z6362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11z6362
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751014_004.tif,Page,Page 4,4,ark:/21198/z11n9wcv,ark:/21198/z1x65kr4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x65kr4
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751015_001.tif,Page,Page 1,1,ark:/21198/z1ww9d09,ark:/21198/z1sf4v1t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sf4v1t
Masters/othermasters/DEPchinesecubannewspapers/kwongwahpo/images/1975/catc_kwongwahpo_19751015_002.tif,Page,Page 2,2,ark:/21198/z1ww9d09,ark:/21198/z1np4381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1np4381
