"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Rights.permission","Name.contributor","Name.repository","Subject","Title","Alt ID.local","Date.normalized","Date.creation","Format.extent","Publisher.publisherName","Publisher.placeOfOrigin","Format.dimensions","Description.note","Opac url","Alt ID.oclc","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp84","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_054.tif","54","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_054","stanford_oclc38813558_v2_054","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp84",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkp9n","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_055.tif","55","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_055","stanford_oclc38813558_v2_055","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkp9n",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpb5","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_056.tif","56","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_056","stanford_oclc38813558_v2_056","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpb5",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpcp","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_057.tif","57","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_057","stanford_oclc38813558_v2_057","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpcp",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpd6","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_058.tif","58","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_058","stanford_oclc38813558_v2_058","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpd6",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpfq","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_059.tif","59","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_059","stanford_oclc38813558_v2_059","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpfq",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpg7","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_060.tif","60","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_060","stanford_oclc38813558_v2_060","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpg7",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkphr","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_061.tif","61","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_061","stanford_oclc38813558_v2_061","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkphr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpj8","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_062.tif","62","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_062","stanford_oclc38813558_v2_062","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpj8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpks","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_063.tif","63","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_063","stanford_oclc38813558_v2_063","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpks",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpm9","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_064.tif","64","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_064","stanford_oclc38813558_v2_064","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpm9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpnt","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_065.tif","65","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_065","stanford_oclc38813558_v2_065","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpnt",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkppb","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_066.tif","66","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_066","stanford_oclc38813558_v2_066","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkppb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpqv","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_067.tif","67","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_067","stanford_oclc38813558_v2_067","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpqv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkprc","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_068.tif","68","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_068","stanford_oclc38813558_v2_068","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkprc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpsw","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_069.tif","69","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_069","stanford_oclc38813558_v2_069","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpsw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkptd","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_070.tif","70","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_070","stanford_oclc38813558_v2_070","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkptd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpvx","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_071.tif","71","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_071","stanford_oclc38813558_v2_071","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpvx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpwf","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_072.tif","72","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_072","stanford_oclc38813558_v2_072","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpwf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpxz","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_073.tif","73","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_073","stanford_oclc38813558_v2_073","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpxz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkpzg","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_074.tif","74","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_074","stanford_oclc38813558_v2_074","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkpzg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq0g","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_075.tif","75","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_075","stanford_oclc38813558_v2_075","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq0g",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq10","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_076.tif","76","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_076","stanford_oclc38813558_v2_076","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq10",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq2h","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_077.tif","77","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_077","stanford_oclc38813558_v2_077","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq2h",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq31","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_078.tif","78","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_078","stanford_oclc38813558_v2_078","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq31",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq4j","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_079.tif","79","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_079","stanford_oclc38813558_v2_079","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq4j",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq52","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_080.tif","80","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_080","stanford_oclc38813558_v2_080","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq52",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq6k","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_081.tif","81","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_081","stanford_oclc38813558_v2_081","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq6k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq73","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_082.tif","82","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_082","stanford_oclc38813558_v2_082","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq73",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq8m","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_083.tif","83","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_083","stanford_oclc38813558_v2_083","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq8m",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkq94","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_084.tif","84","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_084","stanford_oclc38813558_v2_084","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkq94",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqbn","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_085.tif","85","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_085","stanford_oclc38813558_v2_085","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqbn",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqc5","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_086.tif","86","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_086","stanford_oclc38813558_v2_086","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqc5",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqdp","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_087.tif","87","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_087","stanford_oclc38813558_v2_087","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqdp",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqf6","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_088.tif","88","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_088","stanford_oclc38813558_v2_088","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqf6",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqgq","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_089.tif","89","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_089","stanford_oclc38813558_v2_089","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqgq",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqh7","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_090.tif","90","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_090","stanford_oclc38813558_v2_090","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqh7",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqjr","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_091.tif","91","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_091","stanford_oclc38813558_v2_091","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqjr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqk8","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_092.tif","92","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_092","stanford_oclc38813558_v2_092","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqk8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqms","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_093.tif","93","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_093","stanford_oclc38813558_v2_093","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqms",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqn9","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_094.tif","94","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_094","stanford_oclc38813558_v2_094","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqn9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqpt","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_095.tif","95","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_095","stanford_oclc38813558_v2_095","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqpt",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqqb","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_096.tif","96","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_096","stanford_oclc38813558_v2_096","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqqb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqrv","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_097.tif","97","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_097","stanford_oclc38813558_v2_097","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqrv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqsc","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_098.tif","98","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_098","stanford_oclc38813558_v2_098","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqsc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqtw","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_099.tif","99","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_099","stanford_oclc38813558_v2_099","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqtw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqvd","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_100.tif","100","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_100","stanford_oclc38813558_v2_100","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqvd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqwx","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_101.tif","101","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_101","stanford_oclc38813558_v2_101","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqwx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqxf","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_102.tif","102","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_102","stanford_oclc38813558_v2_102","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqxf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkqzz","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_103.tif","103","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_103","stanford_oclc38813558_v2_103","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkqzz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkr0z","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_104.tif","104","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_104","stanford_oclc38813558_v2_104","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkr0z",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkr1g","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_105.tif","105","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_105","stanford_oclc38813558_v2_105","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkr1g",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkr20","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_106.tif","106","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_106","stanford_oclc38813558_v2_106","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkr20",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkr3h","ark:/21198/zz002jkct2","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V2/stanford_oclc38813558_v2_107.tif","107","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v2_107","stanford_oclc38813558_v2_107","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkr3h",""
