"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Language","Rights.permission","Name.contributor","Name.repository","Subject","Title","Alt ID.local","Date.normalized","Date.creation","Format.extent","Publisher.publisherName","Publisher.placeOfOrigin","Format.dimensions","Description.note","Opac url","Alt ID.oclc","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhhb","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_054.tif","54","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_054","stanford_oclc38813558_v1_054","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhhb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhjv","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_055.tif","55","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_055","stanford_oclc38813558_v1_055","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhjv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhkc","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_056.tif","56","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_056","stanford_oclc38813558_v1_056","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhkc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhmw","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_057.tif","57","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_057","stanford_oclc38813558_v1_057","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhmw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhnd","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_058.tif","58","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_058","stanford_oclc38813558_v1_058","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhnd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhpx","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_059.tif","59","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_059","stanford_oclc38813558_v1_059","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhpx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhqf","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_060.tif","60","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_060","stanford_oclc38813558_v1_060","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhqf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhrz","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_061.tif","61","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_061","stanford_oclc38813558_v1_061","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhrz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhsg","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_062.tif","62","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_062","stanford_oclc38813558_v1_062","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhsg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkht0","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_063.tif","63","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_063","stanford_oclc38813558_v1_063","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkht0",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhvh","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_064.tif","64","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_064","stanford_oclc38813558_v1_064","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhvh",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhw1","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_065.tif","65","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_065","stanford_oclc38813558_v1_065","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhw1",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhxj","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_066.tif","66","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_066","stanford_oclc38813558_v1_066","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhxj",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkhz2","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_067.tif","67","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_067","stanford_oclc38813558_v1_067","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkhz2",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj02","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_068.tif","68","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_068","stanford_oclc38813558_v1_068","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj02",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj1k","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_069.tif","69","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_069","stanford_oclc38813558_v1_069","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj1k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj23","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_070.tif","70","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_070","stanford_oclc38813558_v1_070","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj23",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj3m","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_071.tif","71","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_071","stanford_oclc38813558_v1_071","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj3m",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj44","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_072.tif","72","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_072","stanford_oclc38813558_v1_072","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj44",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj5n","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_073.tif","73","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_073","stanford_oclc38813558_v1_073","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj5n",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj65","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_074.tif","74","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_074","stanford_oclc38813558_v1_074","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj65",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj7p","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_075.tif","75","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_075","stanford_oclc38813558_v1_075","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj7p",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj86","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_076.tif","76","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_076","stanford_oclc38813558_v1_076","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj86",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkj9q","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_077.tif","77","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_077","stanford_oclc38813558_v1_077","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkj9q",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjb7","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_078.tif","78","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_078","stanford_oclc38813558_v1_078","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjb7",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjcr","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_079.tif","79","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_079","stanford_oclc38813558_v1_079","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjcr",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjd8","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_080.tif","80","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_080","stanford_oclc38813558_v1_080","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjd8",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjfs","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_081.tif","81","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_081","stanford_oclc38813558_v1_081","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjfs",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjg9","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_082.tif","82","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_082","stanford_oclc38813558_v1_082","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjg9",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjht","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_083.tif","83","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_083","stanford_oclc38813558_v1_083","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjht",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjjb","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_084.tif","84","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_084","stanford_oclc38813558_v1_084","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjjb",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjkv","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_085.tif","85","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_085","stanford_oclc38813558_v1_085","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjkv",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjmc","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_086.tif","86","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_086","stanford_oclc38813558_v1_086","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjmc",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjnw","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_087.tif","87","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_087","stanford_oclc38813558_v1_087","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjnw",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjpd","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_088.tif","88","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_088","stanford_oclc38813558_v1_088","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjpd",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjqx","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_089.tif","89","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_089","stanford_oclc38813558_v1_089","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjqx",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjrf","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_090.tif","90","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_090","stanford_oclc38813558_v1_090","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjrf",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjsz","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_091.tif","91","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_091","stanford_oclc38813558_v1_091","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjsz",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjtg","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_092.tif","92","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_092","stanford_oclc38813558_v1_092","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjtg",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjv0","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_093.tif","93","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_093","stanford_oclc38813558_v1_093","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjv0",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjwh","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_094.tif","94","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_094","stanford_oclc38813558_v1_094","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjwh",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjx1","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_095.tif","95","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_095","stanford_oclc38813558_v1_095","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjx1",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkjzj","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_096.tif","96","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_096","stanford_oclc38813558_v1_096","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkjzj",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk0j","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_097.tif","97","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_097","stanford_oclc38813558_v1_097","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk0j",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk12","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_098.tif","98","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_098","stanford_oclc38813558_v1_098","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk12",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk2k","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_099.tif","99","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_099","stanford_oclc38813558_v1_099","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk2k",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk33","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_100.tif","100","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_100","stanford_oclc38813558_v1_100","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk33",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk4m","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_101.tif","101","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_101","stanford_oclc38813558_v1_101","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk4m",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk54","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_102.tif","102","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_102","stanford_oclc38813558_v1_102","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk54",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk6n","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_103.tif","103","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_103","stanford_oclc38813558_v1_103","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk6n",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk75","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_104.tif","104","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_104","stanford_oclc38813558_v1_104","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk75",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk8p","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_105.tif","105","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_105","stanford_oclc38813558_v1_105","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk8p",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkk96","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_106.tif","106","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_106","stanford_oclc38813558_v1_106","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkk96",""
"Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","ark:/21198/zz002jkkbq","ark:/21198/zz002jkcsj","10","Completed with minimal metadata","Page","bishopofJohannesburg/BOJ_V1/stanford_oclc38813558_v1_107.tif","107","","","","","","","text","copyrighted","published","","Y","","Submissions Presented to the Commission on Behalf of the Bishop of Johannesburg","","v1_107","stanford_oclc38813558_v1_107","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002jkkbq",""
