"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","IIIF Access URL","Rights.copyrightStatus","Rights.notice","Rights.countryCreation","Rights.creatorCorporate","Name.creator","Subject.descriptiveTopic","Type.typeOfResource","Type.genre","Name.repository","Name.performer","Name.composer","Rights.generalNote","Rights.servicesContact","Description.note","Title","AltIdentifier.local","Date.creation","Format.dimensions","Format.medium","Relation.isPartOf","Date.digitized","Format.extent","Description.tableOfContents","Description.abstract","Waveform","media.width","media.height","media.duration","media.format","IIIF Manifest URL"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vd7","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vd7-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/d7/21198=zz00092vd7/ark%2B=21198=zz00092vd7.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Story of Creation; Story of Man Cured of Drunkeness By Monks; Story of Erring Priest; A Discussion About the Old Women Gossiping; Tradition of Dress; ""Magic"" Weeds; Introduction to Jahnoshiek (a famous bandit like Robin Hood); Discussion of Poverty of the People During War; Jahnoshiek; Czechoslovakian Hymn; Twelve Year Old's Song; Story of Man Who Carried Ghost to Dying Man; Story of Ghost Who Leads His Sons to Treasure; Widower Meets a Woman and Asks to Marry Her.|~|Performer: Paul Husar|~|Title from tape: Paul Husar","Paul Husar","clym200203acwf005-60_side2-03","1960-01-22","7 in.","","Archive of California and Western Folklore","","07m 09s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vd7%2Faudiowaveform.dat","","","429.738667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vd7/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vfr","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vfr-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/fr/21198=zz00092vfr/ark%2B=21198=zz00092vfr.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Story of Creation; Story of Man Cured of Drunkeness By Monks; Story of Erring Priest; A Discussion About the Old Women Gossiping; Tradition of Dress; ""Magic"" Weeds; Introduction to Jahnoshiek (a famous bandit like Robin Hood); Discussion of Poverty of the People During War; Jahnoshiek; Czechoslovakian Hymn; Twelve Year Old's Song; Story of Man Who Carried Ghost to Dying Man; Story of Ghost Who Leads His Sons to Treasure; Widower Meets a Woman and Asks to Marry Her.|~|Title from tape: Paul Husar|~|Performer: Paul Husar","Paul Husar","clym200203acwf005-60_side2-04","1960-01-22","7 in.","","Archive of California and Western Folklore","","08m 23s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vfr%2Faudiowaveform.dat","","","503.637333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vfr/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vg8","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vg8-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/g8/21198=zz00092vg8/ark%2B=21198=zz00092vg8.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Story of Creation; Story of Man Cured of Drunkeness By Monks; Story of Erring Priest; A Discussion About the Old Women Gossiping; Tradition of Dress; ""Magic"" Weeds; Introduction to Jahnoshiek (a famous bandit like Robin Hood); Discussion of Poverty of the People During War; Jahnoshiek; Czechoslovakian Hymn; Twelve Year Old's Song; Story of Man Who Carried Ghost to Dying Man; Story of Ghost Who Leads His Sons to Treasure; Widower Meets a Woman and Asks to Marry Her.|~|Performer: Paul Husar|~|Title from tape: Paul Husar","Paul Husar","clym200203acwf005-60_side2-05","1960-01-22","7 in.","","Archive of California and Western Folklore","","05m 44s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vg8%2Faudiowaveform.dat","","","344.064","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vg8/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vhs","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vhs-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/hs/21198=zz00092vhs/ark%2B=21198=zz00092vhs.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Story of Creation; Story of Man Cured of Drunkeness By Monks; Story of Erring Priest; A Discussion About the Old Women Gossiping; Tradition of Dress; ""Magic"" Weeds; Introduction to Jahnoshiek (a famous bandit like Robin Hood); Discussion of Poverty of the People During War; Jahnoshiek; Czechoslovakian Hymn; Twelve Year Old's Song; Story of Man Who Carried Ghost to Dying Man; Story of Ghost Who Leads His Sons to Treasure; Widower Meets a Woman and Asks to Marry Her.|~|Title from tape: Paul Husar|~|Performer: Paul Husar","Paul Husar","clym200203acwf005-60_side2-06","1960-01-22","7 in.","","Archive of California and Western Folklore","","21m 23s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vhs%2Faudiowaveform.dat","","","1283.584","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vhs/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vj9","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vj9-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/j9/21198=zz00092vj9/ark%2B=21198=zz00092vj9.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Paul Husar|~|Title from tape: Paul Husar","Story of Miracle","clym200203acwf006-60_side1-01","1960-01-22","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","11m 53s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vj9%2Faudiowaveform.dat","","","713.728","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vj9/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vkt","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vkt-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/kt/21198=zz00092vkt/ark%2B=21198=zz00092vkt.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Performer: Paul Husar|~|Title from tape: Paul Husar","Story of Sword and Club (""stick"")","clym200203acwf006-60_side1-02","1960-01-22","7 in.","sound tape reels : 3 3/4 ips, two track, mono.","Archive of California and Western Folklore","","37m 08s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vkt%2Faudiowaveform.dat","","","2228.224","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vkt/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vmb","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vmb-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/mb/21198=zz00092vmb/ark%2B=21198=zz00092vmb.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Content: Story of Miracle; Story of Sword and Club (""stick"").|~|Title from tape: Paul Husar|~|Performer: Paul Husar","Paul Husar","clym200203acwf006-60_side2-01","1960-01-22","7 in.","","Archive of California and Western Folklore","","27m 18s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vmb%2Faudiowaveform.dat","","","1638.570667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vmb/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vnv","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vnv-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/nv/21198=zz00092vnv/ark%2B=21198=zz00092vnv.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Loye Miller|~|Title from tape: Loye Miller * Mexican Songs|~|Mexican Folk Songs.","Tengo Mi Hamaca - I Have a Hammock","clym200203acwf_srf007-60_side1-01","1960-02-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","03m 07s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vnv%2Faudiowaveform.dat","","","187.946667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vnv/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vpc","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vpc-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/pc/21198=zz00092vpc/ark%2B=21198=zz00092vpc.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Loye Miller|~|Title from tape: Loye Miller * Mexican Songs|~|Mexican Folk Songs.","Tecolotito - Little Owl","clym200203acwf_srf007-60_side1-03","1960-02-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","01m 31s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vpc%2Faudiowaveform.dat","","","91.818667","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vpc/manifest"
"Ethnomusicology Archive: D. K. Wilgus Collection","ark:/21198/zz00092vqw","ark:/21198/zz00089bvf","2","Completed","Work","wilgus/audio/masters/21198-zz00092vqw-1-master.wav","","","","https://wowza.library.ucla.edu/iiif_av_public/definst/mp4:wilgus/pairtree_root/21/19/8=/zz/00/09/2v/qw/21198=zz00092vqw/ark%2B=21198=zz00092vqw.mp4{}","copyrighted","","","","","","sound recording","","University of California, Los Angeles. Ethnomusicology Archive","","","","","Recorded by: Loye Miller|~|Title from tape: Loye Miller * Mexican Songs|~|Mexican Folk Songs.","La Rana Cantando - The Singing Frog","clym200203acwf_srf007-60_side1-02","1960-02-11","7 in.","sound tape reels : 7 1/2 ips, two track, mono.","Archive of California and Western Folklore","","05m 59s","","","https://static.library.ucla.edu/ark%3A%2F21198%2Fzz00092vqw%2Faudiowaveform.dat","","","359.509333","audio/x-wav","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00092vqw/manifest"
