"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Visibility","Thumbnail","Subject.conceptTopic","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Type.genre","Name.subject","Subject","Subject.descriptiveTopic","Name.repository","Rights.servicesContact","Language","Name.photographer","Name.donor","Name.correspondent","Subject geographic","Name.recipient","Rights.rightsHolderContact","Name.creator","Local identifier","Title","Description.abstract","Description.note","Alt ID.local","Summary","Date.normalized","Date.creation","Format.extent","Coverage.geographic","Description.caption","Description.latitude","Description.longitude","Alt ID.url","AltTitle.other","Note","Relation.isPartOf","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7z0/6v12zz1t","ark:/21198/zz0025p7z0","","","Page","gordo/image/yrlsc_gordonphotos_0206_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7z0%2F6v12zz1t"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7z0/cq72wz71","ark:/21198/zz0025p7z0","","","Page","gordo/image/yrlsc_gordonphotos_0206.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7z0%2Fcq72wz71"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p87m/5v829b7m","ark:/21198/zz0025p87m","","","Page","gordo/image/yrlsc_gordonphotos_0214_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p87m%2F5v829b7m"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p87m/k264521c","ark:/21198/zz0025p87m","","","Page","gordo/image/yrlsc_gordonphotos_0214.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p87m%2Fk264521c"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p884/dv147q1x","ark:/21198/zz0025p884","","","Page","gordo/image/yrlsc_gordonphotos_0216_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p884%2Fdv147q1x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p884/f650jj23","ark:/21198/zz0025p884","","","Page","gordo/image/yrlsc_gordonphotos_0216.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p884%2Ff650jj23"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p89n/bf51s29f","ark:/21198/zz0025p89n","","","Page","gordo/image/yrlsc_gordonphotos_0217.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p89n%2Fbf51s29f"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p89n/hn68608z","ark:/21198/zz0025p89n","","","Page","gordo/image/yrlsc_gordonphotos_0217_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p89n%2Fhn68608z"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8fq/5v53xv1z","ark:/21198/zz0025p8fq","","","Page","gordo/image/yrlsc_gordonphotos_0221_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8fq%2F5v53xv1z"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8fq/st925n70","ark:/21198/zz0025p8fq","","","Page","gordo/image/yrlsc_gordonphotos_0221.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8fq%2Fst925n70"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8ks/2z04x73w","ark:/21198/zz0025p8ks","","","Page","gordo/image/yrlsc_gordonphotos_0226_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8ks%2F2z04x73w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8ks/x480sd9x","ark:/21198/zz0025p8ks","","","Page","gordo/image/yrlsc_gordonphotos_0226.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8ks%2Fx480sd9x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8vx/8v07q06d","ark:/21198/zz0025p8vx","","","Page","gordo/image/yrlsc_gordonphotos_0234_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8vx%2F8v07q06d"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p8vx/gf91bf1s","ark:/21198/zz0025p8vx","","","Page","gordo/image/yrlsc_gordonphotos_0234.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p8vx%2Fgf91bf1s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p92h/rm34vf63","ark:/21198/zz0025p92h","","","Page","gordo/image/yrlsc_gordonphotos_0241_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p92h%2Frm34vf63"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p92h/wm15js02","ark:/21198/zz0025p92h","","","Page","gordo/image/yrlsc_gordonphotos_0241.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p92h%2Fwm15js02"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p9bn/7p829t5j","ark:/21198/zz0025p9bn","","","Page","gordo/image/yrlsc_gordonphotos_0249_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p9bn%2F7p829t5j"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p9bn/hw953c0p","ark:/21198/zz0025p9bn","","","Page","gordo/image/yrlsc_gordonphotos_0249.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p9bn%2Fhw953c0p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbd5/8871mn5h","ark:/21198/zz0025pbd5","","","Page","gordo/image/yrlsc_gordonphotos_0282_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbd5%2F8871mn5h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbd5/tj46063w","ark:/21198/zz0025pbd5","","","Page","gordo/image/yrlsc_gordonphotos_0282.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbd5%2Ftj46063w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbtc/h649kf1t","ark:/21198/zz0025pbtc","","","Page","gordo/image/yrlsc_gordonphotos_0295.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbtc%2Fh649kf1t"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbtc/kg746c60","ark:/21198/zz0025pbtc","","","Page","gordo/image/yrlsc_gordonphotos_0295_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbtc%2Fkg746c60"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbzf/g271bf98","ark:/21198/zz0025pbzf","","","Page","gordo/image/yrlsc_gordonphotos_0299.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbzf%2Fg271bf98"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pbzf/kf534z3f","ark:/21198/zz0025pbzf","","","Page","gordo/image/yrlsc_gordonphotos_0299_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pbzf%2Fkf534z3f"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pc4h/1c83f87w","ark:/21198/zz0025pc4h","","","Page","gordo/image/yrlsc_gordonphotos_0304_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc4h%2F1c83f87w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pc4h/qt29vn2c","ark:/21198/zz0025pc4h","","","Page","gordo/image/yrlsc_gordonphotos_0304.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pc4h%2Fqt29vn2c"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcc4/sn092r0t","ark:/21198/zz0025pcc4","","","Page","gordo/image/yrlsc_gordonphotos_0311.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcc4%2Fsn092r0t"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcc4/w216pm2n","ark:/21198/zz0025pcc4","","","Page","gordo/image/yrlsc_gordonphotos_0311_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcc4%2Fw216pm2n"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcgp/2c66vz00","ark:/21198/zz0025pcgp","","","Page","gordo/image/yrlsc_gordonphotos_0314_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcgp%2F2c66vz00"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcgp/cs914n9t","ark:/21198/zz0025pcgp","","","Page","gordo/image/yrlsc_gordonphotos_0314.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcgp%2Fcs914n9t"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pch6/3r13m482","ark:/21198/zz0025pch6","","","Page","gordo/image/yrlsc_gordonphotos_0315.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pch6%2F3r13m482"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pch6/8x75jb3h","ark:/21198/zz0025pch6","","","Page","gordo/image/yrlsc_gordonphotos_0315_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pch6%2F8x75jb3h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcn8/cw096224","ark:/21198/zz0025pcn8","","","Page","gordo/image/yrlsc_gordonphotos_0319_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcn8%2Fcw096224"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcn8/n159p71b","ark:/21198/zz0025pcn8","","","Page","gordo/image/yrlsc_gordonphotos_0319.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcn8%2Fn159p71b"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcvc/3520v28d","ark:/21198/zz0025pcvc","","","Page","gordo/image/yrlsc_gordonphotos_0325_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcvc%2F3520v28d"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pcvc/6b63v036","ark:/21198/zz0025pcvc","","","Page","gordo/image/yrlsc_gordonphotos_0325.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pcvc%2F6b63v036"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pczx/8814jw5s","ark:/21198/zz0025pczx","","","Page","gordo/image/yrlsc_gordonphotos_0328.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pczx%2F8814jw5s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pczx/hh03tt3s","ark:/21198/zz0025pczx","","","Page","gordo/image/yrlsc_gordonphotos_0328_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pczx%2Fhh03tt3s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd0x/1747nx5w","ark:/21198/zz0025pd0x","","","Page","gordo/image/yrlsc_gordonphotos_0329.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd0x%2F1747nx5w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd0x/xw73z65v","ark:/21198/zz0025pd0x","","","Page","gordo/image/yrlsc_gordonphotos_0329_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd0x%2Fxw73z65v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd2z/2446fc3w","ark:/21198/zz0025pd2z","","","Page","gordo/image/yrlsc_gordonphotos_0331_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd2z%2F2446fc3w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd2z/n368hb4b","ark:/21198/zz0025pd2z","","","Page","gordo/image/yrlsc_gordonphotos_0331.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd2z%2Fn368hb4b"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd7j/4p443223","ark:/21198/zz0025pd7j","","","Page","gordo/image/yrlsc_gordonphotos_0336_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd7j%2F4p443223"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pd7j/f922rf77","ark:/21198/zz0025pd7j","","","Page","gordo/image/yrlsc_gordonphotos_0336.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pd7j%2Ff922rf77"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pdqs/3n91gx5p","ark:/21198/zz0025pdqs","","","Page","gordo/image/yrlsc_gordonphotos_0350.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdqs%2F3n91gx5p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pdqs/7n328c7k","ark:/21198/zz0025pdqs","","","Page","gordo/image/yrlsc_gordonphotos_0350_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdqs%2F7n328c7k"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pdst/7m37wc3f","ark:/21198/zz0025pdst","","","Page","gordo/image/yrlsc_gordonphotos_0352_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdst%2F7m37wc3f"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pdst/hj77cx82","ark:/21198/zz0025pdst","","","Page","gordo/image/yrlsc_gordonphotos_0352.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pdst%2Fhj77cx82"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pf92/sc377z2p","ark:/21198/zz0025pf92","","","Page","gordo/image/yrlsc_gordonphotos_0369.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pf92%2Fsc377z2p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pf92/tz56sr23","ark:/21198/zz0025pf92","","","Page","gordo/image/yrlsc_gordonphotos_0369_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pf92%2Ftz56sr23"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfdm/p7529v63","ark:/21198/zz0025pfdm","","","Page","gordo/image/yrlsc_gordonphotos_0372.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfdm%2Fp7529v63"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfdm/v5338r5x","ark:/21198/zz0025pfdm","","","Page","gordo/image/yrlsc_gordonphotos_0372_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfdm%2Fv5338r5x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfmq/3629574g","ark:/21198/zz0025pfmq","","","Page","gordo/image/yrlsc_gordonphotos_0379.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfmq%2F3629574g"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfmq/7h490z0p","ark:/21198/zz0025pfmq","","","Page","gordo/image/yrlsc_gordonphotos_0379_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfmq%2F7h490z0p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfn7/2942rh6c","ark:/21198/zz0025pfn7","","","Page","gordo/image/yrlsc_gordonphotos_0380.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfn7%2F2942rh6c"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pfn7/q281bm4g","ark:/21198/zz0025pfn7","","","Page","gordo/image/yrlsc_gordonphotos_0380_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pfn7%2Fq281bm4g"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pftt/cm41r49x","ark:/21198/zz0025pftt","","","Page","gordo/image/yrlsc_gordonphotos_0385_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pftt%2Fcm41r49x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pftt/x0641g5m","ark:/21198/zz0025pftt","","","Page","gordo/image/yrlsc_gordonphotos_0385.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pftt%2Fx0641g5m"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgck/3938hr5g","ark:/21198/zz0025pgck","","","Page","gordo/image/yrlsc_gordonphotos_0401_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgck%2F3938hr5g"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgck/8k597q77","ark:/21198/zz0025pgck","","","Page","gordo/image/yrlsc_gordonphotos_0401.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgck%2F8k597q77"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgfm/2g05gj5q","ark:/21198/zz0025pgfm","","","Page","gordo/image/yrlsc_gordonphotos_0403.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgfm%2F2g05gj5q"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgfm/zt206s7w","ark:/21198/zz0025pgfm","","","Page","gordo/image/yrlsc_gordonphotos_0403_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgfm%2Fzt206s7w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgg4/3r396h7v","ark:/21198/zz0025pgg4","","","Page","gordo/image/yrlsc_gordonphotos_0404.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgg4%2F3r396h7v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pgg4/ff74pn5h","ark:/21198/zz0025pgg4","","","Page","gordo/image/yrlsc_gordonphotos_0404_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pgg4%2Fff74pn5h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pghn/d270r18h","ark:/21198/zz0025pghn","","","Page","gordo/image/yrlsc_gordonphotos_0405_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pghn%2Fd270r18h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025pghn/xd01dt56","ark:/21198/zz0025pghn","","","Page","gordo/image/yrlsc_gordonphotos_0405.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025pghn%2Fxd01dt56"
