"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","viewingHint","Visibility","Thumbnail","Subject.conceptTopic","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Type.genre","Name.subject","Subject","Subject.descriptiveTopic","Name.repository","Rights.servicesContact","Language","Name.photographer","Name.donor","Name.correspondent","Subject geographic","Name.recipient","Rights.rightsHolderContact","Name.creator","Local identifier","Title","Description.abstract","Description.note","Alt ID.local","Summary","Date.normalized","Date.creation","Format.extent","Coverage.geographic","Description.caption","Description.latitude","Description.longitude","Alt ID.url","AltTitle.other","Note","Relation.isPartOf","Opac url","Finding Aid URL","Bucketeer State","IIIF Access URL"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p397/m4325f9r","ark:/21198/zz0025p397","","","Page","gordo/image/yrlsc_gordonphotos_0070_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p397%2Fm4325f9r"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3br/64372m69","ark:/21198/zz0025p3br","","","Page","gordo/image/yrlsc_gordonphotos_0071.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3br%2F64372m69"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3br/dw36h365","ark:/21198/zz0025p3br","","","Page","gordo/image/yrlsc_gordonphotos_0071_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3br%2Fdw36h365"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3px/w673705p","ark:/21198/zz0025p3px","","","Page","gordo/image/yrlsc_gordonphotos_0081_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3px%2Fw673705p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3px/xx13jp66","ark:/21198/zz0025p3px","","","Page","gordo/image/yrlsc_gordonphotos_0081.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3px%2Fxx13jp66"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3sg/d580fm79","ark:/21198/zz0025p3sg","","","Page","gordo/image/yrlsc_gordonphotos_0084.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3sg%2Fd580fm79"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3sg/sh10xg84","ark:/21198/zz0025p3sg","","","Page","gordo/image/yrlsc_gordonphotos_0084_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3sg%2Fsh10xg84"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3t0/4c027h2z","ark:/21198/zz0025p3t0","","","Page","gordo/image/yrlsc_gordonphotos_0085_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3t0%2F4c027h2z"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3t0/c844pk20","ark:/21198/zz0025p3t0","","","Page","gordo/image/yrlsc_gordonphotos_0085.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3t0%2Fc844pk20"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3z2/db20sm1s","ark:/21198/zz0025p3z2","","","Page","gordo/image/yrlsc_gordonphotos_0089.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3z2%2Fdb20sm1s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p3z2/r540x419","ark:/21198/zz0025p3z2","","","Page","gordo/image/yrlsc_gordonphotos_0089_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p3z2%2Fr540x419"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p49q/2718f244","ark:/21198/zz0025p49q","","","Page","gordo/image/yrlsc_gordonphotos_0099_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p49q%2F2718f244"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p49q/r586gp7w","ark:/21198/zz0025p49q","","","Page","gordo/image/yrlsc_gordonphotos_0099.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p49q%2Fr586gp7w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4cr/bm12rd3m","ark:/21198/zz0025p4cr","","","Page","gordo/image/yrlsc_gordonphotos_0101.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4cr%2Fbm12rd3m"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4cr/n260535s","ark:/21198/zz0025p4cr","","","Page","gordo/image/yrlsc_gordonphotos_0101_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4cr%2Fn260535s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4fs/cw72f98f","ark:/21198/zz0025p4fs","","","Page","gordo/image/yrlsc_gordonphotos_0103.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4fs%2Fcw72f98f"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4fs/hv11bt31","ark:/21198/zz0025p4fs","","","Page","gordo/image/yrlsc_gordonphotos_0103_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4fs%2Fhv11bt31"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4ht/4v85mp3v","ark:/21198/zz0025p4ht","","","Page","gordo/image/yrlsc_gordonphotos_0105.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4ht%2F4v85mp3v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4ht/cb156z2v","ark:/21198/zz0025p4ht","","","Page","gordo/image/yrlsc_gordonphotos_0105_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4ht%2Fcb156z2v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4nw/2z03w74x","ark:/21198/zz0025p4nw","","","Page","gordo/image/yrlsc_gordonphotos_0109_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4nw%2F2z03w74x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p4nw/dk81b13q","ark:/21198/zz0025p4nw","","","Page","gordo/image/yrlsc_gordonphotos_0109.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p4nw%2Fdk81b13q"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p52k/cc561n8k","ark:/21198/zz0025p52k","","","Page","gordo/image/yrlsc_gordonphotos_0121.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p52k%2Fcc561n8k"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p52k/pd37zd7h","ark:/21198/zz0025p52k","","","Page","gordo/image/yrlsc_gordonphotos_0121_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p52k%2Fpd37zd7h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p533/3193n40p","ark:/21198/zz0025p533","","","Page","gordo/image/yrlsc_gordonphotos_0122.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p533%2F3193n40p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p533/b874s31f","ark:/21198/zz0025p533","","","Page","gordo/image/yrlsc_gordonphotos_0122_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p533%2Fb874s31f"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p554/c994wb08","ark:/21198/zz0025p554","","","Page","gordo/image/yrlsc_gordonphotos_0124_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p554%2Fc994wb08"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p554/f609xv0c","ark:/21198/zz0025p554","","","Page","gordo/image/yrlsc_gordonphotos_0124.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p554%2Ff609xv0c"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p58p/hz02hz9w","ark:/21198/zz0025p58p","","","Page","gordo/image/yrlsc_gordonphotos_0127.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p58p%2Fhz02hz9w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p58p/ts10g90k","ark:/21198/zz0025p58p","","","Page","gordo/image/yrlsc_gordonphotos_0127_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p58p%2Fts10g90k"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p596/9q93x58j","ark:/21198/zz0025p596","","","Page","gordo/image/yrlsc_gordonphotos_0128.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p596%2F9q93x58j"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p596/bb57153x","ark:/21198/zz0025p596","","","Page","gordo/image/yrlsc_gordonphotos_0128_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p596%2Fbb57153x"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5c7/0w18r28j","ark:/21198/zz0025p5c7","","","Page","gordo/image/21198-zz0025p5c7_1835153_master.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5c7%2F0w18r28j"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5c7/k541ms41","ark:/21198/zz0025p5c7","","","Page","gordo/image/yrlsc_gordonphotos_0130.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5c7%2Fk541ms41"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5dr/1b88wg1j","ark:/21198/zz0025p5dr","","","Page","gordo/image/yrlsc_gordonphotos_0131_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5dr%2F1b88wg1j"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5dr/4416033m","ark:/21198/zz0025p5dr","","","Page","gordo/image/yrlsc_gordonphotos_0131.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5dr%2F4416033m"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5gs/3213x63r","ark:/21198/zz0025p5gs","","","Page","gordo/image/yrlsc_gordonphotos_0133_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5gs%2F3213x63r"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5gs/r534pt93","ark:/21198/zz0025p5gs","","","Page","gordo/image/yrlsc_gordonphotos_0133.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5gs%2Fr534pt93"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5sf/1241124j","ark:/21198/zz0025p5sf","","","Page","gordo/image/yrlsc_gordonphotos_0142.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5sf%2F1241124j"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p5sf/2d05jx6q","ark:/21198/zz0025p5sf","","","Page","gordo/image/yrlsc_gordonphotos_0142_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p5sf%2F2d05jx6q"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p601/ck60zm41","ark:/21198/zz0025p601","","","Page","gordo/image/yrlsc_gordonphotos_0149_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p601%2Fck60zm41"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p601/kb10jx07","ark:/21198/zz0025p601","","","Page","gordo/image/yrlsc_gordonphotos_0149.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p601%2Fkb10jx07"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6mb/g766tb3v","ark:/21198/zz0025p6mb","","","Page","gordo/image/yrlsc_gordonphotos_0167.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6mb%2Fg766tb3v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6mb/n245qs72","ark:/21198/zz0025p6mb","","","Page","gordo/image/yrlsc_gordonphotos_0167_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6mb%2Fn245qs72"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6sx/50697s4g","ark:/21198/zz0025p6sx","","","Page","gordo/image/yrlsc_gordonphotos_0172_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6sx%2F50697s4g"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6sx/79631g57","ark:/21198/zz0025p6sx","","","Page","gordo/image/yrlsc_gordonphotos_0172.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6sx%2F79631g57"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6tf/8f56wh81","ark:/21198/zz0025p6tf","","","Page","gordo/image/yrlsc_gordonphotos_0173.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6tf%2F8f56wh81"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p6tf/gc93rd2w","ark:/21198/zz0025p6tf","","","Page","gordo/image/yrlsc_gordonphotos_0173_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p6tf%2Fgc93rd2w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p70h/4x77v393","ark:/21198/zz0025p70h","","","Page","gordo/image/yrlsc_gordonphotos_0178_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p70h%2F4x77v393"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p70h/7z683b6b","ark:/21198/zz0025p70h","","","Page","gordo/image/yrlsc_gordonphotos_0178.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p70h%2F7z683b6b"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p74k/b229sg64","ark:/21198/zz0025p74k","","","Page","gordo/image/yrlsc_gordonphotos_0182_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p74k%2Fb229sg64"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p74k/fp75vm84","ark:/21198/zz0025p74k","","","Page","gordo/image/yrlsc_gordonphotos_0182.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p74k%2Ffp75vm84"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p753/b097mj3r","ark:/21198/zz0025p753","","","Page","gordo/image/yrlsc_gordonphotos_0183.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p753%2Fb097mj3r"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p753/db63g08g","ark:/21198/zz0025p753","","","Page","gordo/image/yrlsc_gordonphotos_0183_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p753%2Fdb63g08g"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p78n/hb821c2m","ark:/21198/zz0025p78n","","","Page","gordo/image/yrlsc_gordonphotos_0186_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p78n%2Fhb821c2m"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p78n/hs62z34s","ark:/21198/zz0025p78n","","","Page","gordo/image/yrlsc_gordonphotos_0186.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p78n%2Fhs62z34s"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p795/5080mv3p","ark:/21198/zz0025p795","","","Page","gordo/image/yrlsc_gordonphotos_0187_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p795%2F5080mv3p"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p795/g752qb08","ark:/21198/zz0025p795","","","Page","gordo/image/yrlsc_gordonphotos_0187.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p795%2Fg752qb08"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7f7/1m722n9w","ark:/21198/zz0025p7f7","","","Page","gordo/image/yrlsc_gordonphotos_0191.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7f7%2F1m722n9w"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7f7/bh74kr9r","ark:/21198/zz0025p7f7","","","Page","gordo/image/yrlsc_gordonphotos_0191_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7f7%2Fbh74kr9r"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7gr/j7080668","ark:/21198/zz0025p7gr","","","Page","gordo/image/yrlsc_gordonphotos_0192.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7gr%2Fj7080668"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7gr/zx88nh58","ark:/21198/zz0025p7gr","","","Page","gordo/image/yrlsc_gordonphotos_0192_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7gr%2Fzx88nh58"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7nb/6058h58h","ark:/21198/zz0025p7nb","","","Page","gordo/image/yrlsc_gordonphotos_0197_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7nb%2F6058h58h"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7nb/6t49d09d","ark:/21198/zz0025p7nb","","","Page","gordo/image/yrlsc_gordonphotos_0197.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7nb%2F6t49d09d"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7qc/9k64xj4k","ark:/21198/zz0025p7qc","","","Page","gordo/image/yrlsc_gordonphotos_0199_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7qc%2F9k64xj4k"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7qc/qj625726","ark:/21198/zz0025p7qc","","","Page","gordo/image/yrlsc_gordonphotos_0199.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7qc%2Fqj625726"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7rw/04778v3v","ark:/21198/zz0025p7rw","","","Page","gordo/image/yrlsc_gordonphotos_0200_back.tif","2","","","","private","","","","","","","","","","","","","","","","","","","","","Back","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7rw%2F04778v3v"
"Gordon (Walter L.) and William C. Beverly, Jr. Collection","ark:/21198/zz0025p7rw/km52gw5w","ark:/21198/zz0025p7rw","","","Page","gordo/image/yrlsc_gordonphotos_0200.tif","1","","","","private","","","","","","","","","","","","","","","","","","","","","Front","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0025p7rw%2Fkm52gw5w"
