Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Subject,Type.genre,Language,Editor,Name.engraver,Title,Relation.rectoVerso,Relation.pageNumber,Description.note,Source,Relation.isPartOf,Alt ID.local,Date.normalized,Publisher.publisherName,Format.extent,Publisher.placeOfOrigin,Date.creation,Format.dimensions,Description.tableOfContents,Alt ID.oclc,AltTitle.uniform,AltTitle.inscribed,Relation.hasPart,Name.printer,Name.illustrator,Rights.copyrightStatus,Bucketeer State,IIIF Access URL
Picart (Bernard) Collection,ark:/21198/zz00151w9f,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151w9f-1-master.tif,22,,,,,,,,,page 9,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151w9f
Picart (Bernard) Collection,ark:/21198/zz00151wbz,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wbz-1-master.tif,23,,,,,,,,,page 10,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wbz
Picart (Bernard) Collection,ark:/21198/zz00151wcg,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wcg-1-master.tif,24,,,,,,,,,page 11,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wcg
Picart (Bernard) Collection,ark:/21198/zz00151wd0,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wd0_782767_master.tif,25,,,text,,,,,,page 12,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wd0
Picart (Bernard) Collection,ark:/21198/zz00151wfh,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wfh_784217_master.tif,26,,,text,,,,,,page 13,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wfh
Picart (Bernard) Collection,ark:/21198/zz00151wg1,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wg1_784226_master.tif,27,,,text,,,,,,page 14,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wg1
Picart (Bernard) Collection,ark:/21198/zz00151whj,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151whj_1266013_master.tif,28,,,text,,,,,,page 15,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151whj
Picart (Bernard) Collection,ark:/21198/zz00151wj2,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wj2_1266016_master.tif,29,,,text,,,,,,page 16,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wj2
Picart (Bernard) Collection,ark:/21198/zz00151wkk,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wkk_1266019_master.tif,30,,,text,,,,,,page 17,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wkk
Picart (Bernard) Collection,ark:/21198/zz00151wm3,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wm3_1266022_master.tif,31,,,text,,,,,,page 18,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wm3
Picart (Bernard) Collection,ark:/21198/zz00151wnm,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wnm_1266028_master.tif,32,,,text,,,,,,page 19,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wnm
Picart (Bernard) Collection,ark:/21198/zz00151wp4,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wp4_1266035_master.tif,33,,,,,,,,,page 20,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wp4
Picart (Bernard) Collection,ark:/21198/zz00151wqn,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wqn_1266052_master.tif,34,,,text,,,,,,page 21,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wqn
Picart (Bernard) Collection,ark:/21198/zz00151wr5,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wr5_1266073_master.tif,35,,,text,,,,,,page 22,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wr5
Picart (Bernard) Collection,ark:/21198/zz00151wsp,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wsp_1266082_master.tif,36,,,text,,,,,,page 23,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wsp
Picart (Bernard) Collection,ark:/21198/zz00151wt6,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz00151wt6_1266085_master.tif,37,,,text,,,,,,page 24,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00151wt6
Picart (Bernard) Collection,ark:/21198/zz001dx44s,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx44s_1266090_master.tif,38,,,text,,,,,,page 25,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx44s
Picart (Bernard) Collection,ark:/21198/zz001dx459,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx459_1266109_master.tif,39,,,text,,,,,,page 26,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx459
Picart (Bernard) Collection,ark:/21198/zz001dx46t,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx46t_1266121_master.tif,40,,,text,,,,,,page 27,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx46t
Picart (Bernard) Collection,ark:/21198/zz001dx47b,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx47b_1266129_master.tif,41,,,text,,,,,,page 28,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx47b
Picart (Bernard) Collection,ark:/21198/zz001dx48v,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx48v_1266151_master.tif,42,,,text,,,,,,page 29,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx48v
Picart (Bernard) Collection,ark:/21198/zz001dx49c,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx49c_1266170_master.tif,43,,,text,,,,,,page 30,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx49c
Picart (Bernard) Collection,ark:/21198/zz001dx4bw,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4bw_1266442_master.tif,44,,,text,,,,,,page 31,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4bw
Picart (Bernard) Collection,ark:/21198/zz001dx4cd,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4cd_1266865_master.tif,45,,,text,,,,,,page 32,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4cd
Picart (Bernard) Collection,ark:/21198/zz001dx4dx,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4dx_1266872_master.tif,46,,,text,,,,,,page 33,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4dx
Picart (Bernard) Collection,ark:/21198/zz001dx4ff,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4ff_1266880_master.tif,47,,,text,,,,,,page 34,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4ff
Picart (Bernard) Collection,ark:/21198/zz001dx4gz,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4gz_1266891_master.tif,48,,,text,,,,,,page 35,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4gz
Picart (Bernard) Collection,ark:/21198/zz001dx4hg,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4hg_1266905_master.tif,49,,,text,,,,,,page 36,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4hg
Picart (Bernard) Collection,ark:/21198/zz001dx4j0,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4j0_1266918_master.tif,50,,,text,,,,,,page 37,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4j0
Picart (Bernard) Collection,ark:/21198/zz001dx4kh,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4kh_1266963_master.tif,51,,,text,,,,,,page 38,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4kh
Picart (Bernard) Collection,ark:/21198/zz001dx4m1,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4m1_1266976_master.tif,52,,,text|~|still image,,,,,,page 39,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4m1
Picart (Bernard) Collection,ark:/21198/zz001dx4nj,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4nj_1266981_master.tif,53,,,text,,,,,,page 40,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4nj
Picart (Bernard) Collection,ark:/21198/zz001dx4p2,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4p2_1266998_master.tif,54,,,text,,,,,,page 41,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4p2
Picart (Bernard) Collection,ark:/21198/zz001dx4qk,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4qk_1267009_master.tif,55,,,text,,,,,,page 42,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4qk
Picart (Bernard) Collection,ark:/21198/zz001dx4r3,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4r3_1267018_master.tif,56,,,text,,,,,,page 43,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4r3
Picart (Bernard) Collection,ark:/21198/zz001dx4sm,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dx4sm_1267028_master.tif,57,,,text,,,,,,page 44,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dx4sm
Picart (Bernard) Collection,ark:/21198/zz001dxd13,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd13_1267043_master.tif,58,,,text,,,,,,page 45,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd13
Picart (Bernard) Collection,ark:/21198/zz001dxd2m,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd2m_1267065_master.tif,59,,,text,,,,,,page 46,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd2m
Picart (Bernard) Collection,ark:/21198/zz001dxd34,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd34_1267135_master.tif,60,,,text,,,,,,page 47,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd34
Picart (Bernard) Collection,ark:/21198/zz001dxd4n,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd4n_1267156_master.tif,61,,,text,,,,,,page 48,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd4n
Picart (Bernard) Collection,ark:/21198/zz001dxd55,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd55_1267222_master.tif,62,,,text,,,,,,page 49,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd55
Picart (Bernard) Collection,ark:/21198/zz001dxd6p,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd6p_1267261_master.tif,63,,,text,,,,,,page 50,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd6p
Picart (Bernard) Collection,ark:/21198/zz001dxd76,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd76_1267276_master.tif,64,,,text,,,,,,page 51,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd76
Picart (Bernard) Collection,ark:/21198/zz001dxd8q,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd8q_1267284_master.tif,65,,,text,,,,,,page 52,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd8q
Picart (Bernard) Collection,ark:/21198/zz001dxd97,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxd97_1267293_master.tif,66,,,text,,,,,,page 53,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxd97
Picart (Bernard) Collection,ark:/21198/zz001dxdbr,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdbr_1267296_master.tif,67,,,text,,,,,,page 54,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdbr
Picart (Bernard) Collection,ark:/21198/zz001dxdc8,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdc8_1267299_master.tif,68,,,text,,,,,,page 55,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdc8
Picart (Bernard) Collection,ark:/21198/zz001dxdds,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdds_1267302_master.tif,69,,,text,,,,,,page 56,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdds
Picart (Bernard) Collection,ark:/21198/zz001dxdf9,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdf9_1267305_master.tif,70,,,text,,,,,,page 57,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdf9
Picart (Bernard) Collection,ark:/21198/zz001dxdgt,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdgt_1267311_master.tif,71,,,text,,,,,,page 58,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdgt
Picart (Bernard) Collection,ark:/21198/zz001dxdhb,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdhb_1267317_master.tif,72,,,text,,,,,,page 59,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdhb
Picart (Bernard) Collection,ark:/21198/zz001dxdjv,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdjv_1267323_master.tif,73,,,text,,,,,,page 60,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdjv
Picart (Bernard) Collection,ark:/21198/zz001dxdkc,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdkc_1267338_master.tif,74,,,text,,,,,,page 61,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdkc
Picart (Bernard) Collection,ark:/21198/zz001dxdmw,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdmw_1267361_master.tif,75,,,text,,,,,,page 62,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdmw
Picart (Bernard) Collection,ark:/21198/zz001dxdnd,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdnd_1267364_master.tif,76,,,text,,,,,,page 63,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdnd
Picart (Bernard) Collection,ark:/21198/zz001dxdpx,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdpx_1267379_master.tif,77,,,text,,,,,,page 64,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdpx
Picart (Bernard) Collection,ark:/21198/zz001dxdqf,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdqf_1267384_master.tif,78,,,text,,,,,,page 65,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdqf
Picart (Bernard) Collection,ark:/21198/zz001dxdrz,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdrz_1267387_master.tif,79,,,text,,,,,,page 66,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdrz
Picart (Bernard) Collection,ark:/21198/zz001dxdsg,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdsg_1267390_master.tif,80,,,text,,,,,,page 67,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdsg
Picart (Bernard) Collection,ark:/21198/zz001dxdt0,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdt0_1267393_master.tif,81,,,text,,,,,,page 68,v,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdt0
Picart (Bernard) Collection,ark:/21198/zz001dxdvh,ark:/21198/zz0002hb17,2,Completed,Page,picart/masters/21198-zz001dxdvh_1267396_master.tif,82,,,text,,,,,,page 69,r,,,,,,,,,,,,,,,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001dxdvh
