"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Name.editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz0002mgfq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgfq-1-master.tif","251","","","text","","","","","","page 195","r","251","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgfq"
"Picart (Bernard) Collection","ark:/21198/zz0002mf8n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf8n-1-master.tif","252","","","text","","","","","","page 196","v","252","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf8n"
"Picart (Bernard) Collection","ark:/21198/zz0002mg84","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg84-1-master.tif","253","","","text","","","","","","page 197","r","253","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg84"
"Picart (Bernard) Collection","ark:/21198/zz0002mff7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mff7-1-master.tif","254","","","","","","","","","page 198","v","254","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mff7"
"Picart (Bernard) Collection","ark:/21198/zz0002mk72","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mk72-1-master.tif","255","","","text|~|still image","","","","","","page 199","r","255","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mk72"
"Picart (Bernard) Collection","ark:/21198/zz0002mfmt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfmt-1-master.tif","256","","","text","","","","","","page 200","v","256","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfmt"
"Picart (Bernard) Collection","ark:/21198/zz0002mfsd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfsd-1-master.tif","257","","","text","","","","","","page 201","r","257","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfsd"
"Picart (Bernard) Collection","ark:/21198/zz0002mfz0","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfz0-1-master.tif","258","","","text","","","","","","page 202","v","258","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfz0"
"Picart (Bernard) Collection","ark:/21198/zz0002mfxg","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfxg-1-master.tif","259","","","text","","","","","","page 203","r","259","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfxg"
"Picart (Bernard) Collection","ark:/21198/zz0002mg42","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg42-1-master.tif","260","","","text","","","","","","page 204","v","260","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg42"
"Picart (Bernard) Collection","ark:/21198/zz0002mfrw","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfrw-1-master.tif","261","","","text","","","","","","page 205","r","261","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfrw"
"Picart (Bernard) Collection","ark:/21198/zz0002mg9n","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg9n-1-master.tif","262","","","text","","","","","","page 206","v","262","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg9n"
"Picart (Bernard) Collection","ark:/21198/zz0002mgg7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgg7-1-master.tif","263","","","text","","","","","","page 207","r","263","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgg7"
"Picart (Bernard) Collection","ark:/21198/zz0002mfk9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfk9-1-master.tif","264","","","text","","","","","","page 208","v","264","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfk9"
"Picart (Bernard) Collection","ark:/21198/zz0002mgnt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgnt-1-master.tif","265","","","text","","","","","","page 209","r","265","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgnt"
"Picart (Bernard) Collection","ark:/21198/zz0002mgtd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgtd-1-master.tif","266","","","text","","","","","","page 210","v","266","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgtd"
"Picart (Bernard) Collection","ark:/21198/zz0002mfdq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfdq-1-master.tif","267","","","text","","","","","","page 211","r","267","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfdq"
"Picart (Bernard) Collection","ark:/21198/zz0002mf95","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mf95-1-master.tif","268","","","text","","","","","","page 212","v","268","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mf95"
"Picart (Bernard) Collection","ark:/21198/zz0002mgxz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgxz-1-master.tif","269","","","text","","","","","","page 213","r","269","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgxz"
"Picart (Bernard) Collection","ark:/21198/zz0002mfc6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfc6-1-master.tif","270","","","text","","","","","","page 214","v","270","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfc6"
"Picart (Bernard) Collection","ark:/21198/zz0002mgvx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgvx-1-master.tif","271","","","text","","","","","","page 215","r","271","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgvx"
"Picart (Bernard) Collection","ark:/21198/zz0002mfgr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfgr-1-master.tif","272","","","text","","","","","","page 216","v","272","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfgr"
"Picart (Bernard) Collection","ark:/21198/zz0002mgrc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgrc-1-master.tif","273","","","text","","","","","","page 217","r","273","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgrc"
"Picart (Bernard) Collection","ark:/21198/zz0002mfjs","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfjs-1-master.tif","274","","","text","","","","","","page 218","v","274","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfjs"
"Picart (Bernard) Collection","ark:/21198/zz0002mgpb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgpb-1-master.tif","275","","","text","","","","","","page 219","r","275","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgpb"
"Picart (Bernard) Collection","ark:/21198/zz0002mfnb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfnb-1-master.tif","276","","","text","","","","","","page 220","v","276","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfnb"
"Picart (Bernard) Collection","ark:/21198/zz0002mgks","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgks-1-master.tif","277","","","text","","","","","","page 221","r","277","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgks"
"Picart (Bernard) Collection","ark:/21198/zz0002mfqc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfqc-1-master.tif","278","","","text","","","","","","page 222","v","278","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfqc"
"Picart (Bernard) Collection","ark:/21198/zz0002mghr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mghr-1-master.tif","279","","","text","","","","","","page 223","r","279","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mghr"
"Picart (Bernard) Collection","ark:/21198/zz0002mftx","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mftx-1-master.tif","280","","","text","","","","","","page 224","v","280","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mftx"
"Picart (Bernard) Collection","ark:/21198/zz0002mfwz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mfwz-1-master.tif","281","","","text","","","","","","page 225","r","281","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mfwz"
"Picart (Bernard) Collection","ark:/21198/zz0002mgd6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgd6-1-master.tif","282","","","text","","","","","","page 226","v","282","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgd6"
"Picart (Bernard) Collection","ark:/21198/zz0002mgb5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mgb5-1-master.tif","283","","","text","","","","","","page 227","r","283","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mgb5"
"Picart (Bernard) Collection","ark:/21198/zz0002mg00","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg00-1-master.tif","284","","","text","","","","","","page 228","v","284","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg00"
"Picart (Bernard) Collection","ark:/21198/zz0002mg7m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg7m-1-master.tif","285","","","text","","","","","","page 229","r","285","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg7m"
"Picart (Bernard) Collection","ark:/21198/zz0002mg21","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg21-1-master.tif","286","","","text","","","","","","page 230","v","286","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg21"
"Picart (Bernard) Collection","ark:/21198/zz0002mg5k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mg5k-1-master.tif","287","","","text","","","","","","page 231","r","287","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mg5k"
"Picart (Bernard) Collection","ark:/21198/zz0002mh0g","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh0g-1-master.tif","288","","","text","","","","","","page 232","v","288","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh0g"
"Picart (Bernard) Collection","ark:/21198/zz0002mh52","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh52-1-master.tif","289","","","text","","","","","","page 233","r","289","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh52"
"Picart (Bernard) Collection","ark:/21198/zz0002mjm8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjm8-1-master.tif","290","","","text","","","","","","page 234","v","290","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjm8"
"Picart (Bernard) Collection","ark:/21198/zz0002mhbn","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhbn-1-master.tif","291","","","text","","","","","","page 235","r","291","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhbn"
"Picart (Bernard) Collection","ark:/21198/zz0002mhh7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhh7-1-master.tif","292","","","text","","","","","","page 236","v","292","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhh7"
"Picart (Bernard) Collection","ark:/21198/zz0002mhpt","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhpt-1-master.tif","293","","","text","","","","","","page 237","r","293","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhpt"
"Picart (Bernard) Collection","ark:/21198/zz0002mjfp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjfp-1-master.tif","294","","","text","","","","","","page 238","v","294","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjfp"
"Picart (Bernard) Collection","ark:/21198/zz0002mj62","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj62-1-master.tif","295","","","text","","","","","","page 239","r","295","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj62"
"Picart (Bernard) Collection","ark:/21198/zz0002mhvd","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhvd-1-master.tif","296","","","text","","","","","","page 240","v","296","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhvd"
"Picart (Bernard) Collection","ark:/21198/zz0002mj83","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj83-1-master.tif","297","","","text","","","","","","page 241","r","297","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj83"
"Picart (Bernard) Collection","ark:/21198/zz0002mj1g","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj1g-1-master.tif","298","","","text","","","","","","page 242","v","298","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj1g"
"Picart (Bernard) Collection","ark:/21198/zz0002mj3h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj3h-1-master.tif","299","","","text","","","","","","page 243","r","299","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj3h"
"Picart (Bernard) Collection","ark:/21198/zz0002mjcn","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjcn-1-master.tif","300","","","text","","","","","","page 244","v","300","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjcn"
"Picart (Bernard) Collection","ark:/21198/zz0002mjj7","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjj7-1-master.tif","301","","","text","","","","","","page 245","r","301","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjj7"
"Picart (Bernard) Collection","ark:/21198/zz0002mhxf","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhxf-1-master.tif","302","","","text","","","","","","page 246","v","302","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhxf"
"Picart (Bernard) Collection","ark:/21198/zz0002mh31","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh31-1-master.tif","303","","","text","","","","","","page 246a","r","303","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh31"
"Picart (Bernard) Collection","ark:/21198/zz0002mhrv","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhrv-1-master.tif","304","","","still image","","","","","","Great room or HALL of the INQUISITION.","v","304","Great room or HALL of the INQUISITION.Various Methods of TORTURE inflicted by the INQUISITOR.","page 246b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhrv"
"Picart (Bernard) Collection","ark:/21198/zz0002mh8m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh8m-1-master.tif","305","","","text","","","","","","page 247","r","305","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh8m"
"Picart (Bernard) Collection","ark:/21198/zz0002mhk8","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhk8-1-master.tif","306","","","text","","","","","","page 248","v","306","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhk8"
"Picart (Bernard) Collection","ark:/21198/zz0002mhf6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhf6-1-master.tif","307","","","text","","","","","","page 248a","r","307","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhf6"
"Picart (Bernard) Collection","ark:/21198/zz0002mhms","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhms-1-master.tif","308","","","still image","","","","","","In what manner prisoners are put to the torture in the Inquisition.","v","308","Great room or hall of the inquisition.  Various methods of torture inflicted by the inquisitor.","page 248b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhms"
"Picart (Bernard) Collection","ark:/21198/zz0002mhsc","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhsc-1-master.tif","309","","","text","","","","","","page 249","r","309","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhsc"
"Picart (Bernard) Collection","ark:/21198/zz0002mhdp","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhdp-1-master.tif","310","","","text","","","","","","page 250","v","310","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhdp"
"Picart (Bernard) Collection","ark:/21198/zz0002mhzz","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhzz-1-master.tif","311","","","text","","","","","","page 251","r","311","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhzz"
"Picart (Bernard) Collection","ark:/21198/zz0002mh73","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh73-1-master.tif","312","","","text","","","","","","page 252","v","312","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh73"
"Picart (Bernard) Collection","ark:/21198/zz0002mj41","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj41-1-master.tif","313","","","text","","","","","","page 253","r","313","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj41"
"Picart (Bernard) Collection","ark:/21198/zz0002mj9m","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj9m-1-master.tif","314","","","text","","","","","","page 254","v","314","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj9m"
"Picart (Bernard) Collection","ark:/21198/zz0002mh2h","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh2h-1-master.tif","315","","","text","","","","","","page 255","r","315","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh2h"
"Picart (Bernard) Collection","ark:/21198/zz0002mjg6","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjg6-1-master.tif","316","","","text","","","","","","page 256","v","316","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjg6"
"Picart (Bernard) Collection","ark:/21198/zz0002mjns","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjns-1-master.tif","317","","","text","","","","","","page 257","r","317","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjns"
"Picart (Bernard) Collection","ark:/21198/zz0002mjp9","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjp9-1-master.tif","318","","","text","","","","","","page 258","v","318","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjp9"
"Picart (Bernard) Collection","ark:/21198/zz0002mh10","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh10-1-master.tif","319","","","text","","","","","","page 259","r","319","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh10"
"Picart (Bernard) Collection","ark:/21198/zz0002mjkr","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjkr-1-master.tif","320","","","text","","","","","","page 260","v","320","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjkr"
"Picart (Bernard) Collection","ark:/21198/zz0002mh4j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh4j-1-master.tif","321","","","text","","","","","","page 261","r","321","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh4j"
"Picart (Bernard) Collection","ark:/21198/zz0002mjhq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjhq-1-master.tif","322","","","text","","","","","","page 262","v","322","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjhq"
"Picart (Bernard) Collection","ark:/21198/zz0002mjd5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjd5-1-master.tif","323","","","text","","","","","","page 263","r","323","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjd5"
"Picart (Bernard) Collection","ark:/21198/zz0002mh6k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh6k-1-master.tif","324","","","text","","","","","","page 264","v","324","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh6k"
"Picart (Bernard) Collection","ark:/21198/zz0002mjb4","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mjb4-1-master.tif","325","","","text","","","","","","page 265","r","325","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mjb4"
"Picart (Bernard) Collection","ark:/21198/zz0002mh94","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mh94-1-master.tif","326","","","text","","","","","","page 266","v","326","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mh94"
"Picart (Bernard) Collection","ark:/21198/zz0002mhc5","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhc5-1-master.tif","327","","","text","","","","","","page 267","r","327","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhc5"
"Picart (Bernard) Collection","ark:/21198/zz0002mhgq","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhgq-1-master.tif","328","","","text","","","","","","page 268","v","328","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhgq"
"Picart (Bernard) Collection","ark:/21198/zz0002mj7k","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj7k-1-master.tif","329","","","text","","","","","","page 269","r","329","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj7k"
"Picart (Bernard) Collection","ark:/21198/zz0002mj5j","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mj5j-1-master.tif","330","","","text","","","","","","page 270","v","330","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mj5j"
"Picart (Bernard) Collection","ark:/21198/zz0002mhqb","ark:/21198/zz0002hb0q","2","Completed","Page","picart/masters/21198-zz0002mhqb-1-master.tif","331","","","text","","","","","","page 271","r","331","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0002mhqb"
