"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz00096p71","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096p71-2-master.tif","1","","","text","","","","","","cover","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096p71"
"Picart (Bernard) Collection","ark:/21198/zz00096p8j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096p8j-1-master.tif","2","","","text","","","","","","inside front cover","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096p8j"
"Picart (Bernard) Collection","ark:/21198/zz00096p92","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096p92-2-master.tif","3","","","text","","","","","","blank page 01","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096p92"
"Picart (Bernard) Collection","ark:/21198/zz00096pbk","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pbk-1-master.tif","4","","","text","","","","","","blank page 02","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pbk"
"Picart (Bernard) Collection","ark:/21198/zz00096pc3","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pc3-1-master.tif","5","","","text","","","","","","blank page 03","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pc3"
"Picart (Bernard) Collection","ark:/21198/zz00096pdm","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pdm-1-master.tif","6","","","text","","","","","","blank page 04","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pdm"
"Picart (Bernard) Collection","ark:/21198/zz00096pf4","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pf4-1-master.tif","7","","","text","","","","","","half-title page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pf4"
"Picart (Bernard) Collection","ark:/21198/zz00096pgn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pgn-1-master.tif","8","","","text","","","","","","half-title page verso","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pgn"
"Picart (Bernard) Collection","ark:/21198/zz00096ph5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ph5-3-master.tif","9","","","text|~|still image","","","","","","title page","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ph5"
"Picart (Bernard) Collection","ark:/21198/zz00096pjp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pjp-1-master.tif","10","","","text","","","","","","title page verso","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pjp"
"Picart (Bernard) Collection","ark:/21198/zz00096pk6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pk6-3-master.tif","11","","","text","","","","","","table of contents i","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pk6"
"Picart (Bernard) Collection","ark:/21198/zz00096pmq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pmq-1-master.tif","12","","","text","","","","","","directions for placing the prints","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pmq"
"Picart (Bernard) Collection","ark:/21198/zz00096pn7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pn7-1-master.tif","13","","","text|~|still image","","","","","","page 001","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pn7"
"Picart (Bernard) Collection","ark:/21198/zz00096ppr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ppr-1-master.tif","14","","","text","","","","","","page 002","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ppr"
"Picart (Bernard) Collection","ark:/21198/zz00096pq8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pq8-1-master.tif","15","","","text","","","","","","page 003","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pq8"
"Picart (Bernard) Collection","ark:/21198/zz00096prs","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096prs-1-master.tif","16","","","text","","","","","","page 004","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096prs"
"Picart (Bernard) Collection","ark:/21198/zz00096ps9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ps9-1-master.tif","17","","","text","","","","","","page 005","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ps9"
"Picart (Bernard) Collection","ark:/21198/zz00096ptt","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ptt-1-master.tif","18","","","text","","","","","","page 006","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ptt"
"Picart (Bernard) Collection","ark:/21198/zz00096pvb","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pvb-1-master.tif","19","","","text","","","","","","page 007","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pvb"
"Picart (Bernard) Collection","ark:/21198/zz00096pwv","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pwv-1-master.tif","20","","","text","","","","","","page 008","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pwv"
"Picart (Bernard) Collection","ark:/21198/zz00096pxc","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pxc-1-master.tif","21","","","text","","","","","","page 009","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pxc"
"Picart (Bernard) Collection","ark:/21198/zz00096pzw","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096pzw-1-master.tif","22","","","text","","","","","","page 010","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096pzw"
"Picart (Bernard) Collection","ark:/21198/zz00096q0w","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q0w-2-master.tif","23","","","text","","","","","","page 011","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q0w"
"Picart (Bernard) Collection","ark:/21198/zz00096q1d","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q1d-1-master.tif","24","","","text","","","","","","page 012","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q1d"
"Picart (Bernard) Collection","ark:/21198/zz00096q2x","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q2x-2-master.tif","25","","","text","","","","","","page 013","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q2x"
"Picart (Bernard) Collection","ark:/21198/zz00096q3f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q3f-1-master.tif","26","","","text","","","","","","page 014","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q3f"
"Picart (Bernard) Collection","ark:/21198/zz00096q4z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q4z-1-master.tif","27","","","text","","","","","","page 015","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q4z"
"Picart (Bernard) Collection","ark:/21198/zz00096q5g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q5g-1-master.tif","28","","","text","","","","","","page 016","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q5g"
"Picart (Bernard) Collection","ark:/21198/zz00096q60","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q60-1-master.tif","29","","","text","","","","","","page 017","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q60"
"Picart (Bernard) Collection","ark:/21198/zz00096q7h","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q7h-1-master.tif","30","","","text","","","","","","page 018","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q7h"
"Picart (Bernard) Collection","ark:/21198/zz00096q81","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q81-1-master.tif","31","","","text","","","","","","page 019","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q81"
"Picart (Bernard) Collection","ark:/21198/zz00096q9j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096q9j-1-master.tif","32","","","text","","","","","","page 020","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096q9j"
"Picart (Bernard) Collection","ark:/21198/zz00096qb2","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qb2-1-master.tif","33","","","text","","","","","","page 021","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qb2"
"Picart (Bernard) Collection","ark:/21198/zz00096qck","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qck-1-master.tif","34","","","text","","","","","","page 022","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qck"
"Picart (Bernard) Collection","ark:/21198/zz00096qd3","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qd3-1-master.tif","35","","","text","","","","","","page 023","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qd3"
"Picart (Bernard) Collection","ark:/21198/zz00096qfm","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qfm-1-master.tif","36","","","text","","","","","","page 024","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qfm"
"Picart (Bernard) Collection","ark:/21198/zz00096qg4","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qg4-1-master.tif","37","","","text","","","","","","page 025","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qg4"
"Picart (Bernard) Collection","ark:/21198/zz00096qhn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qhn-1-master.tif","38","","","text","","","","","","page 026","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qhn"
"Picart (Bernard) Collection","ark:/21198/zz00096qj5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qj5-1-master.tif","39","","","text","","","","","","page 027","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qj5"
"Picart (Bernard) Collection","ark:/21198/zz00096qkp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096qkp-1-master.tif","40","","","text","","","","","","page 028","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096qkp"
"Picart (Bernard) Collection","ark:/21198/zz00096r3x","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r3x-1-master.tif","41","","","text","","","","","","page 029","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r3x"
"Picart (Bernard) Collection","ark:/21198/zz00096r4f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r4f-1-master.tif","42","","","text","","","","","","page 030","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r4f"
"Picart (Bernard) Collection","ark:/21198/zz00096r5z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r5z-1-master.tif","43","","","text","","","","","","page 031","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r5z"
"Picart (Bernard) Collection","ark:/21198/zz00096r6g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r6g-1-master.tif","44","","","text","","","","","","page 032","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r6g"
"Picart (Bernard) Collection","ark:/21198/zz00096r70","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r70-1-master.tif","45","","","text","","","","","","page 033","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r70"
"Picart (Bernard) Collection","ark:/21198/zz00096r8h","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r8h-1-master.tif","46","","","text","","","","","","page 034","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r8h"
"Picart (Bernard) Collection","ark:/21198/zz00096r91","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096r91-1-master.tif","47","","","text","","","","","","page 035","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096r91"
"Picart (Bernard) Collection","ark:/21198/zz00096rbj","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rbj-1-master.tif","48","","","text","","","","","","page 036","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rbj"
"Picart (Bernard) Collection","ark:/21198/zz00096rc2","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rc2-1-master.tif","49","","","text","","","","","","page 037","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rc2"
"Picart (Bernard) Collection","ark:/21198/zz00096rdk","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rdk-1-master.tif","50","","","text","","","","","","page 038","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rdk"
"Picart (Bernard) Collection","ark:/21198/zz00096rf3","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rf3-1-master.tif","51","","","text","","","","","","page 039","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rf3"
"Picart (Bernard) Collection","ark:/21198/zz00096rgm","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rgm-1-master.tif","52","","","text","","","","","","page 040","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rgm"
"Picart (Bernard) Collection","ark:/21198/zz00096rh4","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rh4-1-master.tif","53","","","text","","","","","","page 041","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rh4"
"Picart (Bernard) Collection","ark:/21198/zz00096rjn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rjn-1-master.tif","54","","","text","","","","","","page 042","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rjn"
"Picart (Bernard) Collection","ark:/21198/zz00096rk5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rk5-1-master.tif","55","","","text","","","","","","page 043","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rk5"
"Picart (Bernard) Collection","ark:/21198/zz00096rmp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rmp-1-master.tif","56","","","text","","","","","","page 044","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rmp"
"Picart (Bernard) Collection","ark:/21198/zz00096rn6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rn6-1-master.tif","57","","","text","","","","","","page 045","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rn6"
"Picart (Bernard) Collection","ark:/21198/zz00096rpq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rpq-1-master.tif","58","","","text","","","","","","page 046","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rpq"
"Picart (Bernard) Collection","ark:/21198/zz00096rq7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rq7-1-master.tif","59","","","text","","","","","","page 047","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rq7"
"Picart (Bernard) Collection","ark:/21198/zz00096rrr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096rrr-1-master.tif","60","","","text","","","","","","page 048","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096rrr"
"Picart (Bernard) Collection","ark:/21198/zz00096tmn","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tmn-1-master.tif","61","","","text","","","","","","page 049","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tmn"
"Picart (Bernard) Collection","ark:/21198/zz00096tn5","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tn5-1-master.tif","62","","","text","","","","","","page 050","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tn5"
"Picart (Bernard) Collection","ark:/21198/zz00096tpp","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tpp-1-master.tif","63","","","text","","","","","","page 051","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tpp"
"Picart (Bernard) Collection","ark:/21198/zz00096tq6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tq6-1-master.tif","64","","","text","","","","","","page 052","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tq6"
"Picart (Bernard) Collection","ark:/21198/zz00096trq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096trq-1-master.tif","65","","","text","","","","","","page 053","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096trq"
"Picart (Bernard) Collection","ark:/21198/zz00096ts7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ts7-1-master.tif","66","","","text","","","","","","page 054","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ts7"
"Picart (Bernard) Collection","ark:/21198/zz00096ttr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096ttr-1-master.tif","67","","","text","","","","","","page 055","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096ttr"
"Picart (Bernard) Collection","ark:/21198/zz00096tv8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tv8-1-master.tif","68","","","text","","","","","","page 056","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tv8"
"Picart (Bernard) Collection","ark:/21198/zz00096tws","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tws-1-master.tif","69","","","text","","","","","","page 057","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tws"
"Picart (Bernard) Collection","ark:/21198/zz00096tx9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tx9-1-master.tif","70","","","text","","","","","","page 058","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tx9"
"Picart (Bernard) Collection","ark:/21198/zz00096tzt","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096tzt-1-master.tif","71","","","text","","","","","","page 059","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096tzt"
"Picart (Bernard) Collection","ark:/21198/zz00096v0t","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v0t-1-master.tif","72","","","text","","","","","","page 060","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v0t"
"Picart (Bernard) Collection","ark:/21198/zz00096v1b","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v1b-1-master.tif","73","","","text","","","","","","page 061","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v1b"
"Picart (Bernard) Collection","ark:/21198/zz00096v2v","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v2v-1-master.tif","74","","","text","","","","","","page 062","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v2v"
"Picart (Bernard) Collection","ark:/21198/zz00096v3c","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v3c-1-master.tif","75","","","text","","","","","","page 063","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v3c"
"Picart (Bernard) Collection","ark:/21198/zz00096v4w","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v4w-1-master.tif","76","","","text","","","","","","page 064","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v4w"
"Picart (Bernard) Collection","ark:/21198/zz00096v5d","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v5d-1-master.tif","77","","","text","","","","","","page 065","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v5d"
"Picart (Bernard) Collection","ark:/21198/zz00096v6x","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v6x-1-master.tif","78","","","text","","","","","","page 066","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v6x"
"Picart (Bernard) Collection","ark:/21198/zz00096v7f","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v7f-1-master.tif","79","","","text","","","","","","page 067","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v7f"
"Picart (Bernard) Collection","ark:/21198/zz00096v8z","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v8z-1-master.tif","80","","","text","","","","","","page 068","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v8z"
"Picart (Bernard) Collection","ark:/21198/zz00096v9g","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096v9g-1-master.tif","81","","","text","","","","","","page 069","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096v9g"
"Picart (Bernard) Collection","ark:/21198/zz00096vb0","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096vb0-1-master.tif","82","","","text","","","","","","page 070","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096vb0"
"Picart (Bernard) Collection","ark:/21198/zz00096vch","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096vch-1-master.tif","83","","","text","","","","","","page 071","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096vch"
"Picart (Bernard) Collection","ark:/21198/zz00096vd1","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00096vd1-1-master.tif","84","","","text","","","","","","page 072","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00096vd1"
