"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz000976qz","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976qz-1-master.tif","294","","","still image","","","","","","The commemoration of the dead among the Armenians.","v","","The commemoration of the dead among the Armenians.","page 268c","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976qz"
"Picart (Bernard) Collection","ark:/21198/zz000976rg","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976rg-1-master.tif","295","","","still image","","","","","","The commemoration of the dead among the Armenians.","r","","Page is folded.  See page 268c for full image and caption.|~|The commemoration of the dead among the Armenians.","page 268d","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976rg"
"Picart (Bernard) Collection","ark:/21198/zz000976s0","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976s0-1-master.tif","296","","","text","","","","","","page 268e","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976s0"
"Picart (Bernard) Collection","ark:/21198/zz000976th","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976th-1-master.tif","297","","","text","","","","","","page 269","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976th"
"Picart (Bernard) Collection","ark:/21198/zz000976v1","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976v1-1-master.tif","298","","","text","","","","","","page 270","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976v1"
"Picart (Bernard) Collection","ark:/21198/zz000976wj","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976wj-1-master.tif","299","","","text","","","","","","page 271","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976wj"
"Picart (Bernard) Collection","ark:/21198/zz000976x2","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000976x2-1-master.tif","300","","","text","","","","","","page 272","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000976x2"
"Picart (Bernard) Collection","ark:/21198/zz000977nd","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977nd-1-master.tif","301","","","text","","","","","","page 273","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977nd"
"Picart (Bernard) Collection","ark:/21198/zz000977px","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977px-1-master.tif","302","","","text","","","","","","page 274","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977px"
"Picart (Bernard) Collection","ark:/21198/zz000977qf","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977qf-1-master.tif","303","","","text","","","","","","page 275","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977qf"
"Picart (Bernard) Collection","ark:/21198/zz000977rz","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977rz-1-master.tif","304","","","text","","","","","","page 276","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977rz"
"Picart (Bernard) Collection","ark:/21198/zz000977sg","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977sg-1-master.tif","305","","","text","","","","","","page 277","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977sg"
"Picart (Bernard) Collection","ark:/21198/zz000977t0","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977t0-1-master.tif","306","","","text","","","","","","page 278","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977t0"
"Picart (Bernard) Collection","ark:/21198/zz000977vh","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977vh-1-master.tif","307","","","text","","","","","","page 279","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977vh"
"Picart (Bernard) Collection","ark:/21198/zz000977w1","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977w1-1-master.tif","308","","","text","","","","","","page 280","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977w1"
"Picart (Bernard) Collection","ark:/21198/zz000977xj","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977xj-1-master.tif","309","","","text","","","","","","page 281","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977xj"
"Picart (Bernard) Collection","ark:/21198/zz000977z2","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000977z2-1-master.tif","310","","","text","","","","","","page 282","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000977z2"
"Picart (Bernard) Collection","ark:/21198/zz00097802","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097802-1-master.tif","311","","","text","","","","","","page 283","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097802"
"Picart (Bernard) Collection","ark:/21198/zz0009781k","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009781k-1-master.tif","312","","","text","","","","","","page 284","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009781k"
"Picart (Bernard) Collection","ark:/21198/zz00097823","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097823-1-master.tif","313","","","text","","","","","","page 285","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097823"
"Picart (Bernard) Collection","ark:/21198/zz0009783m","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009783m-1-master.tif","314","","","text","","","","","","page 286","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009783m"
"Picart (Bernard) Collection","ark:/21198/zz00097844","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097844-1-master.tif","315","","","text","","","","","","page 287","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097844"
"Picart (Bernard) Collection","ark:/21198/zz0009785n","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009785n-1-master.tif","316","","","text","","","","","","page 288","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009785n"
"Picart (Bernard) Collection","ark:/21198/zz00097865","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097865-1-master.tif","317","","","text","","","","","","page 289","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097865"
"Picart (Bernard) Collection","ark:/21198/zz0009787p","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009787p-1-master.tif","318","","","text","","","","","","page 290","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009787p"
"Picart (Bernard) Collection","ark:/21198/zz00097886","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097886-1-master.tif","319","","","text","","","","","","page 291","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097886"
"Picart (Bernard) Collection","ark:/21198/zz0009789q","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009789q-1-master.tif","320","","","text","","","","","","page 292","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009789q"
"Picart (Bernard) Collection","ark:/21198/zz000978b7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978b7-1-master.tif","321","","","text","","","","","","page 293","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978b7"
"Picart (Bernard) Collection","ark:/21198/zz000978cr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978cr-1-master.tif","322","","","text","","","","","","page 295 [p. 294]","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978cr"
"Picart (Bernard) Collection","ark:/21198/zz000978d8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978d8-1-master.tif","323","","","text","","","","","","page 296 [p. 295]","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978d8"
"Picart (Bernard) Collection","ark:/21198/zz000978fs","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978fs-1-master.tif","324","","","text","","","","","","page 296","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978fs"
"Picart (Bernard) Collection","ark:/21198/zz000978g9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978g9-1-master.tif","325","","","text","","","","","","page 297","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978g9"
"Picart (Bernard) Collection","ark:/21198/zz000978ht","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978ht-1-master.tif","326","","","text","","","","","","page 298","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978ht"
"Picart (Bernard) Collection","ark:/21198/zz000978jb","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978jb-1-master.tif","327","","","text","","","","","","page 299","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978jb"
"Picart (Bernard) Collection","ark:/21198/zz000978kv","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978kv-1-master.tif","328","","","text","","","","","","page 300","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978kv"
"Picart (Bernard) Collection","ark:/21198/zz000978mc","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978mc-1-master.tif","329","","","still image","","","","","","A Muscovite Bishop in his pontifical habit.","r","","A Muscovite Bishop in his pontifical habit.  A Muscovite Bishop in his habit of ceremony.  A Muscovite Bishop in his ordinary habit.","page 300a","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978mc"
"Picart (Bernard) Collection","ark:/21198/zz000978nw","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978nw-1-master.tif","330","","","text","","","","","","page 300b","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978nw"
"Picart (Bernard) Collection","ark:/21198/zz000978x1","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978x1-1-master.tif","331","","","text","","","","","","page 301","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978x1"
"Picart (Bernard) Collection","ark:/21198/zz000978zj","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000978zj-1-master.tif","332","","","text","","","","","","page 302","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000978zj"
"Picart (Bernard) Collection","ark:/21198/zz0009790j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009790j-1-master.tif","333","","","text","","","","","","page 303","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009790j"
"Picart (Bernard) Collection","ark:/21198/zz00097912","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097912-1-master.tif","334","","","text","","","","","","page 304","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097912"
"Picart (Bernard) Collection","ark:/21198/zz0009792k","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009792k-1-master.tif","335","","","text","","","","","","page 305","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009792k"
"Picart (Bernard) Collection","ark:/21198/zz00097933","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097933-1-master.tif","336","","","text","","","","","","page 306","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097933"
"Picart (Bernard) Collection","ark:/21198/zz0009794m","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009794m-1-master.tif","337","","","text","","","","","","page 306a","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009794m"
"Picart (Bernard) Collection","ark:/21198/zz00097954","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097954-1-master.tif","338","","","still image","","","","","","The baptism of the Russians.","v","","A Muscovite christening.  The funerars [funerals] of the Russians.","page 306b","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097954"
"Picart (Bernard) Collection","ark:/21198/zz0009796n","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009796n-1-master.tif","339","","","text","","","","","","page 307","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009796n"
"Picart (Bernard) Collection","ark:/21198/zz00097975","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097975-1-master.tif","340","","","text","","","","","","page 308","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097975"
"Picart (Bernard) Collection","ark:/21198/zz0009798p","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz0009798p-1-master.tif","341","","","text","","","","","","page 309","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0009798p"
"Picart (Bernard) Collection","ark:/21198/zz00097996","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097996-1-master.tif","342","","","text","","","","","","page 310","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097996"
"Picart (Bernard) Collection","ark:/21198/zz000979bq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979bq-1-master.tif","343","","","text","","","","","","page 311","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979bq"
"Picart (Bernard) Collection","ark:/21198/zz000979c7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979c7-1-master.tif","344","","","text","","","","","","page 312","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979c7"
"Picart (Bernard) Collection","ark:/21198/zz000979dr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979dr-1-master.tif","345","","","text","","","","","","page 313","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979dr"
"Picart (Bernard) Collection","ark:/21198/zz000979f8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979f8-1-master.tif","346","","","text","","","","","","page 314","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979f8"
"Picart (Bernard) Collection","ark:/21198/zz000979gs","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979gs-1-master.tif","347","","","text|~|still image","","","","","","page 315","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979gs"
"Picart (Bernard) Collection","ark:/21198/zz000979h9","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979h9-1-master.tif","348","","","text","","","","","","page 316","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979h9"
"Picart (Bernard) Collection","ark:/21198/zz000979jt","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979jt-1-master.tif","349","","","text","","","","","","page 317","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979jt"
"Picart (Bernard) Collection","ark:/21198/zz000979kb","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979kb-1-master.tif","350","","","text","","","","","","page 318","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979kb"
"Picart (Bernard) Collection","ark:/21198/zz000979mv","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979mv-1-master.tif","351","","","text","","","","","","page 319","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979mv"
"Picart (Bernard) Collection","ark:/21198/zz000979nc","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979nc-1-master.tif","352","","","text","","","","","","page 320","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979nc"
"Picart (Bernard) Collection","ark:/21198/zz000979pw","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979pw-1-master.tif","353","","","text","","","","","","page 321","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979pw"
"Picart (Bernard) Collection","ark:/21198/zz000979qd","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979qd-1-master.tif","354","","","text","","","","","","page 322","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979qd"
"Picart (Bernard) Collection","ark:/21198/zz000979rx","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979rx-1-master.tif","355","","","text","","","","","","page 323","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979rx"
"Picart (Bernard) Collection","ark:/21198/zz000979sf","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979sf-1-master.tif","356","","","text","","","","","","page 324","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979sf"
"Picart (Bernard) Collection","ark:/21198/zz000979tz","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979tz-1-master.tif","357","","","text","","","","","","page 325","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979tz"
"Picart (Bernard) Collection","ark:/21198/zz000979vg","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979vg-1-master.tif","358","","","text","","","","","","page 326","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979vg"
"Picart (Bernard) Collection","ark:/21198/zz000979w0","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979w0-1-master.tif","359","","","text","","","","","","page 327","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979w0"
"Picart (Bernard) Collection","ark:/21198/zz000979xh","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979xh-1-master.tif","360","","","text","","","","","","page 328","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979xh"
"Picart (Bernard) Collection","ark:/21198/zz000979z1","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz000979z1-1-master.tif","361","","","text","","","","","","page 329","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz000979z1"
"Picart (Bernard) Collection","ark:/21198/zz00097b01","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b01-1-master.tif","362","","","text","","","","","","page 330","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b01"
"Picart (Bernard) Collection","ark:/21198/zz00097b1j","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b1j-1-master.tif","363","","","text","","","","","","page 331","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b1j"
"Picart (Bernard) Collection","ark:/21198/zz00097b22","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b22-1-master.tif","364","","","text","","","","","","page 332","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b22"
"Picart (Bernard) Collection","ark:/21198/zz00097b3k","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b3k-1-master.tif","365","","","text","","","","","","page 333","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b3k"
"Picart (Bernard) Collection","ark:/21198/zz00097b43","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b43-1-master.tif","366","","","text","","","","","","page 334","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b43"
"Picart (Bernard) Collection","ark:/21198/zz00097b5m","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b5m-1-master.tif","367","","","text","","","","","","page 335","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b5m"
"Picart (Bernard) Collection","ark:/21198/zz00097b64","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b64-1-master.tif","368","","","text","","","","","","page 336","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b64"
"Picart (Bernard) Collection","ark:/21198/zz00097b7n","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b7n-1-master.tif","369","","","text","","","","","","page 337","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b7n"
"Picart (Bernard) Collection","ark:/21198/zz00097b85","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b85-1-master.tif","370","","","text","","","","","","page 338","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b85"
"Picart (Bernard) Collection","ark:/21198/zz00097b9p","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097b9p-1-master.tif","371","","","text","","","","","","page 339","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097b9p"
"Picart (Bernard) Collection","ark:/21198/zz00097bb6","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bb6-1-master.tif","372","","","text","","","","","","page 340","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bb6"
"Picart (Bernard) Collection","ark:/21198/zz00097bcq","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bcq-1-master.tif","373","","","text","","","","","","page 341","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bcq"
"Picart (Bernard) Collection","ark:/21198/zz00097bd7","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bd7-1-master.tif","374","","","text","","","","","","page 342","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bd7"
"Picart (Bernard) Collection","ark:/21198/zz00097bfr","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bfr-1-master.tif","375","","","text","","","","","","page 343","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bfr"
"Picart (Bernard) Collection","ark:/21198/zz00097bg8","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bg8-1-master.tif","376","","","text","","","","","","page 344","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bg8"
"Picart (Bernard) Collection","ark:/21198/zz00097bhs","ark:/21198/zz0002hb2r","2","Completed","Page","picart/masters/21198-zz00097bhs-1-master.tif","377","","","text","","","","","","page 345","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00097bhs"
