"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Subject","Type.genre","Language","Editor","Name.engraver","Title","Relation.rectoVerso","Relation.pageNumber","Description.note","Source","Relation.isPartOf","Alt ID.local","Date.normalized","Publisher.publisherName","Format.extent","Publisher.placeOfOrigin","Date.creation","Format.dimensions","Description.tableOfContents","Alt ID.oclc","AltTitle.uniform","AltTitle.inscribed","Relation.hasPart","Name.printer","Name.illustrator","Rights.copyrightStatus","Bucketeer State","IIIF Access URL"
"Picart (Bernard) Collection","ark:/21198/zz00098qm3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qm3-1-master.tif","285","","","text","","","","","","page 265","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qm3"
"Picart (Bernard) Collection","ark:/21198/zz00098qnm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qnm-1-master.tif","286","","","text","","","","","","page 266","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qnm"
"Picart (Bernard) Collection","ark:/21198/zz00098qp4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qp4-1-master.tif","287","","","text","","","","","","page 267","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qp4"
"Picart (Bernard) Collection","ark:/21198/zz00098qqn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qqn-1-master.tif","288","","","text","","","","","","page 268","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qqn"
"Picart (Bernard) Collection","ark:/21198/zz00098qr5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qr5-1-master.tif","289","","","text","","","","","","page 269","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qr5"
"Picart (Bernard) Collection","ark:/21198/zz00098qsp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qsp-1-master.tif","290","","","text","","","","","","page 270","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qsp"
"Picart (Bernard) Collection","ark:/21198/zz00098qt6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qt6-1-master.tif","291","","","text","","","","","","page 271","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qt6"
"Picart (Bernard) Collection","ark:/21198/zz00098qvq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qvq-1-master.tif","292","","","text","","","","","","page 272","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qvq"
"Picart (Bernard) Collection","ark:/21198/zz00098qw7","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qw7-1-master.tif","293","","","text","","","","","","page 273","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qw7"
"Picart (Bernard) Collection","ark:/21198/zz00098qxr","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qxr-1-master.tif","294","","","text","","","","","","page 274","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qxr"
"Picart (Bernard) Collection","ark:/21198/zz00098qz8","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098qz8-1-master.tif","295","","","text","","","","","","page 275","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098qz8"
"Picart (Bernard) Collection","ark:/21198/zz00098r08","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r08-1-master.tif","296","","","text","","","","","","page 276","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r08"
"Picart (Bernard) Collection","ark:/21198/zz00098r1s","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r1s-1-master.tif","297","","","text","","","","","","page 277","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r1s"
"Picart (Bernard) Collection","ark:/21198/zz00098r29","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r29-1-master.tif","298","","","text","","","","","","page 278","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r29"
"Picart (Bernard) Collection","ark:/21198/zz00098r3t","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r3t-1-master.tif","299","","","text","","","","","","page 279","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r3t"
"Picart (Bernard) Collection","ark:/21198/zz00098r4b","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r4b-1-master.tif","300","","","text","","","","","","page 280","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r4b"
"Picart (Bernard) Collection","ark:/21198/zz00098r5v","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r5v-1-master.tif","301","","","text","","","","","","page 281","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r5v"
"Picart (Bernard) Collection","ark:/21198/zz00098r6c","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r6c-1-master.tif","302","","","text","","","","","","page 282","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r6c"
"Picart (Bernard) Collection","ark:/21198/zz00098r7w","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r7w-1-master.tif","303","","","text","","","","","","page 283","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r7w"
"Picart (Bernard) Collection","ark:/21198/zz00098r8d","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r8d-1-master.tif","304","","","text","","","","","","page 284","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r8d"
"Picart (Bernard) Collection","ark:/21198/zz00098r9x","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098r9x-1-master.tif","305","","","text","","","","","","page 285","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098r9x"
"Picart (Bernard) Collection","ark:/21198/zz00098rbf","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rbf-1-master.tif","306","","","text","","","","","","page 286","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rbf"
"Picart (Bernard) Collection","ark:/21198/zz00098rcz","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rcz-1-master.tif","307","","","text","","","","","","page 287","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rcz"
"Picart (Bernard) Collection","ark:/21198/zz00098rdg","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rdg-1-master.tif","308","","","text","","","","","","page 288","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rdg"
"Picart (Bernard) Collection","ark:/21198/zz00098rf0","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rf0-1-master.tif","309","","","text","","","","","","page 289","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rf0"
"Picart (Bernard) Collection","ark:/21198/zz00098rgh","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rgh-1-master.tif","310","","","text","","","","","","page 290","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rgh"
"Picart (Bernard) Collection","ark:/21198/zz00098rh1","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rh1-1-master.tif","311","","","text","","","","","","page 291","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rh1"
"Picart (Bernard) Collection","ark:/21198/zz00098rjj","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rjj-1-master.tif","312","","","text","","","","","","page 292","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rjj"
"Picart (Bernard) Collection","ark:/21198/zz00098rk2","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rk2-1-master.tif","313","","","text","","","","","","page 293","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rk2"
"Picart (Bernard) Collection","ark:/21198/zz00098rmk","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rmk-1-master.tif","314","","","text","","","","","","page 294","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rmk"
"Picart (Bernard) Collection","ark:/21198/zz00098rn3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rn3-1-master.tif","315","","","text","","","","","","page 295","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rn3"
"Picart (Bernard) Collection","ark:/21198/zz00098rpm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rpm-1-master.tif","316","","","text","","","","","","page 296","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rpm"
"Picart (Bernard) Collection","ark:/21198/zz00098rq4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rq4-1-master.tif","317","","","text","","","","","","page 297","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rq4"
"Picart (Bernard) Collection","ark:/21198/zz00098rrn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rrn-1-master.tif","318","","","text","","","","","","page 298","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rrn"
"Picart (Bernard) Collection","ark:/21198/zz00098rs5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rs5-1-master.tif","319","","","text|~|still image","","","","","","page 299","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rs5"
"Picart (Bernard) Collection","ark:/21198/zz00098rtp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rtp-1-master.tif","320","","","text","","","","","","page 300","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rtp"
"Picart (Bernard) Collection","ark:/21198/zz00098rv6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rv6-1-master.tif","321","","","text","","","","","","page 301","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rv6"
"Picart (Bernard) Collection","ark:/21198/zz00098rwq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098rwq-1-master.tif","322","","","text","","","","","","page 302","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098rwq"
"Picart (Bernard) Collection","ark:/21198/zz00098s39","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s39-1-master.tif","323","","","text|~|still image","","","","","","page 303","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s39"
"Picart (Bernard) Collection","ark:/21198/zz00098s4t","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s4t-1-master.tif","324","","","text|~|still image","","","","","","page 304","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s4t"
"Picart (Bernard) Collection","ark:/21198/zz00098s5b","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s5b-1-master.tif","325","","","text|~|still image","","","","","","page 305","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s5b"
"Picart (Bernard) Collection","ark:/21198/zz00098s6v","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s6v-1-master.tif","326","","","text","","","","","","page 306","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s6v"
"Picart (Bernard) Collection","ark:/21198/zz00098s7c","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s7c-1-master.tif","327","","","text","","","","","","page 307","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s7c"
"Picart (Bernard) Collection","ark:/21198/zz00098s8w","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s8w-1-master.tif","328","","","text","","","","","","page 308","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s8w"
"Picart (Bernard) Collection","ark:/21198/zz00098s9d","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098s9d-1-master.tif","329","","","text","","","","","","page 309","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098s9d"
"Picart (Bernard) Collection","ark:/21198/zz00098sbx","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sbx-1-master.tif","330","","","text","","","","","","page 310","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sbx"
"Picart (Bernard) Collection","ark:/21198/zz00098scf","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098scf-1-master.tif","331","","","text","","","","","","page 311","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098scf"
"Picart (Bernard) Collection","ark:/21198/zz00098sdz","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sdz-1-master.tif","332","","","text","","","","","","page 312","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sdz"
"Picart (Bernard) Collection","ark:/21198/zz00098sfg","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sfg-1-master.tif","333","","","text","","","","","","page 313","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sfg"
"Picart (Bernard) Collection","ark:/21198/zz00098sg0","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sg0-1-master.tif","334","","","text","","","","","","page 314","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sg0"
"Picart (Bernard) Collection","ark:/21198/zz00098shh","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098shh-1-master.tif","335","","","text","","","","","","page 315","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098shh"
"Picart (Bernard) Collection","ark:/21198/zz00098sj1","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sj1-1-master.tif","336","","","text","","","","","","page 316","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sj1"
"Picart (Bernard) Collection","ark:/21198/zz00098skj","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098skj-1-master.tif","337","","","text","","","","","","page 317","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098skj"
"Picart (Bernard) Collection","ark:/21198/zz00098sm2","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sm2-1-master.tif","338","","","text","","","","","","page 318","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sm2"
"Picart (Bernard) Collection","ark:/21198/zz00098snk","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098snk-1-master.tif","339","","","text","","","","","","page 319","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098snk"
"Picart (Bernard) Collection","ark:/21198/zz00098sp3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sp3-1-master.tif","340","","","text","","","","","","page 320","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sp3"
"Picart (Bernard) Collection","ark:/21198/zz00098sqm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sqm-1-master.tif","341","","","text","","","","","","page 321","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sqm"
"Picart (Bernard) Collection","ark:/21198/zz00098sr4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sr4-1-master.tif","342","","","text","","","","","","page 322","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sr4"
"Picart (Bernard) Collection","ark:/21198/zz00098ssn","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ssn-1-master.tif","343","","","text","","","","","","page 323","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ssn"
"Picart (Bernard) Collection","ark:/21198/zz00098st5","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098st5-1-master.tif","344","","","text","","","","","","page 324","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098st5"
"Picart (Bernard) Collection","ark:/21198/zz00098svp","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098svp-1-master.tif","345","","","text","","","","","","page 325","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098svp"
"Picart (Bernard) Collection","ark:/21198/zz00098sw6","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sw6-1-master.tif","346","","","text","","","","","","page 326","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sw6"
"Picart (Bernard) Collection","ark:/21198/zz00098sxq","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sxq-1-master.tif","347","","","text","","","","","","page 327","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sxq"
"Picart (Bernard) Collection","ark:/21198/zz00098sz7","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098sz7-1-master.tif","348","","","text","","","","","","page 328","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098sz7"
"Picart (Bernard) Collection","ark:/21198/zz00098t07","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t07-1-master.tif","349","","","text","","","","","","page 329","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t07"
"Picart (Bernard) Collection","ark:/21198/zz00098t1r","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t1r-1-master.tif","350","","","text","","","","","","page 330","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t1r"
"Picart (Bernard) Collection","ark:/21198/zz00098t28","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t28-1-master.tif","351","","","text","","","","","","page 331","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t28"
"Picart (Bernard) Collection","ark:/21198/zz00098t3s","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t3s-1-master.tif","352","","","text","","","","","","page 332","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t3s"
"Picart (Bernard) Collection","ark:/21198/zz00098t8c","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t8c-1-master.tif","353","","","text","","","","","","page 333","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t8c"
"Picart (Bernard) Collection","ark:/21198/zz00098t9w","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098t9w-1-master.tif","354","","","text","","","","","","page 334","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098t9w"
"Picart (Bernard) Collection","ark:/21198/zz00098tbd","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tbd-1-master.tif","355","","","text","","","","","","pahe 335","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tbd"
"Picart (Bernard) Collection","ark:/21198/zz00098tcx","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tcx-1-master.tif","356","","","text","","","","","","page 336","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tcx"
"Picart (Bernard) Collection","ark:/21198/zz00098tdf","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tdf-1-master.tif","357","","","text","","","","","","page 337","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tdf"
"Picart (Bernard) Collection","ark:/21198/zz00098tfz","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tfz-1-master.tif","358","","","text","","","","","","page 338","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tfz"
"Picart (Bernard) Collection","ark:/21198/zz00098tgg","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tgg-1-master.tif","359","","","text","","","","","","page 339","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tgg"
"Picart (Bernard) Collection","ark:/21198/zz00098th0","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098th0-1-master.tif","360","","","text","","","","","","page 340","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098th0"
"Picart (Bernard) Collection","ark:/21198/zz00098tjh","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tjh-1-master.tif","361","","","text|~|still image","","","","","","page 341","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tjh"
"Picart (Bernard) Collection","ark:/21198/zz00098tk1","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tk1-1-master.tif","362","","","text","","","","","","page 342","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tk1"
"Picart (Bernard) Collection","ark:/21198/zz00098tmj","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tmj-1-master.tif","363","","","text","","","","","","page 343","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tmj"
"Picart (Bernard) Collection","ark:/21198/zz00098tn2","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tn2-1-master.tif","364","","","text","","","","","","page 344","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tn2"
"Picart (Bernard) Collection","ark:/21198/zz00098tpk","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tpk-1-master.tif","365","","","text","","","","","","page 345","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tpk"
"Picart (Bernard) Collection","ark:/21198/zz00098tq3","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098tq3-1-master.tif","366","","","text|~|still image","","","","","","page 346","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098tq3"
"Picart (Bernard) Collection","ark:/21198/zz00098trm","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098trm-1-master.tif","367","","","text|~|still image","","","","","","page 347","r","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098trm"
"Picart (Bernard) Collection","ark:/21198/zz00098ts4","ark:/21198/zz0002hb59","2","Completed","Page","picart/masters/21198-zz00098ts4-1-master.tif","368","","","text","","","","","","page 348","v","","","","","","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00098ts4"
