"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Rights.copyrightStatus","Rights.publicationStatus","Type.genre","Name.subject","Language","Name.repository","Subject","Name.photographer","Title","Alt ID.local","Format.extent","Format.dimensions","Relation.isPartOf","Description.note","Date.creation","Date.normalized","Description.abstract","AltTitle.other","Bucketeer State","IIIF Access URL"
"Thomas (Grace M.) Collection about Ralph Bunche","ark:/21198/zz001b3c2j","","2","Completed","Collection","","","","","still image","unknown","unknown","Black-and-white photographs","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971|~|Thomas, Grace M.--Archives","zxx","University of California, Los Angeles. $b Library Special Collections","Statesmen--United States--Archival resources","","Thomas (Grace M.) Collection about Ralph Bunche","","","","","","1920-1971","1920/1971","Collection consists of newspaper clippings relating to the career and death of Dr. Ralph J. Bunche and a black and white photographic print of the members of his junior high school class, including Bunche.","Grace M. Thomas collection about Ralph Bunche","",
"Thomas (Grace M.) Collection about Ralph Bunche","ark:/21198/zz001bkzzg","ark:/21198/zz001b3c2j","2","Completed","Work","gthomas/masters/21198-zz001bkzzg_746302_master.tif","1","","","still image","unknown","","Black-and-white photographs","Bunche, Ralph J. (Ralph Johnson), $d 1904-1971","zxx","University of California, Los Angeles. $b Library Special Collections","","Anonymous","Ralph J. Bunche's junior high class","clusc_1_1_00018157a|~|uclamss_2079_b1_f1_1","1 photograph: b&w","17.5 x 43 cm.","http://calcultures.cdlib.org","Digitization took place as part of the California Cultures Project.","circa 1915","1910/1920","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzzg"
