"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Type.typeOfResource","Type.genre","Rights.permission","Name.subject","Name.photographer","Rights.copyrightStatus","Alt ID.local","Relation.isPartOf","Title","Date.creation","Format.dimensions","Format.extent","Bucketeer State","IIIF Access URL"
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jxq","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jxq_2376713_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp170","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2jz7","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2jz7_2376515_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp135","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Bulgarian Musicians","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k07","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k07_2376680_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp161","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k1r","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k1r_2376524_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp137","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Bulgarian Musicians","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k28","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k28_2376686_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp162","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k3s","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k3s_2376509_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp134","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Bulgarian Musicians","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k49","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k49_2376692_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp163","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k5t","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k5t_2376533_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp138","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Peter Sellars","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k6b","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k6b_2376650_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp156","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k7v","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k7v_2376542_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp140","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Peter Sellars","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k8c","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k8c_2376695_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp164","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2k9w","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2k9w_2376558_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp142","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Margalit Oved","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kbd","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kbd_2376698_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp165","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kcx","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kcx_2376573_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp143","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kdf","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kdf_2376701_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp166","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kfz","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kfz_2376587_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp145","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Margalit Oved","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kgg","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kgg_2376704_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp167","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kh0","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kh0_2376599_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp147","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kjh","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kjh_2376716_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp171","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Whirling Dervishes and Ensemble","","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kk1","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kk1_2376609_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp149","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kmj","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kmj_2376632_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp153","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kn2","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kn2_2376620_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp151","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kpk","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kpk_2376616_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp150","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kq3","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kq3_2376626_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp152","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2krm","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2krm_2376605_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp148","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2ks4","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2ks4_2376674_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp160","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2ktn","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2ktn_2376593_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp146","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Margalit Oved","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kv5","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kv5_2376666_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp159","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kwp","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kwp_2376581_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp144","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Margalit Oved","Augist 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kx6","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kx6_2376640_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp154","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2kzq","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2kzq_2376549_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp141","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Peter Sellars","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m0q","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m0q_2376661_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp158","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m17","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m17_2376539_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp139","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Peter Sellars","August 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m2r","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m2r_2376707_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp168","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m38","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m38_2376518_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp136","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Bulgarian Musicians","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m4s","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m4s_2376710_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp169","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m59","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m59_2376500_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp133","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Indian Dancers and Musicians","","4 x 6 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m6t","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m6t_2376654_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp157","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Thai Festival - LACO 30th","October 1998","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m7b","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m7b_2376758_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp184","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m8v","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m8v_2376752_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp182","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2m9c","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2m9c_2376761_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp185","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2mff","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2mff_2376746_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp180","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2mgz","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2mgz_2376749_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp181","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2mj0","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2mj0_2376743_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp179","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Shashmaqam","June 1993","3 1/2 x 5 in.","1 photograph : color","failed",
"Ethnomusicology Archive: James Arkatov World Music Photographs","ark:/21198/zz002k2mkh","ark:/21198/zz002jnqk5","1","Completed","Work","JamesArkatov/image/21198-zz002k2mkh_2376719_master.tif","","","","still image","color photographs","","","Arkatov, James, 1920-","Copyrighted. Rights are owned by the Regents of the University of California. Transmission or reproduction of materials protected by copyright beyond that allowed by fair use requires the written permission of the copyright owner.  Responsibility for any use rests exclusively with the user.","cleth_201501_amp172","James Arkatov World Music Photographs. Ethnomusicology Archive, University of California, Los Angeles","Whirling Dervishes and Ensemble","","3 1/2 x 5 in.","1 photograph : color","failed",
