"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","iiif_access_url","Rights.copyrightStatus","Subject","Name.subject","Rights.countryCreation","Language","Name.repository","Type.typeOfResource","Rights.permission","Name.interviewer","Type.genre","Subject.uniformTitle","Name.sponsor","Name.contributor","Date.creation","Relation.isPartOf","Title","Alt ID.local","Description.fundingNote","Relation.describedIn","Date.normalized","Format.extent","Description.note","Coverage.geographic","Coverage.spatialLatitude","Coverage.spatialLongitude","Relation.relatedTo","Description.abstract","viewingHint","Text direction","Visibility","IIIF Range"
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dw17t","ark:/21198/zz0015w1xw","2","Completed","Work","","174","","","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002dw17t%2Fjj32gr4f","copyrighted","","Cole, Natalie, $d 1950-","","eng","University of California, Los Angeles. Library. Performing Arts Special Collections","sound recording","Y","","compact cassette","","","","1975","SOUL Publications, Inc. records, 1955-2002 (Collection 342). Performing Arts Special Collections, University of California, Los Angeles.","Natalie Cole, 1975","uclapasc_342_062_017_b|~|uclapasc_342_062_017_a","Access to this collection is generously supported by Arcadia funds.","http://www.oac.cdlib.org/findaid/ark:/13030/kt167nd8xg","1975","1 audiocassette (00:55:26)","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjg9q","ark:/21198/zz0015w1xw","1","In progress","Work","","7","","","","","","","","","","","","","","","","","","","Sample magazine record - March 1975","","","","","","","","","","","","paged","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjgb7","ark:/21198/zz002kjg9q","1","In progress","ChildWork","","1","","","","","","","","","","","","","","","","","","","Sample page image record - Upload the first page image here","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq51","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq51_2412499_master.tif","1","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 11 no. 13]","Collection PASC 342","","","December 20, 1976","","The Jacksons","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq6j","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq6j_2412502_master.tif","2","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 12 no. 5]","Collection PASC 342","","","June  20, 1977","","11th Anniversary Special: Gladys Knight & The Pips, Billy Dee Williams, Diana Ross and many more.","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq72","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq72_2412505_master.tif","3","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 12 no. 6]","Collection PASC 342","","","July 4, 1977","","Earth, Wind, & FireSaundra Sharp Adam Wade","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq8k","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq8k_2412508_master.tif","4","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 6]","Collection PASC 342","","","July 3, 1978","","T.G.I.F. the Disco Monster Stalks AmericaHarold Melvin ArrestedBarney Miller's Ron Glass - Token or Talent?Brook Benton Makin' Love Is GoodNancy Wilson - From Fancy Life to Preacher's Wife. Michael St. John Now With SoulStill Alive and Outrageous","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjq93","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjq93_2412511_master.tif","5","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 11]","Collection PASC 342","","","September 4, 1978","","Marvin Gaye ""I'm Very Egotistical""Tina Turner -On Ike, Dope, and BisexualityIt's Chic to ""Dance, Dance, Dance""Stanley Clarke ""I play Rock as well as white boys.""","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002kjqbm","ark:/21198/zz0015w1xw","10","Completed with minimal metadata","Work","soul/image/21198-zz002kjqbm_2412514_master.tif","6","","","","","","","","","","","","","","","","","","SOUL Publications, Inc. records, 1955-2002 (Collection PASC 342). Library Special Collections, University of California, Los Angeles.","SOUL Magazine cover [Volume 13 no. 17]","Collection PASC 342","","","November 27, 1978","","Donna Reveals: The Pain She Tries to HideThe Debt Ray Parker & Michael Henderson Owe-BohannonMelba Moore Success Came EasySOUL Introduces: Atlantic Starr","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwsq/gq32nz6b","ark:/21198/zz002dvwsq","","","Page","soul/audio/uclapasc_342_057_002_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwsq/rb71693p","ark:/21198/zz002dvwsq","","","Page","soul/audio/uclapasc_342_057_002_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwt7/2264rs4b","ark:/21198/zz002dvwt7","","","Page","soul/audio/uclapasc_342_057_003_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwt7/h456n28d","ark:/21198/zz002dvwt7","","","Page","soul/audio/uclapasc_342_057_003_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwvr/4v97dr7s","ark:/21198/zz002dvwvr","","","Page","soul/audio/uclapasc_342_057_004_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwvr/np34tc5s","ark:/21198/zz002dvwvr","","","Page","soul/audio/uclapasc_342_057_004_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvww8/dm863z7t","ark:/21198/zz002dvww8","","","Page","soul/audio/uclapasc_342_057_005_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvww8/td265x18","ark:/21198/zz002dvww8","","","Page","soul/audio/uclapasc_342_057_005_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwxs/hh451896","ark:/21198/zz002dvwxs","","","Page","soul/audio/uclapasc_342_057_006_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwxs/q7159j7f","ark:/21198/zz002dvwxs","","","Page","soul/audio/uclapasc_342_057_006_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwz9/0g14cs6g","ark:/21198/zz002dvwz9","","","Page","soul/audio/uclapasc_342_057_007_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvwz9/pm808j3q","ark:/21198/zz002dvwz9","","","Page","soul/audio/uclapasc_342_057_007_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx09/gm93b335","ark:/21198/zz002dvx09","","","Page","soul/audio/uclapasc_342_057_008_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx09/gp58tf17","ark:/21198/zz002dvx09","","","Page","soul/audio/uclapasc_342_057_008_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx1t/3q75756s","ark:/21198/zz002dvx1t","","","Page","soul/audio/uclapasc_342_057_009_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx1t/vc519s01","ark:/21198/zz002dvx1t","","","Page","soul/audio/uclapasc_342_057_009_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx2b/4h34v542","ark:/21198/zz002dvx2b","","","Page","soul/audio/uclapasc_342_057_010_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx2b/8g03rs3h","ark:/21198/zz002dvx2b","","","Page","soul/audio/uclapasc_342_057_010_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx3v/fb15c676","ark:/21198/zz002dvx3v","","","Page","soul/audio/uclapasc_342_057_011_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx3v/m444630p","ark:/21198/zz002dvx3v","","","Page","soul/audio/uclapasc_342_057_011_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx5w/0f55tm9d","ark:/21198/zz002dvx5w","","","Page","soul/audio/uclapasc_342_057_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx5w/w737968f","ark:/21198/zz002dvx5w","","","Page","soul/audio/uclapasc_342_057_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx6d/wv64kk7j","ark:/21198/zz002dvx6d","","","Page","soul/audio/uclapasc_342_057_014_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx6d/zr35q85k","ark:/21198/zz002dvx6d","","","Page","soul/audio/uclapasc_342_057_014_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx7x/fb51dq4g","ark:/21198/zz002dvx7x","","","Page","soul/audio/uclapasc_342_057_015_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx7x/h661253q","ark:/21198/zz002dvx7x","","","Page","soul/audio/uclapasc_342_057_015_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx8f/1688nx09","ark:/21198/zz002dvx8f","","","Page","soul/audio/uclapasc_342_057_016_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx8f/b6475g1m","ark:/21198/zz002dvx8f","","","Page","soul/audio/uclapasc_342_057_016_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx9z/6b17x05z","ark:/21198/zz002dvx9z","","","Page","soul/audio/uclapasc_342_057_017_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvx9z/vz412h14","ark:/21198/zz002dvx9z","","","Page","soul/audio/uclapasc_342_057_017_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxbg/mt60674k","ark:/21198/zz002dvxbg","","","Page","soul/audio/uclapasc_342_058_001_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxbg/q703d46f","ark:/21198/zz002dvxbg","","","Page","soul/audio/uclapasc_342_058_001_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxc0/m737hj9p","ark:/21198/zz002dvxc0","","","Page","soul/audio/uclapasc_342_058_002_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxc0/p260ms1m","ark:/21198/zz002dvxc0","","","Page","soul/audio/uclapasc_342_058_002_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxdh/2805z056","ark:/21198/zz002dvxdh","","","Page","soul/audio/uclapasc_342_058_003_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxdh/7462vv6c","ark:/21198/zz002dvxdh","","","Page","soul/audio/uclapasc_342_058_003_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxf1/ft25rq31","ark:/21198/zz002dvxf1","","","Page","soul/audio/uclapasc_342_058_004_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxf1/n043tt0p","ark:/21198/zz002dvxf1","","","Page","soul/audio/uclapasc_342_058_004_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxh2/rs15694g","ark:/21198/zz002dvxh2","","","Page","soul/audio/uclapasc_342_058_006_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxh2/w7085h7t","ark:/21198/zz002dvxh2","","","Page","soul/audio/uclapasc_342_058_006_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxjk/5k45q509","ark:/21198/zz002dvxjk","","","Page","soul/audio/uclapasc_342_058_007_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxjk/5v248192","ark:/21198/zz002dvxjk","","","Page","soul/audio/uclapasc_342_058_007_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxk3/hr740567","ark:/21198/zz002dvxk3","","","Page","soul/audio/uclapasc_342_058_008_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxk3/md25m334","ark:/21198/zz002dvxk3","","","Page","soul/audio/uclapasc_342_058_008_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxrp/8j247n40","ark:/21198/zz002dvxrp","","","Page","soul/audio/uclapasc_342_058_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxrp/xm42fg9p","ark:/21198/zz002dvxrp","","","Page","soul/audio/uclapasc_342_058_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxs6/dz39t03h","ark:/21198/zz002dvxs6","","","Page","soul/audio/uclapasc_342_058_014_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxs6/hs62kn1b","ark:/21198/zz002dvxs6","","","Page","soul/audio/uclapasc_342_058_014_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxv7/nd71sf3q","ark:/21198/zz002dvxv7","","","Page","soul/audio/uclapasc_342_058_016_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxv7/w893fq0b","ark:/21198/zz002dvxv7","","","Page","soul/audio/uclapasc_342_058_016_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxwr/td291002","ark:/21198/zz002dvxwr","","","Page","soul/audio/uclapasc_342_058_017_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxwr/zb90bk5d","ark:/21198/zz002dvxwr","","","Page","soul/audio/uclapasc_342_058_017_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxx8/6933sr34","ark:/21198/zz002dvxx8","","","Page","soul/audio/uclapasc_342_059_001_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxx8/gj64k764","ark:/21198/zz002dvxx8","","","Page","soul/audio/uclapasc_342_059_001_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxzs/5k78zg5j","ark:/21198/zz002dvxzs","","","Page","soul/audio/uclapasc_342_059_002_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvxzs/b4773m0n","ark:/21198/zz002dvxzs","","","Page","soul/audio/uclapasc_342_059_002_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz0s/18662n5h","ark:/21198/zz002dvz0s","","","Page","soul/audio/uclapasc_342_059_003_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz0s/8x99m60v","ark:/21198/zz002dvz0s","","","Page","soul/audio/uclapasc_342_059_003_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz2t/3q30t15t","ark:/21198/zz002dvz2t","","","Page","soul/audio/uclapasc_342_059_005_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz2t/cp17cn1m","ark:/21198/zz002dvz2t","","","Page","soul/audio/uclapasc_342_059_005_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz4v/r5090r86","ark:/21198/zz002dvz4v","","","Page","soul/audio/uclapasc_342_059_007_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz4v/t052vs9h","ark:/21198/zz002dvz4v","","","Page","soul/audio/uclapasc_342_059_007_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz8x/3g106q14","ark:/21198/zz002dvz8x","","","Page","soul/audio/uclapasc_342_059_011_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz8x/4182b46f","ark:/21198/zz002dvz8x","","","Page","soul/audio/uclapasc_342_059_011_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz9f/5710rd75","ark:/21198/zz002dvz9f","","","Page","soul/audio/uclapasc_342_059_012_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvz9f/69297415","ark:/21198/zz002dvz9f","","","Page","soul/audio/uclapasc_342_059_012_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzbz/3q14v600","ark:/21198/zz002dvzbz","","","Page","soul/audio/uclapasc_342_059_013_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzbz/6f88z72t","ark:/21198/zz002dvzbz","","","Page","soul/audio/uclapasc_342_059_013_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzd0/9j38m995","ark:/21198/zz002dvzd0","","","Page","soul/audio/uclapasc_342_059_015_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzd0/n965ks54","ark:/21198/zz002dvzd0","","","Page","soul/audio/uclapasc_342_059_015_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzg1/3s70kk5p","ark:/21198/zz002dvzg1","","","Page","soul/audio/uclapasc_342_059_017_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzg1/px897w8q","ark:/21198/zz002dvzg1","","","Page","soul/audio/uclapasc_342_059_017_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzj2/z078km02","ark:/21198/zz002dvzj2","","","Page","soul/audio/uclapasc_342_060_002_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzj2/z335db9k","ark:/21198/zz002dvzj2","","","Page","soul/audio/uclapasc_342_060_002_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzm3/7j51m59q","ark:/21198/zz002dvzm3","","","Page","soul/audio/uclapasc_342_060_004_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzm3/8627605k","ark:/21198/zz002dvzm3","","","Page","soul/audio/uclapasc_342_060_004_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvznm/gf843r6f","ark:/21198/zz002dvznm","","","Page","soul/audio/uclapasc_342_060_005_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvznm/km71mw63","ark:/21198/zz002dvznm","","","Page","soul/audio/uclapasc_342_060_005_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzp4/5s53h38x","ark:/21198/zz002dvzp4","","","Page","soul/audio/uclapasc_342_060_006_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzp4/xt710n37","ark:/21198/zz002dvzp4","","","Page","soul/audio/uclapasc_342_060_006_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzr5/1g07cw8z","ark:/21198/zz002dvzr5","","","Page","soul/audio/uclapasc_342_060_008_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzr5/zn07rf0h","ark:/21198/zz002dvzr5","","","Page","soul/audio/uclapasc_342_060_008_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzsp/g975042p","ark:/21198/zz002dvzsp","","","Page","soul/audio/uclapasc_342_060_009_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzsp/gj697n5z","ark:/21198/zz002dvzsp","","","Page","soul/audio/uclapasc_342_060_009_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzt6/09623b52","ark:/21198/zz002dvzt6","","","Page","soul/audio/uclapasc_342_060_010_M_b.wav","2","","","","","","","","","","","","","","","","","","","Page 2","","","","","","","","","","","","","","",""
"SOUL Publications, Inc. records, 1955-2002","ark:/21198/zz002dvzt6/8m048p0f","ark:/21198/zz002dvzt6","","","Page","soul/audio/uclapasc_342_060_010_M_a.wav","1","","","","","","","","","","","","","","","","","","","Page 1","","","","","","","","","","","","","","",""
