Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,Duplicate,Delete in Title,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.generalNote,Name.repository,Subject,Rights.countryCreation,Date.normalized,Title,Date.creation,Alt ID.local,Coverage.geographic,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdb5,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdb5_2176157_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-045 [METADATA],1970,RSSP_CSRC_2B-045,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdb5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdb5/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdcp,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002czdcp_2107614_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Silver Dollar Bar|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_03-14A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdcp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdcp/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdd6,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdd6_2176109_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-030 [METADATA],1970,RSSP_CSRC_2B-030,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdd6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdd6/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdfq,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdfq_2176091_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-024 [METADATA],1970,RSSP_CSRC_2B-024,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdfq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdfq/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdg7,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdg7_2176064_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-015 [METADATA],1970,RSSP_CSRC_2B-015,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdg7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdg7/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdhr,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdhr_2176202_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2C-007 [METADATA],1970,RSSP_CSRC_2C-007,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdhr,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdhr/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdj8,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002czdj8_2107620_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_03-15A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdj8,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdj8/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdks,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdks_2176112_master.tif,,private,,,still image,black-and-white photograph,copyrighted,,,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",1970,RSSP_CSRC_2B-032 [METADATA],1970,RSSP_CSRC_2B-032,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdks,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdks/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdm9,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdm9_2176094_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-025 [METADATA],1970,RSSP_CSRC_2B-025,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdm9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdm9/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdnt,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdnt_2176067_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-016 [METADATA],1970,RSSP_CSRC-2B-016,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdnt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdnt/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdpb,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdpb_2176169_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-048 [METADATA],1970,RSSP_CSRC_2B-048,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdpb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdpb/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdqv,ark:/21198/zz002bqkb1,2,Completed,Work,rsalazar/image/21198-zz002czdqv_2107629_master.tif,,,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,Alley that runs parallel to Whittier Boulevard,1970,RSSP_CSRC_ENV_2A_Roll_03-19A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdqv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdqv/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdrc,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdrc_2176115_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-033 [METADATA],1970,RSSP_CSRC_2B-032,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdrc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdrc/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdsw,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdsw_2176097_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-026 [METADATA],1970,RSSP_CSRC_2B-026,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdsw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdsw/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdtd,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdtd_2176040_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-007 [METADATA],1970,RSSP_CSRC_2B-007,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdtd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdtd/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdvx,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdvx_2176166_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-047 [METADATA],1970,RSSP_CSRC_2B-047,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdvx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdvx/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdwf,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdwf_2107632_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_2A_Roll_03-20A [INCOMPLETE],1970,RSSP_CSRC_ENV_2A_Roll_03-20A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdwf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdwf/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdxz,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdxz_2176121_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-034 [METADATA],1970,RSSP_CSRC_2B-034,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdxz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdxz/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czdzg,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czdzg_2176100_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-027 [METADATA],1970,RSSP_CSRC_2B-027,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czdzg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czdzg/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf0g,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf0g_2176070_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-017 [METADATA],1970,RSSP_CSRC_2B-017,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf0g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf0g/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf10,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf10_2176151_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-043 [METADATA],1970,RSSP_CSRC_2B-043,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf10,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf10/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf2h,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf2h_2107626_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_2A_Roll_03-18A [INCOMPLETE],1970,RSSP_CSRC_ENV_2A_Roll_03-18A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf2h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf2h/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf31,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf31_2176124_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-035 [METADATA],1970,RSSP_CSRC_2B-035,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf31,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf31/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf4j,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf4j_2176103_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-028 [METADATA],1970,RSSP_CSRC_2B-029,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf4j,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf4j/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf52,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf52_2176178_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-051 [METADATA],1970,RSSP_CSRC_2B-051,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf52,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf52/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf6k,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf6k_2176043_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-008 [METADATA],1970,RSSP_CSRC_2B-008,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf6k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf6k/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf73,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf73_2176073_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-018 [METADATA],1970,RSSP_CSRC_2B-018,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf73,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf73/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf8m,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf8m_2176127_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_2B-036 [METADATA],1970,RSSP_CSRC_2B-036,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf8m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf8m/manifest
Los Angeles County Sheriff's Department Investigative Files Pertaining to the Death of Ruben Salazar,ark:/21198/zz002czf94,ark:/21198/zz002bqkb1,1,In progress,Work,rsalazar/image/21198-zz002czf94_2107638_master.tif,,private,,,still image,black-and-white photograph,copyrighted,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,"Chicano Moratorium|~|Los Angeles County Sheriff’s Office|~|Salazar, Ruben, 1928-1970",,1970,RSSP_CSRC_ENV_2A_Roll_03-22A [INCOMPLETE],1970,RSSP_CSRC_ENV_2A_Roll_03-22A,"East Los Angeles, CA",,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002czf94,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002czf94/manifest
