Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Name.creator,Name.donor,Rights.rightsHolderContact,Subject,Rights.statementLocal,Name.repository,Alt ID.local,Title,Date.normalized,Format.extent,AltTitle.descriptive,Date.creation,Relation.isPartOf,AltTitle.other,Description.note,AltTitle.uniform,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Gronk Digital Image Collection,ark:/21198/zz002315cw,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315cw_1657046_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Journal Drawing Tormenta With Bird 10.tif,Journal Drawing Tormenta With Bird 10,1970/1979,1 photograph,Journal Drawing Tormenta With Bird 10,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315cw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315cw/manifest
Gronk Digital Image Collection,ark:/21198/zz002315dd,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315dd_1559460_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,INV 1 HIGHLOW RES back of photo 1976 600 dpi 15A,Handwritten note on verso of photo (from Jerry [Dreva]),1970/1979,1 photograph,INV1 HIGHLOW RES back of photo 1976 600dpi 15A.tif,1976,Gronk Papers,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315dd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315dd/manifest
Gronk Digital Image Collection,ark:/21198/zz002315fx,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315fx_1657079_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Journal Drawing Tormenta With Upheld Fist 6.tif,Journal Drawing Tormenta With Upheld Fist 6,1970/1979,1 photograph,Journal Drawing Tormenta With Upheld Fist 6,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315fx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315fx/manifest
Gronk Digital Image Collection,ark:/21198/zz002315gf,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315gf_1658064_master.tif,,,,private,color photographs,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES iamge 010.tif,Postcard: Autolodge,1970/1979,1 photograph,Postcard: Autolodge,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315gf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315gf/manifest
Gronk Digital Image Collection,ark:/21198/zz002315jg,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315jg_1835639_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_Regeneracion_img007.tif,CSRC_Gronk_Regeneracion_img007.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315jg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315jg/manifest
Gronk Digital Image Collection,ark:/21198/zz002315k0,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315k0_1655826_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV1 HIGHLOW RES Godzilla by Gronk 600dpi 9.tif,Godzilla with a short fire breath,1970/1979,1 photograph,Godzilla with a short fire breath,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315k0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315k0/manifest
Gronk Digital Image Collection,ark:/21198/zz002315n1,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315n1_1835645_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_Regeneracion_img009.tif,CSRC_Gronk_Regeneracion_img009.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315n1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315n1/manifest
Gronk Digital Image Collection,ark:/21198/zz002315q2,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315q2_1657087_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Rhino Boy 3.tif,Rhino Boy 3,1970/1979,1 photograph,Rhino Boy 3,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315q2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315q2/manifest
Gronk Digital Image Collection,ark:/21198/zz002315s3,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315s3_1657094_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Untitled Man Looking 1A.tif,Man Looking 1A,1970/1979,1 photograph,Untitled Man Looking 1A,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315s3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315s3/manifest
Gronk Digital Image Collection,ark:/21198/zz002315tm,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315tm_1657105_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Untitled Tormenta Looking Out At Temple 8.tif,Tormenta Looking Out At Temple 8,1970/1979,1 photograph,Untitled Tormenta Looking Out At Temple 8,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315tm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315tm/manifest
Gronk Digital Image Collection,ark:/21198/zz002315v4,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315v4_1660107_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 032.tif,Correspondence form Jerry Dreva to Gronk page 2,1970/1979,1 photograph,Correspondence form Jerry Dreva to Gronk page 2,22 Dec. 1976,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315v4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315v4/manifest
Gronk Digital Image Collection,ark:/21198/zz002315wn,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315wn_1658390_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 015.tif,Clipping: Les Petites Bon Bons in Hollywood,1970/1979,1 photograph,Clipping form unknown source,1970s,Gronk Papers,,"""Bon Bons Bullshit"" written on the clipping. Jerry Dreva's ""band""",,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315wn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315wn/manifest
Gronk Digital Image Collection,ark:/21198/zz002315x5,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315x5_1658932_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 019.tif,"Correspondence to Gronkie from [Jerry Dreva], 3 December 1976",1970/1979,1 photograph,,3 Dec. 1976,Gronk Papers,,,Correspondence,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315x5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315x5/manifest
Gronk Digital Image Collection,ark:/21198/zz002315zp,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz002315zp_1658651_master.tif,,,,private,color photographs,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 018.tif,Parking Permit,1970/1979,1 photograph,Orange card with Parking Permit printed on it,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002315zp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002315zp/manifest
Gronk Digital Image Collection,ark:/21198/zz0023160p,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0023160p_1659417_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 025.tif,A Decade of Life/Art by Diego Rivera page 3,1978,1 photograph,A Decade of Life/Art by Diego Rivera page 3,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023160p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023160p/manifest
Gronk Digital Image Collection,ark:/21198/zz00231616,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231616_1657160_master.tif,,,,private,drawings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV2 HIGH RES Untitled Tormenta Pulling Back 4.tif,Tormenta Pulling Back 4,1970/1979,1 photograph,Untitled Tormenta Pulling Back 4,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231616,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231616/manifest
Gronk Digital Image Collection,ark:/21198/zz0023162q,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0023162q_1658357_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 014.tif,Phonograph Record Magazine,1970/1979,1 photograph,Clipping,April 1973,Gronk Papers,,Tear out from April 1973 Phonograph Record Magazine. Les Petite Bon Bons stamped on it.,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0023162q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0023162q/manifest
Gronk Digital Image Collection,ark:/21198/zz00231crg,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231crg_1659305_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 022.tif,Dear Gronk: Please bury this piece in it's entirety at a place of your choosing in Los Angeles,1970/1979,1 photograph,Postcard from Jerry [Dreva] to Gronk,6 Nov. 1975,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231crg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231crg/manifest
Gronk Digital Image Collection,ark:/21198/zz00231cth,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231cth_1658514_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",UCLA Chicano Studies Research Center Library & Archive,,,Chicano artists--California--Los Angeles County|~|Chicano archives,,,GRONK PROJECT INV3 HIGH RES image 017.tif,Orange post card from Dreva to Gronk,1970/1979,1 photograph,Orange post card from Dreva to Gronk,1970s,Gronk Papers,,"orange postcard with a scissor drawn on ti and a ""Dot"" cartoon pasted in that says ""I'll bet it's a fan letter.""",,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cth,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cth/manifest
Gronk Digital Image Collection,ark:/21198/zz00231cv1,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231cv1_1658089_master.tif,,,,private,color photographs,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 011 Dreva Gronk 1978 photo Terry.tif,Dreva Gronk 1978 photo Terry,1970/1979,1 photograph,Dreva Gronk 1978 photo Terry.tif,1978,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cv1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cv1/manifest
Gronk Digital Image Collection,ark:/21198/zz00231cwj,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231cwj_1657213_master.tif,,,,private,black-and-white photograph,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 002.tif,"The Royal Family Starring Gronk, Lafayette, Tomata",1970/1979,1 photograph,"The Royal Family Starring Gronk, Lafayette, Tomata",1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cwj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cwj/manifest
Gronk Digital Image Collection,ark:/21198/zz00231cx2,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231cx2_1656382_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,"GRONK PROJECT INV1 HIGHLOW RES Gronk, Tomata flier 1984 600dpi 13A.tif","Gronk, Tomata flier 1984",1970/1979,1 photograph,"Gronk, Tomata flier 1984 600dpi 13A.tif",1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231cx2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231cx2/manifest
Gronk Digital Image Collection,ark:/21198/zz00231czk,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231czk_1656404_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV1 HIGHLOW RES Invitation for Royal Family 600dpi 13C.tif,Invitation for Royal Family,1970/1979,1 photograph,Invitation for Royal Family 600dpi 13C.tif,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231czk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231czk/manifest
Gronk Digital Image Collection,ark:/21198/zz00231d0k,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231d0k_1656419_master.tif,,,,private,black-and-white photograph,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,"GRONK PROJECT INV1 HIGHLOW RES Jerry Dreva in photo booth, 1976 600dpi 15A.tif","Jerry Dreva in photo booth, 1976 15A",1970/1979,1 photograph,"Jerry Dreva in photo booth, 1976 600dpi 15A.tif",1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231d0k,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231d0k/manifest
Gronk Digital Image Collection,ark:/21198/zz00231d13,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231d13_1657246_master.tif,,,,private,clippings,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 003.tif,Valle de Lagrimas,1970/1979,1 photograph,,1970s,Gronk Papers,Valle de Lagrimas,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231d13,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231d13/manifest
Gronk Digital Image Collection,ark:/21198/zz00231d2m,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231d2m_1656777_master.tif,,,,private,black-and-white photograph,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,"GRONK PROJECT INV1 HIGHLOW RES Jerry Dreva in photo booth, 1977 600dpi 15B.tif","Jerry Dreva in photo booth, 1977 15B",1970/1979,1 photograph,"Jerry Dreva in photo booth, 1977 600dpi 15B.tif",1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231d2m,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231d2m/manifest
Gronk Digital Image Collection,ark:/21198/zz00231d4n,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231d4n_1657270_master.tif,,,,private,text,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,Chicano artists--California--Los Angeles County|~|Chicano archives,,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 004.tif,Galaria Ocasco Press Release,1970/1979,1 photograph,Galaria Ocasco Press Release,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231d4n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231d4n/manifest
Gronk Digital Image Collection,ark:/21198/zz00231d6p,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz00231d6p_1657843_master.tif,,,,private,paintings (visual works),still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,GRONK PROJECT INV3 HIGH RES image 005,Vase,1970/1979,1 photograph,GRONK PROJECT INV3 HIGH RES image 005,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00231d6p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00231d6p/manifest
