Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Visibility,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Name.creator,Name.donor,Rights.rightsHolderContact,Subject,Rights.statementLocal,Name.repository,Alt ID.local,Title,Date.normalized,Format.extent,AltTitle.descriptive,Date.creation,Relation.isPartOf,AltTitle.other,Description.note,AltTitle.uniform,Opac url,Finding Aid URL,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Gronk Digital Image Collection,ark:/21198/zz0027df8s,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027df8s_1835492_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img050.tif,CSRC_Gronk_DogCity_img050.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027df8s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027df8s/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfbt,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfbt_1834593_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img026.tif,CSRC_Gronk_DogCity_img026.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfbt,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfbt/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfgw,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfgw_1835552_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img070.tif,CSRC_Gronk_DogCity_img070.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfgw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfgw/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfhd,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfhd_1835495_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img051.tif,CSRC_Gronk_DogCity_img051.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfhd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfhd/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfjx,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfjx_1835498_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img052.tif,CSRC_Gronk_DogCity_img052.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfjx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfjx/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfkf,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfkf_1835501_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img053.tif,CSRC_Gronk_DogCity_img053.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfkf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfkf/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfng,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfng_1834614_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img028.tif,CSRC_Gronk_DogCity_img028.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfng,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfng/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfr1,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfr1_1835459_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img040.tif,CSRC_Gronk_DogCity_img040.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfr1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfr1/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfw3,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfw3_1834479_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img011.tif,CSRC_Gronk_DogCity_img011.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfw3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfw3/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfxm,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfxm_1835504_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img054.tif,CSRC_Gronk_DogCity_img054.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfxm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfxm/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dfz4,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dfz4_1835462_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img041.tif,CSRC_Gronk_DogCity_img041.tif,,1 photograph,,,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dfz4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dfz4/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg04,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg04_1835465_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img042.tif,CSRC_Gronk_DogCity_img042.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg04,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg04/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg1n,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg1n_1834482_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img012.tif,CSRC_Gronk_DogCity_img012.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg1n,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg1n/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg25,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg25_1835507_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img055.tif,CSRC_Gronk_DogCity_img055.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg25,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg25/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg3p,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg3p_1835510_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img056.tif,CSRC_Gronk_DogCity_img056.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg3p,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg3p/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg46,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg46_1835471_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img043.tif,CSRC_Gronk_DogCity_img043.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg46,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg46/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg5q,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg5q_1834620_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img029.tif,CSRC_Gronk_DogCity_img029.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg5q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg5q/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg67,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg67_1835474_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img044.tif,CSRC_Gronk_DogCity_img044.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg67,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg67/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg7r,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg7r_1835477_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img045.tif,CSRC_Gronk_DogCity_img045.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg7r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg7r/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg88,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg88_1834488_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img013.tif,CSRC_Gronk_DogCity_img013.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg88,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg88/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dg9s,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dg9s_1835480_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img046.tif,CSRC_Gronk_DogCity_img046.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dg9s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dg9s/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgb9,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgb9_1835513_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img057.tif,CSRC_Gronk_DogCity_img057.tif,1970/1979,1 photograph,,,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgb9,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgb9/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgct,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgct_1834492_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img014.tif,CSRC_Gronk_DogCity_img014.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgct,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgct/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgdb,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgdb_1835483_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img047.tif,CSRC_Gronk_DogCity_img047.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgdb,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgdb/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgfv,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgfv_1834627_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img030.tif,CSRC_Gronk_DogCity_img030.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgfv,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgfv/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dggc,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dggc_1835516_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img058.tif,CSRC_Gronk_DogCity_img058.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dggc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dggc/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dghw,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dghw_1834633_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img031.tif,CSRC_Gronk_DogCity_img031.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dghw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dghw/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgjd,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgjd_1834497_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img015.tif,CSRC_Gronk_DogCity_img015.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgjd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgjd/manifest
Gronk Digital Image Collection,ark:/21198/zz0027dgkx,ark:/21198/zz00223dtg,1,In progress,Work,gronk/masters/21198-zz0027dgkx_1834500_master.tif,,,,private,sketches,still image,"Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.","Gronk, 1954-",,,"Artists--California, Southern|~|Chicano artists--California--Los Angeles County|~|Chicano archives",,UCLA Chicano Studies Research Center Library & Archive,CSRC_Gronk_DogCity_img016.tif,CSRC_Gronk_DogCity_img016.tif,1970/1979,1 photograph,,1970s,Gronk Papers,,,,,,ingested,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0027dgkx,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz0027dgkx/manifest
