Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Type.typeOfResource,Subject,Name.subject,Title,Alt ID.local,Date.creation,Description.note,Bucketeer State,IIIF Access URL,IIIF Manifest URL,Representative Image,Masthead
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001ng4sp,,10,Completed with minimal metadata,Collection,,,,,,,,Allan (Maud) Papers. Collection 2038,,1910-1934,"Maud Allan (1883-1956) was a interpretive dancer. She made her performing debut in Vienna (1903) and was best known for her solo performance in The vision of Salome (1908). She toured India (1913), Southeast Asia (1913 and 1923), South America (1919-1920), and the U.S. The collection contains manuscripts, photographs, postcard albums, books, ephemera, and a scrapbook related to Allan's life and career.",,,https://ingest.iiif.library.ucla.edu/collections/ark%3A%2F21198%2Fzz001ng4sp,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhg23,"/15,4160,3910,1416/full/0/default.jpg"
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001nhfxj,ark:/21198/zz001ng4sp,2,Completed,Work,allanm/masters/21198-zz001nhfxj_1314877_master.tif,1,,,still image,Dancers,"Allan, Maud",Maud Allan [photograph],"Box 2, green album, page 6, photo 1",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhfxj,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhfxj/manifest,,
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001nhfz2,ark:/21198/zz001ng4sp,2,Completed,Work,allanm/masters/21198-zz001nhfz2_1314883_master.tif,2,,,still image,Dancers,"Allan, Maud",Maud Allan [photograph],"Box 2, green album, page 6, photo 1",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhfz2,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhfz2/manifest,,
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001nhg02,ark:/21198/zz001ng4sp,2,Completed,Work,allanm/masters/21198-zz001nhg02_1314888_master.tif,3,,,still image,Dancers,"Allan, Maud",Maud Allan [photograph],"Box 2, green album, page 7, photo 2",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhg02,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg02/manifest,,
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001nhg1k,ark:/21198/zz001ng4sp,2,Completed,Work,allanm/masters/21198-zz001nhg1k_1314892_master.tif,4,,,still image,Dancers,"Allan, Maud",Maud Allan [photograph],"Box 2, green album, page 7, photo 4",,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhg1k,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg1k/manifest,,
Allan (Maud) Papers. Collection 2038,ark:/21198/zz001nhg23,ark:/21198/zz001ng4sp,2,Completed,Work,allanm/masters/21198-zz001nhg23_1314897_master.tif,5,,,still image|~|text,Dancers,"Allan, Maud","Maud Allan, the world famous dancer, in dance poems",,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nhg23,https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fzz001nhg23/manifest,,
