Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Subject,Type.typeOfResource,Type.genre,Name.subject,Rights.copyrightStatus,Rights.rightsHolderContact,Coverage.geographic,Coverage.spatialLatitude,Name.fashionDesigner,Coverage.spatialLongitude,Name.photographer,Name.repository,Name.artist,Name.architect,Name.compiler,Rights.countryCreation,Rights.servicesContact,Language,Relation.hasVersion,Rights.permission,Publisher.publisherName,Relation.isPartOf,Name.illustrator,Alternate Identifier.local,Title,Description.caption,Date.creation,Format.extent,Format.medium,Format.dimensions,Date.normalized,Description.longitude,Description.latitude,Description.note,Description.adminnote,Description.contents,Description.abstract,Description.fundingNote,Alternate Identifier.OPAC,Alternate Identifier.url,Alternate Identifier.oclc,Bucketeer State,IIIF Access URL
Los Angeles Times Photographic Archive,ark:/21198/zz002ddg5s,ark:/21198/zz0002np7z,1,In progress,Work,,,,,,,,,,,,,,,,,,,,,,zxx,,,,,,,,,,,,,,,,,,,,,,,,missing,
Los Angeles Times Photographic Archive,ark:/21198/zz002ddgmh,ark:/21198/zz0002np7z,1,In progress,Work,,,,,,,,,,,,,,,,,,,,,,zxx,,,,,,,,,,,,,,,,,,,,,,,,missing,
Los Angeles Times Photographic Archive,ark:/21198/zz002ddgn1,ark:/21198/zz0002np7z,1,In progress,Work,,,,,,,,,,,,,,,,,,,,,,zxx,,,,,,,,,,,,,,,,,,,,,,,,missing,
