Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.genre,Type.typeOfResource,Subject,Rights.permission,Rights.copyrightStatus,Name.repository,Name.subject,Name.donor,Name.artist,Name.designer,Name.photographer,Rights.rightsHolderContact,Format.medium,Description.note,Format.extent,Alt ID.collection,Date.creation,Alt ID.local,Date.normalized,Title,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bcjzc,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bcjzc_2002862_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_94,,(metadata) PValdez_Negs_Sylvia_94,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bcjzc,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bcjzc/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck0c,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck0c_2002911_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_109,,(metadata) PValdez_Negs_Sylvia_109,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck0c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck0c/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck1w,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck1w_2002896_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_104,,(metadata) PValdez_Negs_Sylvia_104,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck1w,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck1w/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck2d,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck2d_2002779_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_76,,(metadata) PValdez_Negs_Sylvia_76,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck2d,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck2d/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck3x,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck3x_2002821_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_81,,(metadata) PValdez_Negs_Sylvia_81,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck3x,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck3x/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck4f,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck4f_2002859_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_93,,(metadata) PValdez_Negs_Sylvia_93,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck4f,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck4f/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck5z,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck5z_2002739_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_70,,(metadata) PValdez_Negs_Sylvia_70,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck5z,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck5z/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck6g,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck6g_2002812_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_80,,(metadata) PValdez_Negs_Sylvia_80,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck6g,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck6g/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck70,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck70_2002850_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_90,,(metadata) PValdez_Negs_Sylvia_90,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck70,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck70/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck8h,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck8h_2002724_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_65,,(metadata) PValdez_Negs_Sylvia_65,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck8h,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck8h/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bck91,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bck91_2002890_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_102,,(metadata) PValdez_Negs_Sylvia_102,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bck91,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bck91/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckbj,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckbj_2002736_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_69,,(metadata) PValdez_Negs_Sylvia_69,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckbj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckbj/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckc2,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckc2_2002841_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_87,,(metadata) PValdez_Negs_Sylvia_87,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckc2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckc2/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckdk,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckdk_2002856_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_92,,(metadata) PValdez_Negs_Sylvia_92,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckdk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckdk/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckf3,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckf3_2002730_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_67,,(metadata) PValdez_Negs_Sylvia_67,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckf3,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckf3/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckgm,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckgm_2002874_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_98,,(metadata) PValdez_Negs_Sylvia_98,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckgm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckgm/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckh4,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckh4_2002803_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_79,,(metadata) PValdez_Negs_Sylvia_79,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckh4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckh4/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckjn,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckjn_2002758_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_73,,(metadata) PValdez_Negs_Sylvia_73,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckjn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckjn/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckk5,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckk5_2002847_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_89,,(metadata) PValdez_Negs_Sylvia_89,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckk5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckk5/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckmp,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckmp_2002844_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_88,,(metadata) PValdez_Negs_Sylvia_88,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckmp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckmp/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckn6,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckn6_2002871_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_97,,(metadata) PValdez_Negs_Sylvia_97,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckn6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckn6/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckpq,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckpq_2002733_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_68,,(metadata) PValdez_Negs_Sylvia_68,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckpq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckpq/manifest
Valdez (Patssi) Digital Image Collection ,ark:/21198/zz002bckq7,ark:/21198/zz0017r42z,1,In progress,Work,valdez/masters/21198-zz002bckq7_2002832_master.tif,,,,,private,slides (photographs),still image,"Chicano Movement|~|Art and society--California--Los Angeles|~|Chicano movement -- California|~|chicano archives|~|Chicano movement -- California -- Los Angeles|~|Performance art|~|Photography $z California $z Los Angeles|~|Artists $z California $z Los Angeles|~|Mexican American women artists|~|Chicanas|~|ASCO (American art collective, active 1971-1987)|~|documentary photography|~|Chicana artists","Copyright has not been assigned to the UCLA Chicano Studies Research Center.  All requests for permission to publish must be submitted in writing to the Chicano Studies Research Center Library.  Permission for publication is given on behalf of the UCLA Chicano Studies Research Center as the owner of the physical item and is not intended to include or imply permission from the copyright holder, which must also be obtained.",,UCLA Chicano Studies Research Center Library & Archive,,"Valdez, Patssi","Valdez, Patssi",,,,,,1 slide,,,PValdez_Negs_Sylvia_84,,(metadata) PValdez_Negs_Sylvia_84,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002bckq7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002bckq7/manifest
