"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001nfkpz","ark:/21198/zz001nfhmz","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfkpz_1310745_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Qishui Xian (Hubei Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_006","uclamss_1372_b20_006","Wen Jie|~|聞捷","光緒十二年殿試-聞捷","Overview|~|全式","","Rank 3 No. 131|~|第三甲第一百三十一名|~|Age: 47|~|應殿試舉人臣聞捷年肆拾柒歲湖北黃州府蘄水縣人由廪生應同治玖年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖大猷	祖其樂	父兆馥","1886","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfkpz",""
"Han Yu-Shan Collection","ark:/21198/zz001nfkqg","ark:/21198/zz001nfhmz","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfkqg_1310748_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Qishui Xian (Hubei Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_006_3-4","uclamss_1372_b20_006_3-4","Wen Jie|~|聞捷","光緒十二年殿試-聞捷","Seal Stamped on Verso|~|騎縫關防|~|Rank|~|彌縫後卷背|~|擬名次","","應殿試舉人臣聞捷年肆拾柒歲湖北黃州府蘄水縣人由廪生應同治玖年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖大猷	祖其樂	父兆馥|~|Rank 3 No. 131|~|Age: 47|~|第三甲第一百三十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfkqg",""
"Han Yu-Shan Collection","ark:/21198/zz001nfkr0","ark:/21198/zz001nfhmz","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfkr0_1310751_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Qishui Xian (Hubei Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_006_9-10","uclamss_1372_b20_006_9-10","Wen Jie|~|聞捷","光緒十二年殿試-聞捷","Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背","","應殿試舉人臣聞捷年肆拾柒歲湖北黃州府蘄水縣人由廪生應同治玖年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖大猷	祖其樂	父兆馥|~|Rank 3 No. 131|~|Age: 47|~|第三甲第一百三十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfkr0",""
"Han Yu-Shan Collection","ark:/21198/zz001nfksh","ark:/21198/zz001nfhmz","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfksh_1310754_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Qishui Xian (Hubei Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_006_13-14","uclamss_1372_b20_006_13-14","Wen Jie|~|聞捷","光緒十二年殿試-聞捷","Seal Stamped on Verso|~|彌縫後卷背|~|滿漢合璧禮部印","","應殿試舉人臣聞捷年肆拾柒歲湖北黃州府蘄水縣人由廪生應同治玖年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖大猷	祖其樂	父兆馥|~|Rank 3 No. 131|~|第三甲第一百三十一名|~|Age: 47","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfksh",""
"Han Yu-Shan Collection","ark:/21198/zz001nfkt1","ark:/21198/zz001nfhmz","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfkt1_1310757_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Huangzhou Fu (China)|~|Hubei Sheng (China)|~|Qishui Xian (Hubei Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_006_21","uclamss_1372_b20_006_21","Wen Jie|~|聞捷","光緒十二年殿試-聞捷","彌縫後卷背|~|Seal Stamped on Verso|~|Paste-down|~|擬名次|~|折頁|~|Rank","","Age: 47|~|Rank 3 No. 131|~|應殿試舉人臣聞捷年肆拾柒歲湖北黃州府蘄水縣人由廪生應同治玖年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖大猷	祖其樂	父兆馥|~|第三甲第一百三十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfkt1",""
