"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00287vdt","ark:/21198/zz00287vc9","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287vdt_1905001_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_032_9-10","uclamss_1372_b24_032_9-10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287vdt",""
"Han Yu-Shan Collection","ark:/21198/zz00287vfb","ark:/21198/zz00287vc9","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287vfb_1905007_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_032_18","uclamss_1372_b24_032_18","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287vfb",""
"Han Yu-Shan Collection","ark:/21198/zz00287vgv","ark:/21198/zz00287vc9","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287vgv_1905013_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_032_18b","uclamss_1372_b24_032_18b","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287vgv",""
"Han Yu-Shan Collection","ark:/21198/zz002j99nx","ark:/21198/zz00287vc9","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j99nx_2320381_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_032","uclamss_1372_b24_032","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j99nx",""
