"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019pdmh","ark:/21198/zz0019pb6b","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdmh_740568_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Renhe Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b16_027","uclamss_1372_b16_027","Wei Chengxian|~|魏成憲","乾隆四十九年殿試-魏成憲","Overview|~|全式","","Age: 31|~|Rank 2 No. 4|~|應殿試舉人臣魏成憲年叁拾壹歲浙江杭州府仁和縣人由廪膳生應乾隆肆拾貳年鄉試中式由舉人應乾隆肆拾玖年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖德昇 祖宗佩父銀河一 習 易 經","1784","1784","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdmh",""
"Han Yu-Shan Collection","ark:/21198/zz0019pdn1","ark:/21198/zz0019pb6b","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdn1_740571_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Renhe Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b16_027_4","uclamss_1372_b16_027_4","Wei Chengxian|~|魏成憲","乾隆四十九年殿試-魏成憲","騎縫關防|~|Seal Stamped on Verso|~|彌縫後卷背","","Age: 31|~|Rank 2 No. 4|~|應殿試舉人臣魏成憲年叁拾壹歲浙江杭州府仁和縣人由廪膳生應乾隆肆拾貳年鄉試中式由舉人應乾隆肆拾玖年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖德昇 祖宗佩父銀河一 習 易 經","1784","1784","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdn1",""
"Han Yu-Shan Collection","ark:/21198/zz0019pdpj","ark:/21198/zz0019pb6b","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdpj_740574_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Renhe Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b16_027_9","uclamss_1372_b16_027_9","Wei Chengxian|~|魏成憲","乾隆四十九年殿試-魏成憲","Seal Stamped on Verso|~|彌縫後卷背|~|滿漢合璧禮部印","","Rank 2 No. 4|~|應殿試舉人臣魏成憲年叁拾壹歲浙江杭州府仁和縣人由廪膳生應乾隆肆拾貳年鄉試中式由舉人應乾隆肆拾玖年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖德昇 祖宗佩父銀河一 習 易 經|~|Age: 31","1784","1784","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdpj",""
