"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019pdtm","ark:/21198/zz0019pb8c","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdtm_740586_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_16b_029","uclamss_1372_16b_029","馮錫宸|~|Feng Xichen","乾隆五十二年殿試-馮錫宸","Overview|~|全式","","Age: 36|~|應殿試舉人臣馮錫宸年叁拾陸歲江南鎮江府丹徒縣人由監生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖為榕祖志熙父垂範一 習 禮 記|~|Rank 2 No. 23","1787","1787","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdtm",""
"Han Yu-Shan Collection","ark:/21198/zz0019pdv4","ark:/21198/zz0019pb8c","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdv4_740589_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_16b_029-4-5","uclamss_1372_16b_029-4-5","Feng Xichen|~|馮錫宸","乾隆五十二年殿試-馮錫宸","騎縫關防|~|Seal Stamp|~|擬名次|~|Rank","","應殿試舉人臣馮錫宸年叁拾陸歲江南鎮江府丹徒縣人由監生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖為榕祖志熙父垂範一 習 禮 記|~|Age: 36|~|Rank 2 No. 23","1787","1787","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdv4",""
"Han Yu-Shan Collection","ark:/21198/zz0019pdwn","ark:/21198/zz0019pb8c","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdwn_740592_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_16b_029-9-10","uclamss_1372_16b_029-9-10","Feng Xichen|~|馮錫宸","乾隆五十二年殿試-馮錫宸","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","應殿試舉人臣馮錫宸年叁拾陸歲江南鎮江府丹徒縣人由監生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖為榕祖志熙父垂範一 習 禮 記|~|Rank 2 No. 23|~|Age: 36","1787","1787","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdwn",""
"Han Yu-Shan Collection","ark:/21198/zz0019pdx5","ark:/21198/zz0019pb8c","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pdx5_740595_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_16b_029-17-18","uclamss_1372_16b_029-17-18","馮錫宸|~|Feng Xichen","乾隆五十二年殿試-馮錫宸","滿漢合璧禮部印|~|Stamp|~|Seal Stamped on Verso|~|彌縫後卷背","","Rank 2 No. 23|~|應殿試舉人臣馮錫宸年叁拾陸歲江南鎮江府丹徒縣人由監生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾貳年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖為榕祖志熙父垂範一 習 禮 記|~|Age: 36","1787","1787","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pdx5",""
