"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00286ktq","ark:/21198/zz00286kmm","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286ktq_1902361_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Zhu Xian (Guizhou, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_019_4","uclamss_1372_b20_019_4","楊廷椿|~|Yang Tingchun","光緒十六年殿試-楊廷椿","彌縫後卷背|~|Rank|~|Seal Stamped on Verso|~|騎縫關防|~|擬名次","","應殿試舉人臣楊廷椿年叄拾貳歲貴州貴陽府筑縣人由貢生應光緒拾肆年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖元興 祖培賢 父綬榮|~|Age: 32 |~|二甲第四十一名|~|Rank 2 No. 41","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286ktq",""
"Han Yu-Shan Collection","ark:/21198/zz00286kv7","ark:/21198/zz00286kmm","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286kv7_1902380_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Zhu Xian (Guizhou, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_019_9-10","uclamss_1372_b20_019_9-10","Yang Tingchun|~|楊廷椿","光緒十六年殿試-楊廷椿","Stamp|~|彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","二甲第四十一名|~|應殿試舉人臣楊廷椿年叄拾貳歲貴州貴陽府筑縣人由貢生應光緒拾肆年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖元興 祖培賢 父綬榮|~|Rank 2 No. 41|~|Age: 32","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286kv7",""
"Han Yu-Shan Collection","ark:/21198/zz00286kwr","ark:/21198/zz00286kmm","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286kwr_1902367_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Zhu Xian (Guizhou, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_019_13-14","uclamss_1372_b20_019_13-14","Yang Tingchun|~|楊廷椿","光緒十六年殿試-楊廷椿","Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背","","應殿試舉人臣楊廷椿年叄拾貳歲貴州貴陽府筑縣人由貢生應光緒拾肆年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖元興 祖培賢 父綬榮|~|Age: 32|~|Rank 2 No. 41|~|二甲第四十一名","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286kwr",""
"Han Yu-Shan Collection","ark:/21198/zz00286kx8","ark:/21198/zz00286kmm","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286kx8_1902379_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Zhu Xian (Guizhou, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_019_21-22","uclamss_1372_b20_019_21-22","楊廷椿|~|Yang Tingchun","光緒十六年殿試-楊廷椿","彌縫後卷背|~|擬名次|~|Rank|~|Seal Stamped on Verso|~|Paste-down|~|折頁","","二甲第四十一名|~|應殿試舉人臣楊廷椿年叄拾貳歲貴州貴陽府筑縣人由貢生應光緒拾肆年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖元興 祖培賢 父綬榮|~|Rank 2 No. 41|~|Age: 32","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286kx8",""
"Han Yu-Shan Collection","ark:/21198/zz002j9636","ark:/21198/zz00286kmm","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j9636_2320064_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Zhu Xian (Guizhou, China)|~|Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)","","Civil service--China--Examinations.","uclamss_1372_b20_019","uclamss_1372_b20_019","楊廷椿|~|Yang Tingchun","光緒十六年殿試-楊廷椿","Stamp|~|彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","二甲第四十一名|~|應殿試舉人臣楊廷椿年叄拾貳歲貴州貴陽府筑縣人由貢生應光緒拾肆年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖元興 祖培賢 父綬榮|~|Age: 32|~|Rank 2 No. 41","1890","1890","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j9636",""
