"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019p9sn","ark:/21198/zz0019p98w","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p9sn_733885_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiaxing Fu (China)|~|Xiushui Xian (China)|~|Zhejiang Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b16_014","uclamss_1372_b16_014","Zha Xiang|~|查祥","康熙五十七年殿試-查祥","Overview|~|全式","","Rank 2 No. 3|~|Age: 45|~|應殿試舉人臣查祥年肆拾伍歲係浙江嘉興府秀水縣人由增廣生應康熙肆拾柒年鄉試中式由舉人應康熙伍拾柒年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖大統 故 不仕 祖繼甲 故 仕 父魏旭 存 不仕一 習 試 經","1718","1718","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p9sn",""
"Han Yu-Shan Collection","ark:/21198/zz0019p9t5","ark:/21198/zz0019p98w","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p9t5_733896_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiaxing Fu (China)|~|Xiushui Xian (China)|~|Zhejiang Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b16_014_11-12","uclamss_1372_b16_014_11-12","查祥|~|Zha Xiang","康熙五十七年殿試-查祥","滿漢合璧禮部印|~|Seal Stamped on Verso|~|騎縫關防|~|彌縫後卷背","","Age: 45|~|應殿試舉人臣查祥年肆拾伍歲係浙江嘉興府秀水縣人由增廣生應康熙肆拾柒年鄉試中式由舉人應康熙伍拾柒年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖大統 故 不仕 祖繼甲 故 仕 父魏旭 存 不仕一 習 試 經|~|Rank 2 No. 3","1718","1718","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p9t5",""
"Han Yu-Shan Collection","ark:/21198/zz0019p9vp","ark:/21198/zz0019p98w","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p9vp_733899_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiaxing Fu (China)|~|Xiushui Xian (China)|~|Zhejiang Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b16_014_21-22","uclamss_1372_b16_014_21-22","查祥|~|Zha Xiang","康熙五十七年殿試-查祥","滿漢合璧禮部印|~|彌縫後卷背|~|Stamp|~|Seal Stamped on Verso","","Age: 45|~|應殿試舉人臣查祥年肆拾伍歲係浙江嘉興府秀水縣人由增廣生應康熙肆拾柒年鄉試中式由舉人應康熙伍拾柒年會試中式今應殿試謹將三代腳色幷所習經書開具於後一 三 代曾祖大統 故 不仕 祖繼甲 故 仕 父魏旭 存 不仕一 習 試 經|~|Rank 2 No. 3","1718","1718","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p9vp",""
