"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz002873b5","ark:/21198/zz0028733j","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002873b5_1903339_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007_4","uclamss_1372_b22_007_4","Wu Zengren|~|武曾任","光緒二十九年殿試-武曾任","Rank|~|擬名次|~|Seal Stamped on Verso|~|騎縫關防|~|彌縫後卷背","","三甲第一百名|~|Age: 31|~|應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|Rank 3 No. 100","1903","1903","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873b5",""
"Han Yu-Shan Collection","ark:/21198/zz002873cp","ark:/21198/zz0028733j","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002873cp_1903340_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007_9-10","uclamss_1372_b22_007_9-10","Wu Zengren|~|武曾任","光緒二十九年殿試-武曾任","彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","Age: 31|~|Rank 3 No. 100|~|應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|三甲第一百名","1903","1903","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873cp",""
"Han Yu-Shan Collection","ark:/21198/zz002873d6","ark:/21198/zz0028733j","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002873d6_1903343_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007_13-14","uclamss_1372_b22_007_13-14","Wu Zengren|~|武曾任","光緒二十九年殿試-武曾任","Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背","","Age: 31|~|Rank 3 No. 100|~|應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|三甲第一百名","1903","1903","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873d6",""
"Han Yu-Shan Collection","ark:/21198/zz002873fq","ark:/21198/zz0028733j","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002873fq_1903346_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007_21","uclamss_1372_b22_007_21","武曾任|~|Wu Zengren","光緒二十九年殿試-武曾任","Rank|~|彌縫後卷背|~|Paste-down|~|折頁|~|Seal Stamped on Verso|~|擬名次","","三甲第一百名|~|應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|Rank 3 No. 100|~|Age: 31","1903","1903","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002873fq",""
"Han Yu-Shan Collection","ark:/21198/zz002j97db","ark:/21198/zz0028733j","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j97db_2320179_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Qiantang Xian (China)|~|Zhejiang Sheng (China)|~|Hangzhou (China)","","Civil service--China--Examinations.","uclamss_1372_b22_007","uclamss_1372_b22_007","武曾任|~|Wu Zengren","光緒二十九年殿試-武曾任","彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","三甲第一百名|~|Age: 31|~|應殿試舉人臣武曾任年叁拾壹歲浙江杭州府錢塘縣人由附生應光緒拾捌年鄉試中式由舉人應光緒貳拾玖年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖涖莊	祖守恆	父家鈞|~|Rank 3 No. 100","1903","1903","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j97db",""
