"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019p77d","ark:/21198/zz0019p76w","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p77d_733366_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jinxian Xian (China)|~|Nanchang Fu (China)|~|Jiangxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b16_003","uclamss_1372_b16_003","朱天寧|~|Zhu Tianning","順治四年殿試-朱天寧","全式|~|Overview","","應殿試舉人臣朱天寧年貳拾伍歲係江西南昌府進賢繇附學生員應崇禎拾貳年鄉試中式繇舉人應順治肆年會試中試今應殿試今將三代腳色幷所習經書開具于後一 三 代曾祖應禎 故 不仕 祖褧 故 不仕 父知至 故 不仕一 習 詩 經|~|Rank 2 No. 9|~|Age: 25","1647","1647","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p77d",""
