"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001nf4dj","ark:/21198/zz001nf47z","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nf4dj_1309519_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_014","uclamss_1372_b19_014","Yang Tiaoyuan|~|楊調元","光緒三年殿試-楊調元","Overview|~|全式","","應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Rank 2 No. 43|~|Age: 22","1877","1877","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4dj",""
"Han Yu-Shan Collection","ark:/21198/zz001nf4f2","ark:/21198/zz001nf47z","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nf4f2_1309522_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_014_4","uclamss_1372_b19_014_4","Yang Tiaoyuan|~|楊調元","光緒三年殿試-楊調元","Rank|~|Seal Stamped on Verso|~|擬名次|~|彌縫後卷背|~|騎縫關防","","應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Rank 2 No. 43|~|Age: 22","1877","1877","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4f2",""
"Han Yu-Shan Collection","ark:/21198/zz001nf4gk","ark:/21198/zz001nf47z","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nf4gk_1309525_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_014_9-10","uclamss_1372_b19_014_9-10","楊調元|~|Yang Tiaoyuan","光緒三年殿試-楊調元","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","Age: 22|~|應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Rank 2 No. 43","1877","1877","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4gk",""
"Han Yu-Shan Collection","ark:/21198/zz001nf4h3","ark:/21198/zz001nf47z","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nf4h3_1309528_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_014_13-14","uclamss_1372_b19_014_13-14","楊調元|~|Yang Tiaoyuan","光緒三年殿試-楊調元","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","Age: 22|~|應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Rank 2 No. 43","1877","1877","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4h3",""
"Han Yu-Shan Collection","ark:/21198/zz001nf4jm","ark:/21198/zz001nf47z","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nf4jm_1309531_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b19_014_21","uclamss_1372_b19_014_21","楊調元|~|Yang Tiaoyuan","光緒三年殿試-楊調元","擬名次|~|Rank|~|彌縫後卷背|~|Paste-down|~|Seal Stamped on Verso|~|折頁","","Age: 22|~|應殿試舉人臣楊調元年貳拾貮歲貴州貴陽府貴筑縣人由監生應同治玖年鄉試中式由舉人應光緒叁年會試中式今應殿試謹將三代腳色開具於後一 三代曾祖輔世	祖暉照	父塏|~|Rank 2 No. 43","1877","1877","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nf4jm",""
