"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00287j1s","ark:/21198/zz00287hr5","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287j1s_1904561_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b23_021_32","uclamss_1372_b23_021_32","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287j1s",""
"Han Yu-Shan Collection","ark:/21198/zz00287j3t","ark:/21198/zz00287hr5","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287j3t_1904570_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b23_021_32b","uclamss_1372_b23_021_32b","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287j3t",""
"Han Yu-Shan Collection","ark:/21198/zz002j98c9","ark:/21198/zz00287hr5","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j98c9_2320273_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b23_021","uclamss_1372_b23_021","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j98c9",""
