"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019psh8","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019psh8_742574_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015","uclamss_1372_17b_015","Xu Jiudao|~|徐久道","嘉慶二十四年殿試-徐久道","Overview|~|全式","","Rank 2 No. 75|~|Age: 25|~|應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中","1819","1819","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019psh8",""
"Han Yu-Shan Collection","ark:/21198/zz0019psjs","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019psjs_742580_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015_4","uclamss_1372_17b_015_4","徐久道|~|Xu Jiudao","嘉慶二十四年殿試-徐久道","彌縫後卷背|~|騎縫關防|~|Seal Stamp|~|Seal Stamped on Verso","","應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中|~|Age: 25|~|Rank 2 No. 75","1819","1819","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019psjs",""
"Han Yu-Shan Collection","ark:/21198/zz0019psk9","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019psk9_742584_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015_8","uclamss_1372_17b_015_8","Xu Jiudao|~|徐久道","嘉慶二十四年殿試-徐久道","Rank|~|Seal Stamped on Verso|~|擬名次|~|彌縫後卷背","","Rank 2 No. 75|~|Age: 25|~|應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中","1819","1819","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019psk9",""
"Han Yu-Shan Collection","ark:/21198/zz0019psmt","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019psmt_742589_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015_9-10","uclamss_1372_17b_015_9-10","徐久道|~|Xu Jiudao","嘉慶二十四年殿試-徐久道","彌縫後卷背|~|Stamp|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中|~|Rank 2 No. 75|~|Age: 25","1819","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019psmt",""
"Han Yu-Shan Collection","ark:/21198/zz0019psnb","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019psnb_742593_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015_13-14","uclamss_1372_17b_015_13-14","徐久道|~|Xu Jiudao","嘉慶二十四年殿試-徐久道","彌縫後卷背|~|Stamp|~|滿漢合璧禮部印|~|Seal Stamped on Verso","","應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中|~|Age: 25|~|Rank 2 No. 75","1819","1819","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019psnb",""
"Han Yu-Shan Collection","ark:/21198/zz0019pspv","ark:/21198/zz0019pfr2","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pspv_742598_master.tif","6","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Qianxi Zhou (Guizhou Sheng, China)|~|Dading Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_015_19-20","uclamss_1372_17b_015_19-20","Xu Jiudao|~|徐久道","嘉慶二十四年殿試-徐久道","Stamp|~|滿漢合璧禮部印|~|Seal Stamped on Verso|~|彌縫後卷背","","Age: 25|~|Rank 2 No. 75|~|應殿試舉人臣徐久道年貳拾伍歲貴州大定府黔西州人由廪膳生應嘉慶拾捌年鄉試中式由舉人應嘉慶貳拾肆年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖瑛祖安邦父述中","1819","1819","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pspv",""
