"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00287v4p","ark:/21198/zz00287v35","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287v4p_1904971_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_030_9-10","uclamss_1372_b24_030_9-10","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287v4p",""
"Han Yu-Shan Collection","ark:/21198/zz00287v6q","ark:/21198/zz00287v35","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287v6q_1904974_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_030_18","uclamss_1372_b24_030_18","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287v6q",""
"Han Yu-Shan Collection","ark:/21198/zz00287v77","ark:/21198/zz00287v35","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287v77_1904980_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_030_18b","Page 1 (uclamss_1372_b24_030_18b)","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287v77",""
"Han Yu-Shan Collection","ark:/21198/zz002j99kw","ark:/21198/zz00287v35","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j99kw_2320375_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_030","uclamss_1372_b24_030","","","","","","","","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j99kw",""
"Han Yu-Shan Collection","ark:/21198/zz00287v77/h246fh2q","ark:/21198/zz00287v35","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00287v77_1904986_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","","","","uclamss_1372_b24_030_18b","Page 2 (uclamss_1372_b24_030_18b)","","","","","","","","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00287v77%2Fh246fh2q",""
