"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019pgcv","ark:/21198/zz0019pf58","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pgcv_740622_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_16b_032","uclamss_1372_16b_032","Zhao Peixiang|~|趙佩湘","乾隆五十八年殿試-趙佩湘","全式|~|Overview","","應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣|~|Age: 30 |~|Rank 2 No. 17","1793","1793","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pgcv",""
"Han Yu-Shan Collection","ark:/21198/zz0019pgdc","ark:/21198/zz0019pf58","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pgdc_740625_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclmass_1372_16b_032-4","uclmass_1372_16b_032-4","趙佩湘|~|Zhao Peixiang","乾隆五十八年殿試-趙佩湘","彌縫後卷背|~|Stamp|~|Rank|~|Seal Stamped on Verso|~|滿漢合璧禮部印|~|名次|~|騎縫關防","","Age: 30 |~|Rank 2 No. 17|~|應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣","1793","1793","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pgdc",""
"Han Yu-Shan Collection","ark:/21198/zz0019pgfw","ark:/21198/zz0019pf58","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pgfw_740628_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclmass_1372_16b_032-6","uclmass_1372_16b_032-6","Zhao Peixiang|~|趙佩湘","乾隆五十八年殿試-趙佩湘","彌縫後卷背|~|Seal Stamped on Verso|~|擬名次|~|Rank","","Rank 2 No. 17|~|Age: 30 |~|應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣","1793","1793","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pgfw",""
"Han Yu-Shan Collection","ark:/21198/zz0019pggd","ark:/21198/zz0019pf58","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pggd_740631_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclmass_1372_16b_032-9-10","uclmass_1372_16b_032-9-10","Zhao Peixiang|~|趙佩湘","乾隆五十八年殿試-趙佩湘","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣|~|Age: 30 |~|Rank 2 No. 17","1793","1793","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pggd",""
"Han Yu-Shan Collection","ark:/21198/zz0019pghx","ark:/21198/zz0019pf58","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019pghx_740634_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jiangnan (China)|~|Dantu Xian (China)|~|Zhenjiang Fu (China)","","Civil service--China--Examinations.","uclmass_1372_16b_032-15-16","uclmass_1372_16b_032-15-16","趙佩湘|~|Zhao Peixiang","乾隆五十八年殿試-趙佩湘","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","Age: 30 |~|應殿試舉人臣趙佩湘年叁拾歲江南鎮江府丹徒縣人由附生應乾隆肆拾捌年鄉試中式由舉人應乾隆伍拾捌年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖宏誼祖之璉父珣|~|Rank 2 No. 17","1793","1793","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019pghx",""
