"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz00286tcc","ark:/21198/zz00286kpn","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286tcc_1902878_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)|~|Nanfeng Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b20_021_3-4","uclamss_1372_b20_021_3-4","趙惟熙|~|Zhao Weixi","光緒十六年殿試-趙惟熙","Seal Stamped on Verso|~|註釋|~|騎縫關防|~|彌縫後卷背|~|Notes by Han Yushan","","應殿試舉人臣趙惟熙年貳拾捌歲江西建昌府南豐縣人由附生應光緒捌年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖猷 祖秉貽 父德錦|~|Age: 28|~|Rank 2 No. 65|~|二甲第六十五名","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286tcc",""
"Han Yu-Shan Collection","ark:/21198/zz00286w4q","ark:/21198/zz00286kpn","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286w4q_1902886_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)|~|Nanfeng Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b20_021_9-10","uclamss_1372_b20_021_9-10","Zhao Weixi|~|趙惟熙","光緒十六年殿試-趙惟熙","彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","應殿試舉人臣趙惟熙年貳拾捌歲江西建昌府南豐縣人由附生應光緒捌年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖猷 祖秉貽 父德錦|~|Rank 2 No. 65|~|Age: 28|~|二甲第六十五名","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286w4q",""
"Han Yu-Shan Collection","ark:/21198/zz00286w57","ark:/21198/zz00286kpn","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz00286w57_1902890_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)|~|Nanfeng Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b20_021_17","uclamss_1372_b20_021_17","Zhao Weixi|~|趙惟熙","光緒十六年殿試-趙惟熙","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","Rank 2 No. 65|~|應殿試舉人臣趙惟熙年貳拾捌歲江西建昌府南豐縣人由附生應光緒捌年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖猷 祖秉貽 父德錦|~|Age: 28|~|二甲第六十五名","1890","1890","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00286w57",""
"Han Yu-Shan Collection","ark:/21198/zz002j9657","ark:/21198/zz00286kpn","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz002j9657_2402508_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Jianchang Fu (Jiangxi Sheng, China)|~|Jiangxi Sheng (China)|~|Nanfeng Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b20_021","uclamss_1372_b20_021","Zhao Weixi|~|趙惟熙","光緒十六年殿試-趙惟熙","彌縫後卷背|~|Seal Stamped on Verso|~|註釋|~|騎縫關防|~|Notes by Han Yushan","","Age: 28|~|二甲第六十五名|~|Rank 2 No. 65|~|應殿試舉人臣趙惟熙年貳拾捌歲江西建昌府南豐縣人由附生應光緒捌年鄉試中式由舉人應光緒拾陸年會試中式今應殿試謹將三代腳色開具於後一 三 代        曾祖猷 祖秉貽 父德錦","1890","1890","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002j9657",""
