"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001nfhw3","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfhw3_1310598_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002","uclamss_1372_b20_002","Li Duanju|~|李端榘","光緒十二年殿試-李端榘","全式|~|Overview","","第二甲第四十一名|~|應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|Age: 34|~|Rank 2 No. 41","1886","1886","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfhw3",""
"Han Yu-Shan Collection","ark:/21198/zz001nfhxm","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfhxm_1310601_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002_3-4","uclamss_1372_b20_002_3-4","Li Duanju|~|李端榘","光緒十二年殿試-李端榘","彌縫後卷背|~|Seal Stamped on Verso|~|騎縫關防|~|擬名次|~|Rank","","應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|第二甲第四十一名|~|Rank 2 No. 41|~|Age: 34","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfhxm",""
"Han Yu-Shan Collection","ark:/21198/zz001nfhz4","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfhz4_1310604_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002_7-8","uclamss_1372_b20_002_7-8","Li Duanju|~|李端榘","光緒十二年殿試-李端榘","彌縫後卷背|~|Seal Stamped on Verso","","應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|Rank 2 No. 41|~|Age: 34|~|第二甲第四十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfhz4",""
"Han Yu-Shan Collection","ark:/21198/zz001nfj04","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfj04_1310607_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002_9-10","uclamss_1372_b20_002_9-10","Li Duanju|~|李端榘","光緒十二年殿試-李端榘","彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","Rank 2 No. 41|~|應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|Age: 34|~|第二甲第四十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfj04",""
"Han Yu-Shan Collection","ark:/21198/zz001nfj1n","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfj1n_1310610_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002_13-14","uclamss_1372_b20_002_13-14","Li Duanju|~|李端榘","光緒十二年殿試-李端榘","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","Rank 2 No. 41|~|應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|Age: 34|~|第二甲第四十一名","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfj1n",""
"Han Yu-Shan Collection","ark:/21198/zz001nfj25","ark:/21198/zz001nfhgw","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfj25_1310613_master.tif","6","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Guizhou Sheng (China)|~|Guiyang (Guizhou Sheng, China)|~|Guizhu Xian (Guizhou, China)","","Civil service--China--Examinations.","uclamss_1372_b20_002_21","uclamss_1372_b20_002_21","李端榘|~|Li Duanju","光緒十二年殿試-李端榘","折頁|~|Seal Stamped on Verso|~|Paste-down|~|彌縫後卷背|~|Rank|~|擬名次","","第二甲第四十一名|~|Age: 34|~|應殿試舉人臣李端榘年叁拾肆歲貴州貴陽府貴筑縣人由監生應光緒拾壹年鄉試中式由舉人應光緒拾貮年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖文瑾	祖之治	父朝儀|~|Rank 2 No. 41","1886","1886","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfj25",""
