"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001d6g46","ark:/21198/zz001d4jzp","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001d6g46_769444_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Wanping Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b18_017","uclamss_1372_b18_017","Zhong Peixian|~|鐘佩賢","道光三十年殿試-鐘佩賢","Overview|~|全式","","Rank 3 No. 44|~|Age: 28|~|應殿試舉人臣鐘佩賢年貳拾捌歲順天府宛平縣人由附學生應道光貳拾年鄉試中式由舉人應道光叁拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖世治	祖渭	父殿選","1850","1850","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6g46",""
"Han Yu-Shan Collection","ark:/21198/zz001d6g5q","ark:/21198/zz001d4jzp","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001d6g5q_769464_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Wanping Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b18_017_4","uclamss_1372_b18_017_4","Zhong Peixian|~|鐘佩賢","道光三十年殿試-鐘佩賢","騎縫關防|~|Rank|~|彌縫後卷背|~|擬名次|~|Seal Stamped on Verso","","Age: 28|~|應殿試舉人臣鐘佩賢年貳拾捌歲順天府宛平縣人由附學生應道光貳拾年鄉試中式由舉人應道光叁拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖世治	祖渭	父殿選|~|Rank 3 No. 44","1850","1850","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6g5q",""
"Han Yu-Shan Collection","ark:/21198/zz001d6g67","ark:/21198/zz001d4jzp","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001d6g67_769478_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Wanping Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b18_017_9","uclamss_1372_b18_017_9-10","鐘佩賢|~|Zhong Peixian","道光三十年殿試-鐘佩賢","彌縫後卷背|~|滿漢合璧禮部印|~|Seal Stamped on Verso","","應殿試舉人臣鐘佩賢年貳拾捌歲順天府宛平縣人由附學生應道光貳拾年鄉試中式由舉人應道光叁拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖世治	祖渭	父殿選|~|Age: 28|~|Rank 3 No. 44","1850","1850","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6g67",""
"Han Yu-Shan Collection","ark:/21198/zz001d6g7r","ark:/21198/zz001d4jzp","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001d6g7r_769484_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Wanping Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b18_017_13-14","uclamss_1372_b18_017_13-14","鐘佩賢|~|Zhong Peixian","道光三十年殿試-鐘佩賢","Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背","","Rank 3 No. 44|~|Age: 28|~|應殿試舉人臣鐘佩賢年貳拾捌歲順天府宛平縣人由附學生應道光貳拾年鄉試中式由舉人應道光叁拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖世治	祖渭	父殿選","1850","1850","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6g7r",""
"Han Yu-Shan Collection","ark:/21198/zz001d6g88","ark:/21198/zz001d4jzp","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001d6g88_769487_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Wanping Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b18_017_21-22","uclamss_1372_b18_017_21-22","Zhong Peixian|~|鐘佩賢","道光三十年殿試-鐘佩賢","Seal Stamped on Verso|~|擬名次|~|折頁|~|彌縫後卷背|~|Rank|~|Paste-down","","應殿試舉人臣鐘佩賢年貳拾捌歲順天府宛平縣人由附學生應道光貳拾年鄉試中式由舉人應道光叁拾年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖世治	祖渭	父殿選|~|Rank 3 No. 44|~|Age: 28","1850","1850","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001d6g88",""
