"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019p7bz","ark:/21198/zz0019p79f","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p7bz_733441_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Daxing Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b16_004_11-12","uclamss_1372_b16_004_11-12","蕭世蕡|~|Xiao Shifen","順治六年殿試-蕭世蕡","騎縫關防|~|Seal Stamp|~|Seal Stamped on Verso|~|滿漢合璧禮部印|~|Rank|~|擬名次|~|彌縫後卷背","","Rank 3 No. 171|~|Age: 26|~|應殿試舉人臣蕭世蕡年貳拾陸歲係順天府大興縣人由廣生員應順治三年鄉試中式由舉人應順治陸年會試中試今應殿試今將三代腳色幷所習經書開具于後一 三 代曾祖海 故 不仕 祖應凰 故 不仕 父夢鱗 故 不仕一 習 易 經","1649","1649","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p7bz",""
"Han Yu-Shan Collection","ark:/21198/zz0019p7cg","ark:/21198/zz0019p79f","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p7cg_733459_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Daxing Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b16_004_19-20","uclamss_1372_b16_004_19-20","蕭世蕡|~|Xiao Shifen","順治六年殿試- 蕭世蕡","Stamp|~|Seal Stamped on Verso|~|滿漢合璧禮部印|~|彌縫後卷背","","應殿試舉人臣蕭世蕡年貳拾陸歲係順天府大興縣人由廣生員應順治三年鄉試中式由舉人應順治陸年會試中試今應殿試今將三代腳色幷所習經書開具于後一 三 代曾祖海 故 不仕 祖應凰 故 不仕 父夢鱗 故 不仕一 習 易 經|~|Age: 26|~|Rank 3 No. 171","1649","1649","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p7cg",""
"Han Yu-Shan Collection","ark:/21198/zz0019p7d0","ark:/21198/zz0019p79f","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p7d0_733465_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Daxing Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b16_004_27-28","uclamss_1372_b16_004_27-28","蕭世蕡|~|Xiao Shifen","順治六年殿試-蕭世蕡","滿漢合璧禮部印|~|Stamp|~|彌縫後卷背|~|Seal Stamped on Verso","","應殿試舉人臣蕭世蕡年貳拾陸歲係順天府大興縣人由廣生員應順治三年鄉試中式由舉人應順治陸年會試中試今應殿試今將三代腳色幷所習經書開具于後一 三 代曾祖海 故 不仕 祖應凰 故 不仕 父夢鱗 故 不仕一 習 易 經|~|Age: 26|~|Rank 3 No. 171","1649","1649","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p7d0",""
"Han Yu-Shan Collection","ark:/21198/zz0019p7w7","ark:/21198/zz0019p79f","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019p7w7_733394_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Shuntian fu (China)|~|Daxing Xian (China)","","Civil service--China--Examinations.","uclamss_1372_b16_004","uclamss_1372_b16_004","蕭世蕡|~|Xiao Shifen","順治陸年殿試-蕭世蕡","Overview|~|全式","","Age: 26|~|Rank 3 No. 171|~|應殿試舉人臣蕭世蕡年貳拾陸歲係順天府大興縣人由廣生員應順治三年鄉試中式由舉人應順治陸年會試中試今應殿試今將三代腳色幷所習經書開具于後一 三 代曾祖海 故 不仕 祖應凰 故 不仕 父夢鱗 故 不仕一 習 易 經","1649","1649","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019p7w7",""
