"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz0019q8kh","ark:/21198/zz0019q80q","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019q8kh_744479_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_024_4","uclamss_1372_17b_024_4","周鑣|~|Zhou Biao","道光六年殿試-周鑣","Age: 31|~|Rank|~|Seal Stamped on Verso|~|騎縫關防|~|擬名次","","Rank 2 No. 100|~|應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟|~|Age: 31","1826","1826","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8kh",""
"Han Yu-Shan Collection","ark:/21198/zz0019q8m1","ark:/21198/zz0019q80q","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019q8m1_744482_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_024_9-10","uclamss_1372_17b_024_9-10","Zhou Biao|~|周鑣","道光六年殿試-周鑣","Stamp|~|滿漢合璧禮部印|~|彌縫後卷背|~|Seal Stamped on Verso","","Rank 2 No. 100|~|Age: 31|~|應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟","1826","1826","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8m1",""
"Han Yu-Shan Collection","ark:/21198/zz0019q8nj","ark:/21198/zz0019q80q","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019q8nj_744485_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","","uclamss_1372_17b_024_13-14","uclamss_1372_17b_024_13-14","Zhou Biao|~|周鑣","道光六年殿試-周鑣","彌縫後卷背|~|Seal Stamped on Verso|~|滿漢合璧禮部印","","Rank 2 No. 100|~|應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟|~|Age: 31","1826","1826","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8nj",""
"Han Yu-Shan Collection","ark:/21198/zz0019q8p2","ark:/21198/zz0019q80q","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz0019q8p2_744488_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_024_21-22","uclamss_1372_17b_024_21-22","周鑣|~|Zhou Biao","道光六年殿試-周鑣","彌縫後卷背|~|Seal Stamped on Verso|~|擬名次|~|Paste-down|~|折頁","","應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟|~|Age: 31|~|Rank 2 No. 100","1826","1826","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz0019q8p2",""
"Han Yu-Shan Collection","ark:/21198/zz001bkzcp","ark:/21198/zz0019q80q","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001bkzcp_744476_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Mianyang zhou (China)|~|Hubei Sheng (China)|~|Hanyang Fu (China)","","Civil service--China--Examinations.","uclamss_1372_17b_024","uclamss_1372_17b_024","Zhou Biao|~|周鑣","道光六年殿試-周鑣","Overview|~|全式","","Age: 31|~|Rank 2 No. 100|~|應殿試舉人臣周鑣年叁拾壹歲湖北漢陽府沔陽州人由附學生應道光伍年鄉試中式由舉人應道光陸年會試中式今應殿試謹將三代腳色開具於後一 三 代曾祖曰文祖紹偉父士棟","1826","1826","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001bkzcp",""
