"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","viewingHint","Text direction","Visibility","IIIF Range","Type.typeOfResource","Type.genre","Rights.copyrightStatus","Rights.servicesContact","Language","Coverage.geographic","Coverage.temporal","Subject","Alt ID.local","Title","Name.creator","AltTitle.uniform","Relation.isPartOf","Summary","Description.note","Date.creation","Date.normalized","Publisher.placeOfOrigin","Publisher.publisherName","Name.subject","Name.photographer","Name.repository","Finding Aid URL","Opac url","Bucketeer State","IIIF Access URL","IIIF Manifest URL"
"Han Yu-Shan Collection","ark:/21198/zz001nfd5s","ark:/21198/zz001nfcj0","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfd5s_1310230_master.tif","1","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Fenzhou Fu (Shaanxi Sheng, China)|~|Yang Xian (Shaanxi Sheng, China)|~|Shaanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b19_32","uclamss_1372_b19_32","Zhang Baolian|~|張葆連","光緒九年殿試-張葆連","全式|~|Overview","","Rank 3 No. 22|~|應殿試舉人臣張葆連年叁拾叁歲陜西汾州府陽縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖學孔	祖楫	父耀|~|Age: 33","1883","1883","","","","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfd5s",""
"Han Yu-Shan Collection","ark:/21198/zz001nfd69","ark:/21198/zz001nfcj0","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfd69_1310233_master.tif","2","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Fenzhou Fu (Shaanxi Sheng, China)|~|Yang Xian (Shaanxi Sheng, China)|~|Shaanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b19_32_4","uclamss_1372_b19_32_4","Zhang Baolian|~|張葆連","光緒九年殿試-張葆連","全式|~|Overview","","Rank 3 No. 22|~|應殿試舉人臣張葆連年叁拾叁歲陜西汾州府陽縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖學孔	祖楫	父耀|~|Age: 33","1883","1883","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfd69",""
"Han Yu-Shan Collection","ark:/21198/zz001nfd7t","ark:/21198/zz001nfcj0","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfd7t_1310236_master.tif","3","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Fenzhou Fu (Shaanxi Sheng, China)|~|Yang Xian (Shaanxi Sheng, China)|~|Shaanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b19_32_9-10","uclamss_1372_b19_32_9-10","Zhang Baolian|~|張葆連","光緒九年殿試-張葆連","滿漢合璧禮部印|~|彌縫後卷背|~|Seal Stamped on Verso","","Age: 33|~|Rank 3 No. 22|~|應殿試舉人臣張葆連年叁拾叁歲陜西汾州府陽縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖學孔	祖楫	父耀","1883","1883","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfd7t",""
"Han Yu-Shan Collection","ark:/21198/zz001nfd8b","ark:/21198/zz001nfcj0","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfd8b_1310239_master.tif","4","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Fenzhou Fu (Shaanxi Sheng, China)|~|Yang Xian (Shaanxi Sheng, China)|~|Shaanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b19_32_13-14","uclamss_1372_b19_32_13-14","Zhang Baolian|~|張葆連","光緒九年殿試-張葆連","Stamp|~|滿漢合璧禮部印|~|彌縫後卷背|~|Seal Stamped on Verso","","Rank 3 No. 22|~|應殿試舉人臣張葆連年叁拾叁歲陜西汾州府陽縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖學孔	祖楫	父耀|~|Age: 33","1883","1883","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfd8b",""
"Han Yu-Shan Collection","ark:/21198/zz001nfd9v","ark:/21198/zz001nfcj0","10","Completed with minimal metadata","Page","yuhan/masters/21198-zz001nfd9v_1310242_master.tif","5","","","","","","","","still image|~|text","manuscripts (document genre)","pd","","chi","Fenzhou Fu (Shaanxi Sheng, China)|~|Yang Xian (Shaanxi Sheng, China)|~|Shaanxi Sheng (China)","","Civil service--China--Examinations.","uclamss_1372_b19_32_21","uclamss_1372_b19_32_21","Zhang Baolian|~|張葆連","光緒九年殿試-張葆連","Seal Stamped on Verso|~|彌縫後卷背|~|折頁|~|擬名次|~|Rank|~|Paste-down","","應殿試舉人臣張葆連年叁拾叁歲陜西汾州府陽縣人由廪生應光緒伍年鄉試中式由舉人應光緒玖年會試中式今應殿試謹將三代腳色開具於後一 三 代	曾祖學孔	祖楫	父耀|~|Age: 33|~|Rank 3 No. 22","1883","1883","","","","","","","","ingested","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz001nfd9v",""
