Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Visibility,viewingHint,Duplicate,Delete in Title,Thumbnail,Type.genre,Type.typeOfResource,Rights.copyrightStatus,Subject,Name.subject,Name.creator,Rights.servicesContact,Language,Name.repository,Name.artist,Rights.permission,Name.photographer,Name.correspondent,Description.note,Alt ID.local,AltTitle.other,Title,Date.creation,Format.extent,Date.normalized,Coverage.geographic,Alt ID.collection,Description.caption,Alt ID.url,Summary,Relation.url,Opac url,Finding Aid URL,Alt ID.mp4,Format.medium,Relation.isPartOf,Bucketeer State,IIIF Access URL,IIIF Manifest URL
Huxley (Aldous) Collection,ark:/21198/zz002559z7,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz002559z7_1656013_master.tif,102,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,Head shot of an unidentified man. Relation to writer Aldous Huxley is unknown.|~|Estimated date of image is between 1970-1979.,YRLSC_2009_00100,,"Unidentified man, portrait [descriptive]",[1970-1979?],,1970/1979,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002559z7,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz002559z7/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255b07,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255b07_1656018_master.tif,103,private,,,,,color photographs,still image,copyrighted,,"Colosseum (Rome, Italy)",,,zxx,,,Y,,,"Image of the Colosseum in Rome, Italy, circa 1960s.",YRLSC_2009_00101,,Colosseum in Rome [descriptive],1960s,,1960/1969,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255b07,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255b07/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bbd,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bbd_1656022_master.tif,104,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,View from above overlooking a location identified as a region in Denmark.|~|Estimated date of the image is between 1945-1955.,YRLSC_2009_00102,,Denmark [descriptive],[1945-1955?],,1945/1955,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bbd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bbd/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bdf,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bdf_1656036_master.tif,106,private,,,,,color photographs,still image,copyrighted,"Women authors, American--20th century|~|Violinists $z United States","Huxley, Laura Archera",,,zxx,,,Y,,,"Laura Archera Huxley (second wife of writer Aldous Huxley) standing with two unidentified people, circa 1960s.",YRLSC_2009_00104,,Laura Archera Huxley with two unidentified people [descriptive],1960-1969,,1960/1969,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bdf,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bdf/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bfz,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bfz_1656040_master.tif,107,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Image of unidentified people in a boat, all appear to be men (all but one seated upfront are dressed in black). One person is facing the camera. Another person is holding an umbrella. Relation of the people to writer Aldous Huxley is unknown.|~|Estimated date of image is between 1945-1955.",YRLSC_2009_00105,,Unidentified people in boat [descriptive],[1945-1955?],,1945/1955,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bfz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bfz/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bgg,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bgg_1656044_master.tif,108,private,,,,,color photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Color image of an unidentified young man and two unidentified women inside of a home, December 1962.",YRLSC_2009_00106,,Unidentified people inside house [descriptive],December 1962,,1962-12,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bgg,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bgg/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bmj,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bmj_1656072_master.tif,112,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Image of two men (one holding a cross, the other wearing a hat and glasses) and woman holding the hands of a baby. Holly borders the image. The relation of the people to Aldous Huxley (or to his first wife Maria Nys or second wife Laura Archera) is unknown. Circa 1955-1965.|~|Man with cross, woman and baby also appear in image YRLSC_2009_00111.",YRLSC_2009_00110,,Four unidentified people in the desert [descriptive],1955-1965,,1955/1965,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bmj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bmj/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bn2,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bn2_1656078_master.tif,114,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,Unidentified boy and girl standing with dog on the beach. Time appears to be at sunset. Relation of boy and girl to Aldous Huxley is unknown.|~|Estimated date of image is between 1960-1969.,YRLSC_2009_00112,,Unidentifed boy and girl standing with dog at the shore of a beach [descriptive],[1960-1969?],,1960/1969,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bn2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bn2/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bpk,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bpk_1656075_master.tif,113,private,,,,,black-and-white photographs,still image,copyrighted,,,,,zxx,,,Y,,,"Man, woman and baby also appear in image YRLSC_2009_00110.|~|Unidentified man, woman and baby near rocky background. The baby is seated on woman's leg and the man is standing above them, looking down. Relation of people to Aldous Huxley (or first wife Maria Nys or second wife Laura Archera) is unknown. Circa 1955-1965.",YRLSC_2009_00111,,"Unidentified man, woman and baby near rocky background [descriptive]",1955-1965,,1955/1965,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bpk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bpk/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bs4,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255bs4_1656093_master.tif,117,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Portrait of writer Aldous Huxley, profile with arms crossed, dressed in a suit, circa 1945-1955. Stamped: Proof Only. Blackstone-Shelburne New York, 3 West 30th Street.",YRLSC_2009_00115,,"Aldous Huxley portrait, profile with arms crossed [descriptive]",1945-1955,1 photograph : b&w,1945/1955,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bs4,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bs4/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255btn,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255btn_1656097_master.tif,118,private,,,,,booklets,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,fre,,,Y,,,"Portrait of writer Aldous Huxley, hand on face, on booklet cover titled L'Auteur, dated May 2, 2005.",YRLSC_2009_00116,,"Aldous Huxley portrait, hand on face, on booklet cover titled L'Auteur [descriptive]","May 2, 2005",,2005-05-02,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255btn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255btn/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bv5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255bv5_1656102_master.tif,119,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley seated and reading with his hand placed on his cheek, 1960.",YRLSC_2009_00117,,"Aldous Huxley seated and reading, hand on cheek [descriptive]",1960,,1960,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bv5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bv5/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bwp,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bwp_1656105_master.tif,120,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and walking outside with an unidentified man, circa mid 1950s-early 1960s.",YRLSC_2009_00118,,"Aldous Huxley holding coat, walking outside with unidentified man [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bwp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bwp/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255bzq,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255bzq_1656117_master.tif,122,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"A profile image of writer Aldous Huxley, seated with hand to face, eyes closed and legs crossed. Circa mid 1950s-early 1960s.",YRLSC_2009_00120,,"Aldous Huxley seated, profile, hand to face, eyes closed [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255bzq,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255bzq/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255c0q,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255c0q_1656120_master.tif,123,private,,,,,color photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley at dinner with unidentified man (Jimmy Pfeiffer?) and unidentified woman, circa mid 1950s-early 1960s.",YRLSC_2009_00121,,Aldous Huxley at dinner with unidentified people [descriptive],1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255c0q,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255c0q/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255c9c,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255c9c_1656124_master.tif,124,,,,,,black-and-white photographs,still image,copyrighted,"Castles|~|Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Saltwood Castle (England)",,,zxx,,,Y,,,"Writer Aldous Huxley at Saltwood Castle in England, circa August 1963.",YRLSC_2009_00122,,Aldous Huxley at Saltwood Castle [descriptive],[circa August 1963],1 photograph : b&w,1963-08,Saltwood (England),,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255c9c,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255c9c/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cbw,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255cbw_1656129_master.tif,125,,,,,,color photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, hand lifted towards chest, standing in a crowd at UC Berkeley, circa 1960-1963.",YRLSC_2009_00123,,Aldous Huxley in a crowd at UC Berkeley (1) [descriptive],1960-1963,1 photograph : color,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cbw,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cbw/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255ccd,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255ccd_1656133_master.tif,126,,,,,,color photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, looking down, standing in a crowd at UC Berkeley, circa 1960-1963.",YRLSC_2009_00124,,Aldous Huxley in a crowd at UC Berkeley (2) [descriptive],1960-1963,1 photograph : color,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255ccd,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255ccd/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cff,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cff_1656147_master.tif,128,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley with two unidentified children, circa mid 1950s-early 1960s.",YRLSC_2009_00126,,Aldous Huxley with two unidentified children [descriptive],1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cff,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cff/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cgz,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cgz_1656150_master.tif,129,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley (looking to the side) outside with an unidentified man and two unidentified children, circa mid 1950s- early1960s.",YRLSC_2009_00127,,Aldous Huxley outside with unidentified man and two unidentified children [descriptive],1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cgz,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cgz/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cj0,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cj0_1656162_master.tif,131,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified man, circa mid 1950s- early 1960s.",YRLSC_2009_00129,,"Aldous Huxley holding coat, standing outside with unidentified man (1) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cj0,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cj0/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255ckh,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255ckh_1656165_master.tif,132,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified man, circa mid 1950s-early 1960s.",YRLSC_2009_00130,,"Aldous Huxley holding coat, standing outside with unidentified man (2) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255ckh,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255ckh/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cm1,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cm1_1656169_master.tif,133,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified woman, circa mid 1950s-early 1960s.",YRLSC_2009_00131,,"Aldous Huxley holding coat, standing outside with unidentified woman (1) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cm1,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cm1/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cnj,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cnj_1656174_master.tif,134,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified woman, circa mid 1950s-early 1960s.",YRLSC_2009_00132,,"Aldous Huxley holding coat, standing outside with unidentified woman (2) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cnj,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cnj/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cp2,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cp2_1656177_master.tif,135,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified man and woman, circa mid 1950s-early 1960s.",YRLSC_2009_00133,,"Aldous Huxley holding coat, standing outside with unidentified man and woman (1) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cp2,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cp2/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cqk,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255cqk_1656180_master.tif,136,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley, holding his coat and standing outside with an unidentified man and woman. Circa mid 1950s-early 1960s.",YRLSC_2009_00134,,"Aldous Huxley holding coat, standing outside with unidentified man and woman (2) [descriptive]",1955-1963,,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cqk,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cqk/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255csm,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255csm_1656189_master.tif,138,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image (close up) of writer Aldous Huxley, looking down and talking, circa 1950s.",YRLSC_2009_00136,,"Aldous Huxley close up, looking down and talking [descriptive]",1950-1959,,1950/1959,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255csm,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255csm/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cvn,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255cvn_1656198_master.tif,140,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,eng,,,Y,,,"Writer Aldous Huxley seated at a panel at Dartmouth College in Hanover, NH circa September 8-10 of 1960.",YRLSC_2009_00138,,"Aldous Huxley seated at panel, Dartmouth College, Hanover NH [descriptive]","September 8-10, 1960",,1960-09-08/1960-09-10,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cvn,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cvn/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cw5,ark:/21198/zz00253vz2,2,Completed,Work,huxle/image/21198-zz00255cw5_1656201_master.tif,141,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Ambassadors","Huxley, Aldous, 1894-1963|~|Chagla, Mahomedali Currim, 1900-",,,zxx,,,Y,,,"Writer Aldous Huxley with M.C. Chagla, Indian Ambassador to the United Sates, at Dartmouth College in Hanover, NH on September 9, 1960.",YRLSC_2009_00139,,"Aldous Huxley with Indian Ambassador M. C. Chagla at Dartmouth College, Hanover NH [descriptive]","September 9, 1960",,1960-09-09,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cw5,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cw5/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cxp,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255cxp_1656204_master.tif,142,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963|~|Dickey, John Sloan, 1907-1991",,,eng,,,Y,,,"Below photo: ""PHOTOGRAPHIC BUREAU DARTMOUTH COLLEGE 9-60-108"".|~|Writer Aldous Huxley (right) standing with Dartmouth College president John Dickey (left), September 1960.|~|""9-60"" (September 1960) is the estimated date of the photograph.",YRLSC_2009_00140,,"Aldous Huxley with John Dickey at Dartmouth College, Hanover NH [descriptive]","September, 1960",1 photograph : b&w,1960-09,Hanover (N.H.),,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cxp,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cxp/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255cz6,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255cz6_1656207_master.tif,143,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|College presidents--California--Los Angeles County|~|Motion picture producers & directors $x American $z California $z Los Angeles","Topping, Norman, 1908-|~|Cukor, George, $d 1899-1983|~|Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, second from the left, seated with University of Southern California president Dr. Norman Topping (next to Mr. Huxley) and film director George Cukor. Circa 1960-1963.",YRLSC_2009_00141,,Aldous Huxley with Dr. Norman Topping and George Cukor [descriptive],1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255cz6,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255cz6/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d27,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255d27_1656210_master.tif,144,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|College presidents--California--Los Angeles County","Topping, Norman, 1908-|~|Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Writer Aldous Huxley, seated on couch, with University of Southern California president Dr. Norman Topping (holding a cup). Circa 1960-1963.|~|Image YRLSC_2009_00146 appears to be cropped from this image.",YRLSC_2009_00142,,Aldous Huxley with Dr. Norman Topping [descriptive],1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d27,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d27/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d3r,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255d3r_1656213_master.tif,145,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|College presidents--California--Los Angeles County","Topping, Norman, 1908-|~|Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley (right), seated at dining table with University of Southern California president Dr. Norman Topping, circa 1960-1963.",YRLSC_2009_00143,,Aldous Huxley seated at dining table with Dr. Norman Topping (1) [descriptive],1960-1963,,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d3r,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d3r/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d48,ark:/21198/zz00253vz2,1,In progress,Work,huxle/image/21198-zz00255d48_1656216_master.tif,146,private,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|College presidents--California--Los Angeles County","Topping, Norman, 1908-|~|Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Image of writer Aldous Huxley (right), seated at dining table with University of California president Dr. Norman Topping, circa 1960-1963.",YRLSC_2009_00144,,Aldous Huxley seated at dining table with Dr. Norman Topping (2) [descriptive],1960-1963,,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d48,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d48/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d5s,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255d5s_1656225_master.tif,147,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century|~|Musicologists $z United States","Huxley, Aldous, 1894-1963|~|Kendall, Raymond",,,zxx,,,Y,,,"Writer Aldous Huxley standing with musicologist and academic Dr. Raymond Kendall (cup in hand), circa 1960-1963.",YRLSC_2009_00145,,Aldous Huxley with Dr. Raymond Kendall [descriptive],1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d5s,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d5s/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d69,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255d69_1656230_master.tif,148,,,,,,black-and-white photographs,still image,copyrighted,"Authors, English--20th century","Huxley, Aldous, 1894-1963",,,zxx,,,Y,,,"Close-up image of writer Aldous Huxley (right side ), dressed in suit and looking down, circa 1960-1963. Appears to be cropped from image YRLSC_2009_00142 of Mr. Huxley's meeting with University of Southern California president Dr. Norman Topping.",YRLSC_2009_00146,,"Aldous Huxley close up, from meeting with USC president Dr. Norman Topping [descriptive]",1960-1963,1 photograph : b&w,1960/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d69,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d69/manifest
Huxley (Aldous) Collection,ark:/21198/zz00255d7t,ark:/21198/zz00253vz2,10,Completed with minimal metadata,Work,huxle/image/21198-zz00255d7t_1656234_master.tif,149,,,,,,color photographs,still image,copyrighted,"Authors, English--20th century|~|Diplomats--Brazil|~|Journalists $z Brazil|~|Authors, Brazilian","Huxley, Aldous, 1894-1963|~|Penna, José Osvaldo de Meira|~|Callado, Antônio",,,zxx,,,Y,,,"Writer Aldous Huxley (dressed in suit) standing with Brazilian writer and diplomat José Osvaldo de Meira Penna (far left), Brazilian journalist and novelist Antônio Callado (second from right), and unidentified woman. Circa 1955-1963.",YRLSC_2009_00147,,"Aldous Huxley with José Osvaldo de Meira Penna, Antônio Callado and unidentified woman [descriptive]",1955-1963,1 photograph: color,1955/1963,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz00255d7t,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fzz00255d7t/manifest
