"Project Name","Item ARK","Parent ARK","Item Status ID","Item Status","Object Type","File Name","Item Sequence","Duplicate","Delete in Title","Thumbnail","Type.typeOfResource","Rights.copyrightStatus","Rights.countryCreation","Rights.permission","Rights.rightsHolderContact","Language","Name.subject","Name.repository","Name.creator","Subject","Title","Date.creation","AltTitle.other","Description.note","Date.normalized","Bucketeer State","IIIF Access URL"
"Network Measurement Center Collection","ark:/21198/z13r2dfz","ark:/21198/zz002dwrf2","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrf2-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13r2dfz"
"Network Measurement Center Collection","ark:/21198/z1001nr0","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1001nr0"
"Network Measurement Center Collection","ark:/21198/z1v71566","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v71566"
"Network Measurement Center Collection","ark:/21198/z1qg0df1","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1qg0df1"
"Network Measurement Center Collection","ark:/21198/z1kp9nqr","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kp9nqr"
"Network Measurement Center Collection","ark:/21198/z1fx8x2b","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fx8x2b"
"Network Measurement Center Collection","ark:/21198/z1b585cr","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_006.tif","6","","","","","","","","","","","","","","Page 6","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b585cr"
"Network Measurement Center Collection","ark:/21198/z16h6419","ark:/21198/zz002dwrgk","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrgk-1-master_007.tif","7","","","","","","","","","","","","","","Page 7","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16h6419"
"Network Measurement Center Collection","ark:/21198/z12r5cb1","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12r5cb1"
"Network Measurement Center Collection","ark:/21198/z1z04vr9","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1z04vr9"
"Network Measurement Center Collection","ark:/21198/z1t7440x","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t7440x"
"Network Measurement Center Collection","ark:/21198/z1pg3c86","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pg3c86"
"Network Measurement Center Collection","ark:/21198/z1jq2mkx","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jq2mkx"
"Network Measurement Center Collection","ark:/21198/z1dz1vzj","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_006.tif","6","","","","","","","","","","","","","","Page 6","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dz1vzj"
"Network Measurement Center Collection","ark:/21198/z1989tn9","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_007.tif","7","","","","","","","","","","","","","","Page 7","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1989tn9"
"Network Measurement Center Collection","ark:/21198/z15h92xz","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_008.tif","8","","","","","","","","","","","","","","Page 8","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15h92xz"
"Network Measurement Center Collection","ark:/21198/z11r8b4r","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_009.tif","9","","","","","","","","","","","","","","Page 9","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz11r8b4r"
"Network Measurement Center Collection","ark:/21198/z1x07tmx","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_010.tif","10","","","","","","","","","","","","","","Page 10","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1x07tmx"
"Network Measurement Center Collection","ark:/21198/z1s772wk","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_011.tif","11","","","","","","","","","","","","","","Page 11","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1s772wk"
"Network Measurement Center Collection","ark:/21198/z1ng6b75","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_012.tif","12","","","","","","","","","","","","","","Page 12","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1ng6b75"
"Network Measurement Center Collection","ark:/21198/z1hq5kkb","ark:/21198/zz002dwrh3","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrh3-1-master_013.tif","13","","","","","","","","","","","","","","Page 13","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hq5kkb"
"Network Measurement Center Collection","ark:/21198/z1d23j76","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1d23j76"
"Network Measurement Center Collection","ark:/21198/z1892sjx","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1892sjx"
"Network Measurement Center Collection","ark:/21198/z14j21q7","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14j21q7"
"Network Measurement Center Collection","ark:/21198/z10s18z2","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10s18z2"
"Network Measurement Center Collection","ark:/21198/z1w10sg3","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1w10sg3"
"Network Measurement Center Collection","ark:/21198/z1r801tn","ark:/21198/zz002dwrjm","","","Page","network_measurement_center/image/pdf_images/21198-zz002dwrjm-1-master_006.tif","6","","","","","","","","","","","","","","Page 6","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r801tn"
"Network Measurement Center Collection","ark:/21198/z1mg9947","ark:/21198/zz002h28fs","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1mg9947"
"Network Measurement Center Collection","ark:/21198/z1gt77sc","ark:/21198/zz002h28fs","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gt77sc"
"Network Measurement Center Collection","ark:/21198/z1c26h2c","ark:/21198/zz002h28fs","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28fs-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c26h2c"
"Network Measurement Center Collection","ark:/21198/z1795r79","ark:/21198/zz002h28ht","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28ht-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1795r79"
"Network Measurement Center Collection","ark:/21198/z13j50hz","ark:/21198/zz002h28ht","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28ht-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13j50hz"
"Network Measurement Center Collection","ark:/21198/z1zs4h24","ark:/21198/zz002h28jb","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28jb-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zs4h24"
"Network Measurement Center Collection","ark:/21198/z1v13rc5","ark:/21198/zz002h28jb","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28jb-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1v13rc5"
"Network Measurement Center Collection","ark:/21198/z1q830qq","ark:/21198/zz002h28nw","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28nw-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q830qq"
"Network Measurement Center Collection","ark:/21198/z1km0zfs","ark:/21198/zz002h28nw","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28nw-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1km0zfs"
"Network Measurement Center Collection","ark:/21198/z1fv06p0","ark:/21198/zz002h28pd","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28pd-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fv06p0"
"Network Measurement Center Collection","ark:/21198/z1b29fw4","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_001.tif","1","","","","","","","","","","","","","","Page 1","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1b29fw4"
"Network Measurement Center Collection","ark:/21198/z1698q4c","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_002.tif","2","","","","","","","","","","","","","","Page 2","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1698q4c"
"Network Measurement Center Collection","ark:/21198/z12j7zdn","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_003.tif","3","","","","","","","","","","","","","","Page 3","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12j7zdn"
"Network Measurement Center Collection","ark:/21198/z1xs7g0n","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_004.tif","4","","","","","","","","","","","","","","Page 4","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xs7g0n"
"Network Measurement Center Collection","ark:/21198/z1t16q9p","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_005.tif","5","","","","","","","","","","","","","","Page 5","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1t16q9p"
"Network Measurement Center Collection","ark:/21198/z1pc4p0p","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_006.tif","6","","","","","","","","","","","","","","Page 6","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1pc4p0p"
"Network Measurement Center Collection","ark:/21198/z1jm3x8z","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_007.tif","7","","","","","","","","","","","","","","Page 7","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jm3x8z"
"Network Measurement Center Collection","ark:/21198/z1dv35f8","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_008.tif","8","","","","","","","","","","","","","","Page 8","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dv35f8"
"Network Measurement Center Collection","ark:/21198/z1932dqv","ark:/21198/zz002h28qx","","","Page","network_measurement_center/image/pdf_images/21198-zz002h28qx-1-master_009.tif","9","","","","","","","","","","","","","","Page 9","","","","","succeeded","https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1932dqv"
