Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Rights.copyrightStatus,Name.subject,Rights.countryCreation,Language,Subject,Rights.servicesContact,Name.creator,Name.repository,Rights.creatorCorporate,Type.genre,Rights.rightsHolderContact,Type.typeOfResource,Title,Name.producer,Name.creator,Alt ID.local,Alt ID.OPAC,Date.creation,Format.extent,Description.holdings,Relation.isPartOf,Date.normalized,Description.note,AltTitle,Source.videoUrl
UCLA Preserved Silent Animation,ark:/21198/z1321jdw,,,Completed,Collection,,pd,,,,,,,,,,,moving image,UCLA Preserved Silent Animation,,,,,,,,,,"The collection of animation at UCLA Film & Television Archive from the years 1930-1950 is practically without peer. Nitrate prints of classic cartoons abound, as do original negatives or best-surviving printing elements for many of the films from animation’s “golden era.” Included here are most of the Max Fleischer and Famous Studios Paramount subjects; the George Pal “Puppetoons”; the independent productions of Ub Iwerks; many of the Van Beuren “Rainbow Parade” shorts; a large number of Warner Bros. cartoons; and a recent acquisition of “Terrytoons” still being sorted through as of this writing. By contrast, the pre-1930 silent animation holdings at UCLA are less extensive and, correspondingly, less impressive. However, with the extremely low survival rate for cartoons from the silent film era, this is to be expected. It has been estimated that eighty- to ninety-percent of all silent films--not just animation, but feature films and other short subjects, as well--have been lost to neglect, mishandling, vault fires, and nitrate decomposition. Given those figures, it’s fortunate that UCLA has as much silent animation as it does. That includes a sizeable number of “Aesop’s Film Fables”; original negatives to several dozen “Inkwell Imps” and “Out of the Inkwell” cartoons; scatterings of prints and elements from other series, such as “Felix the Cat” and Disney’s “Alice Comedies”; and the occasional one-shot subject that survives today only as a single print. Although best-known for its restoration of feature films, UCLA Film & Television Archive has been preserving animated films for more than three decades, with over one hundred titles to its credit. The short subjects, trailers, and promotional films presented here provide a representative sampling of that work. They have been preserved from best-surviving and sole-surviving 35mm nitrate and 16mm prints, showcasing many forms of animation spanning the entire silent film era.|~| About the Music - Michael Mortilla
The music for this online project was commissioned from Michael D. Mortilla, who has worked with the UCLA Film & Television Archive since 1988, beginning with his contributions as an accompanist for a long running series of public programs produced for The Silent Society and presented by UCLA. To date, Mortilla has accompanied dozens of screenings and events for the Archive. Mortilla’s scores for the films presented here are for solo piano, with alternate orchestral and experimental tracks. Several of these scores were derived from Mortilla’s earlier works. For example, in The Lost World Trailer (alternate score) and How Jones Lost His Roll (piano score), the music was extracted “as is” from his previous compositions. In the alternate score for How Jones Lost His Roll, Mortilla revised the existing piano work by adding a solo violin, performed here by Nicole Garcia (www.RabbitSequence.com). In the background for preservationist Jere Guldin’s commentary, Mortilla cross fades between the piano and alternate tracks, providing instant examples of how different scores effect viewers’ perception of the films. Mortilla’s career as a full-time professional composer started in 1976. His keyboard training began at the age of four when he was taught several piano pieces by family members. He studied orchestral percussion in public school and, after attending the Woodstock Festival in 1969, expanded his skills to include guitar, song writing, piano, and formal composition. Although largely self-taught in composition and orchestration, Mortilla studied piano with Morton Estrin and Avraham Sternklar, thereby tracing his musical lineage back to Liszt, Schubert, Beethoven, Mozart, Salieri, and Haydn. Michael Mortilla can be found online at www.MIDILifeCrisis.com.",,
UCLA Preserved Silent Animation,ark:/21198/z17h38hd,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/Animated_Hair_NFPF.mp4,pd,,United States,,,,,,,,,moving image,Animated Hair Cartoon (Original Silent),Red Seal Pictures,,,,1925,,,,1925,"When only single prints survive of a film, generally they are well-used, and frequently the beginnings and ends of those prints exhibit heavy wear and splices, or sometimes are missing entirely.  Although the nitrate print of <span class='notes-film-title'>Animated Hair, No. 18</span> was in relatively nice condition and otherwise proved pretty much a straightforward preservation, the end titles were short, and so were copied multiple times and edited together to provide a semblance of what they might have looked like originally.  To date, UCLA has preserved two of the Hair cartoons in its collection and a fragment of another; a third remains to be preserved.",,
UCLA Preserved Silent Animation,ark:/21198/z13r2hvk,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/Animated_Hair_P.mp4,pd,,,,,,,,,,,moving image,Animated Hair Cartoon with Piano Score,Red Seal Pictures,,,,1925,,,,1925,"When only single prints survive of a film, generally they are well-used, and frequently the beginnings and ends of those prints exhibit heavy wear and splices, or sometimes are missing entirely.  Although the nitrate print of <span class='notes-film-title'>Animated Hair, No. 18</span> was in relatively nice condition and otherwise proved pretty much a straightforward preservation, the end titles were short, and so were copied multiple times and edited together to provide a semblance of what they might have looked like originally.  To date, UCLA has preserved two of the Hair cartoons in its collection and a fragment of another; a third remains to be preserved.",,
UCLA Preserved Silent Animation,ark:/21198/z1030gfj,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/Animated_Hair_S.mp4,pd,,,,,,,,,,,moving image,Animated Hair Cartoon with Musical Score,Red Seal Pictures,,,,1925,,,,1925,"When only single prints survive of a film, generally they are well-used, and frequently the beginnings and ends of those prints exhibit heavy wear and splices, or sometimes are missing entirely.  Although the nitrate print of <span class='notes-film-title'>Animated Hair, No. 18</span> was in relatively nice condition and otherwise proved pretty much a straightforward preservation, the end titles were short, and so were copied multiple times and edited together to provide a semblance of what they might have looked like originally.  To date, UCLA has preserved two of the Hair cartoons in its collection and a fragment of another; a third remains to be preserved.",,
UCLA Preserved Silent Animation,ark:/21198/z1vb0020,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/Animated_Hair_VO.mp4,pd,,,,,,,,,,,moving image,Animated Hair Cartoon with Preservationists' Voiceover,Red Seal Pictures,,,,1925,,,,1925,"When only single prints survive of a film, generally they are well-used, and frequently the beginnings and ends of those prints exhibit heavy wear and splices, or sometimes are missing entirely.  Although the nitrate print of <span class='notes-film-title'>Animated Hair, No. 18</span> was in relatively nice condition and otherwise proved pretty much a straightforward preservation, the end titles were short, and so were copied multiple times and edited together to provide a semblance of what they might have looked like originally.  To date, UCLA has preserved two of the Hair cartoons in its collection and a fragment of another; a third remains to be preserved.",,
UCLA Preserved Silent Animation,ark:/21198/z1p000sd,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/A_Pool_Plunge_NFPF.mp4,pd,,,,,,,,,,,moving image,A Pool Plunge (Original Silent),Burr's Novelty Review,J.J. McManus (animator),,,1920,,,,1920,,,
UCLA Preserved Silent Animation,ark:/21198/z1j6980n,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/A_Pool_Plunge_P.mp4,pd,,,,,,,,,,,moving image,A Pool Plunge with Piano Score,Burr's Novelty Review,J.J. McManus (animator),,,1920,,,,1920,,,
UCLA Preserved Silent Animation,ark:/21198/z1df8h8x,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/A_Pool_Plunge_S.mp4,pd,,,,,,,,,,,moving image,A Pool Plunge with Musical Score,Burr's Novelty Review,J.J. McManus (animator),,,1920,,,,1920,,,
UCLA Preserved Silent Animation,ark:/21198/z18p7rm3,ark:/21198/z1321jdw,,Completed,Work,fata/MPEG4/A_Pool_Plunge_VO.mp4,pd,,,,,,,,,,,moving image,A Pool Plunge  with Preservationists' Voiceover,Burr's Novelty Review,J.J. McManus (animator),,,1920,,,,1920,,,
