Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,viewingHint,Visibility,Delete in Title,Thumbnail,Type.typeOfResource,Type.genre,Rights.copyrightStatus,Rights.publicationStatus,Name.other,Name.creator,Language,Subject.conceptTopic,Rights.permission,Subject.geographicPlace,Name.author,Name.cartographer,Name.repository,Name.subject,Title,Date.publication,Coverage.geographiccoordinates,Publisher.publisherName,Description.note,Publisher.placeOfOrigin,Format.extent,Coverage.geographic,Alt ID.oclc,Alt ID.callNo,Alt ID.catalogRecordNumber,Alt ID.OPAC,Coverage.geoscale,AltTitle,Alt ID.local,Publisher.edition,Date.creation,Date.normalized,Alt ID.lccn,Description.abstract
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1qg2/4c70mc3j,ark:/21198/zz002b1qg2,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b1qg2_1980535_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b1qg2/8m59ts0r,ark:/21198/zz002b1qg2,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b1qg2_1980530_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b2zxm/11088g15,ark:/21198/zz002b2zxm,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b2zxm_1983459_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b2zxm/65737t5r,ark:/21198/zz002b2zxm,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b2zxm_1983462_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b2zxm/st37pn38,ark:/21198/zz002b2zxm,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b2zxm_1983456_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8w8h/cf165g0m,ark:/21198/zz002b8w8h,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8w8h_1996157_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8w8h/nz05r80k,ark:/21198/zz002b8w8h,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8w8h_1996154_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8wc2/cm49qd97,ark:/21198/zz002b8wc2,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8wc2_1996372_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8wc2/vc537t4z,ark:/21198/zz002b8wc2,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8wc2_1996375_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8wf3/6f88298s,ark:/21198/zz002b8wf3,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8wf3_1996400_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8wf3/f6065w7g,ark:/21198/zz002b8wf3,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8wf3_1996409_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b8wf3/fw85r02p,ark:/21198/zz002b8wf3,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b8wf3_1996395_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b93z6/2p61dx38,ark:/21198/zz002b93z6,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b93z6_1996456_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b93z6/3b72mk3t,ark:/21198/zz002b93z6,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b93z6_1996422_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b941q/2297js7p,ark:/21198/zz002b941q,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b941q_1996602_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b941q/k785r12m,ark:/21198/zz002b941q,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b941q_1996540_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b941q/n495k59d,ark:/21198/zz002b941q,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b941q_1996573_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9427/fn73g488,ark:/21198/zz002b9427,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9427_1996609_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9427/jd631w69,ark:/21198/zz002b9427,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9427_1996732_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b943r/9w34g30g,ark:/21198/zz002b943r,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b943r_1997346_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b943r/bt629n5m,ark:/21198/zz002b943r,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b943r_1997342_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9spq/5g15d41v,ark:/21198/zz002b9spq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9spq_1998820_master.tif,4,,,,,,,,,,,,,,,,,,,,Page 4,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9spq/6m14tq4q,ark:/21198/zz002b9spq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9spq_1997401_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9spq/9w25n007,ark:/21198/zz002b9spq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9spq_1997528_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9spq/h3014h6k,ark:/21198/zz002b9spq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9spq_1998823_master.tif,5,,,,,,,,,,,,,,,,,,,,Page 5,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9spq/p418pn4f,ark:/21198/zz002b9spq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9spq_1997437_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9sq7/6s205d2m,ark:/21198/zz002b9sq7,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9sq7_1998826_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9sq7/8x78nx39,ark:/21198/zz002b9sq7,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9sq7_1999165_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9ss8/1630v139,ark:/21198/zz002b9ss8,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9ss8_1999638_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9ss8/c7925607,ark:/21198/zz002b9ss8,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9ss8_1999183_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002b9ss8/zt256t6g,ark:/21198/zz002b9ss8,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002b9ss8_1999578_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbh83/7j29rx4k,ark:/21198/zz002bbh83,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbh83_1999754_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbh83/8s68116s,ark:/21198/zz002bbh83,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbh83_1999789_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbh83/sv770855,ark:/21198/zz002bbh83,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbh83_1999750_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbh9m/4f414n0f,ark:/21198/zz002bbh9m,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbh9m_2000161_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbh9m/wg12xs7d,ark:/21198/zz002bbh9m,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbh9m_2000170_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbhb4/9z921c1m,ark:/21198/zz002bbhb4,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbhb4_2000905_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbhb4/gx10nq0c,ark:/21198/zz002bbhb4,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbhb4_2000173_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbhcn/57857m3r,ark:/21198/zz002bbhcn,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbhcn_2000968_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbhcn/f190v20r,ark:/21198/zz002bbhcn,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbhcn_2000965_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbwrn/pc33j95j,ark:/21198/zz002bbwrn,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbwrn_2000980_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbwrn/xw16tk25,ark:/21198/zz002bbwrn,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbwrn_2000977_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbws5/h059c02x,ark:/21198/zz002bbws5,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbws5_2000986_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbws5/hh498270,ark:/21198/zz002bbws5,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbws5_2000983_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbwwq/rz49kz5h,ark:/21198/zz002bbwwq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbwwq_2000995_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bbwwq/w598tg3c,ark:/21198/zz002bbwwq,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bbwwq_2000998_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bc4qz/1037xw2j,ark:/21198/zz002bc4qz,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bc4qz_2001841_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bc4qz/s6203j0n,ark:/21198/zz002bc4qz,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bc4qz_2003513_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvmj/4f84dx3w,ark:/21198/zz002bcvmj,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bcvmj_2008237_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvmj/g385ch8g,ark:/21198/zz002bcvmj,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bcvmj_2003531_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvq3/bd06np84,ark:/21198/zz002bcvq3,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bcvq3_2007874_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bcvq3/jh983p1w,ark:/21198/zz002bcvq3,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bcvq3_2007877_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk29/7k15k868,ark:/21198/zz002bfk29,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk29_2007903_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk29/br05n316,ark:/21198/zz002bfk29,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk29_2007910_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk3t/bm53tp6t,ark:/21198/zz002bfk3t,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk3t_2007916_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk3t/mc44pr91,ark:/21198/zz002bfk3t,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk3t_2007913_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk4b/0247v573,ark:/21198/zz002bfk4b,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk4b_2007919_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk4b/7c00n45q,ark:/21198/zz002bfk4b,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk4b_2007924_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfk4b/fk06qz6r,ark:/21198/zz002bfk4b,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfk4b_2007929_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkv6/2d601n6f,ark:/21198/zz002bfkv6,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfkv6_2007935_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkv6/qc77zk9s,ark:/21198/zz002bfkv6,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfkv6_2008249_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkzr/1970z13d,ark:/21198/zz002bfkzr,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfkzr_2007947_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfkzr/6f87jt7m,ark:/21198/zz002bfkzr,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfkzr_2007944_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm0r/mt016k3v,ark:/21198/zz002bfm0r,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfm0r_2007953_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfm0r/nm00v39r,ark:/21198/zz002bfm0r,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfm0r_2007950_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqhz/3b26ts7s,ark:/21198/zz002bfqhz,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfqhz_2008333_master.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqhz/gz498s0c,ark:/21198/zz002bfqhz,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfqhz_2008300_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfqhz/qb422n61,ark:/21198/zz002bfqhz,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfqhz_2008258_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrdw/q1244824,ark:/21198/zz002bfrdw,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrdw_2008348_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrdw/vv07998s,ark:/21198/zz002bfrdw,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrdw_2008351_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrfd/7083qh2x,ark:/21198/zz002bfrfd,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrfd_2008354_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrfd/xk017125,ark:/21198/zz002bfrfd,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrfd_2008357_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrgx/0z43b310,ark:/21198/zz002bfrgx,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrgx_2008360_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfrgx/5q24ps91,ark:/21198/zz002bfrgx,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfrgx_2008363_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfshx/9r36x253,ark:/21198/zz002bfshx,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfshx_2008434_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfshx/c887zn86,ark:/21198/zz002bfshx,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfshx_2008437_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfsjf/pg698x60,ark:/21198/zz002bfsjf,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfsjf_2008443_master.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002bfsjf/wj045v3w,ark:/21198/zz002bfsjf,,,Page,Masters/Maps/Bruman-Maps/image/21198-zz002bfsjf_2008440_master.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12g9/mc723v9b,ark:/21198/zz002c12g9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder1/G4362_S195E63_1936_A8_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12g9/qp33qm0q,ark:/21198/zz002c12g9,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder1/G4362_S195E63_1936_A8_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12v0/gd38sb25,ark:/21198/zz002c12v0,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_000_P2_500_CSAA_1926_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12v0/rv814v13,ark:/21198/zz002c12v0,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_000_P2_500_CSAA_1926_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12zj/kr64gz83,ark:/21198/zz002c12zj,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_000_Upper_Cal_H2_670_Lawson_1849_c.tif,3,,,,,,,,,,,,,,,,,,,,Page 3,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12zj/s0969f9c,ark:/21198/zz002c12zj,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_000_Upper_Cal_H2_670_Lawson_1849_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c12zj/zd57hb92,ark:/21198/zz002c12zj,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_000_Upper_Cal_H2_670_Lawson_1849_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1312/2102dw49,ark:/21198/zz002c1312,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_010_600_EOCO_1848_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c1312/8d79228c,ark:/21198/zz002c1312,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_010_600_EOCO_1848_a.tif,1,,,,,,,,,,,,,,,,,,,,Page 1,,,,,,,,,,,,,,,,,,,
"Bruman (Henry J.) Map Collection, UCLA Library",ark:/21198/zz002c138p/6b25q139,ark:/21198/zz002c138p,,,Page,Masters/Maps/Bruman-Maps/image/Drawer11_folder2/G4362_030_C5_1550_USPRES_1856_b.tif,2,,,,,,,,,,,,,,,,,,,,Page 2,,,,,,,,,,,,,,,,,,,
