Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrrh,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0300.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 300",uclamss_1632_box06f23_0300,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrs1,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0300back.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 300 back",uclamss_1632_box06f23_0300back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrtj,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0301.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 301",uclamss_1632_box06f23_0301,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrv2,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0302.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 302",uclamss_1632_box06f23_0302,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrwk,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0303.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 303",uclamss_1632_box06f23_0303,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrx3,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0304.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 304",uclamss_1632_box06f23_0304,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkrzm,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0305.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 305",uclamss_1632_box06f23_0305,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks0m,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0306a.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 306a",uclamss_1632_box06f23_0306a,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks14,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0306b.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 306b",uclamss_1632_box06f23_0306b,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks2n,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0306c.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 306c",uclamss_1632_box06f23_0306c,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks35,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0307.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 307",uclamss_1632_box06f23_0307,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks4p,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0308.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 308",uclamss_1632_box06f23_0308,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks56,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0308back.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 308 back",uclamss_1632_box06f23_0308back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks6q,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0309.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 309",uclamss_1632_box06f23_0309,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks77,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0309back.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 309 back",uclamss_1632_box06f23_0309back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks8r,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0310.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 310",uclamss_1632_box06f23_0310,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gks98,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0310back.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 310 back",uclamss_1632_box06f23_0310back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksbs,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0311.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 311",uclamss_1632_box06f23_0311,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksc9,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0311back.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 311 back",uclamss_1632_box06f23_0311back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksdt,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0312.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 312",uclamss_1632_box06f23_0312,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksfb,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0312back.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 312 back",uclamss_1632_box06f23_0312back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksgv,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0313.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 313",uclamss_1632_box06f23_0313,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkshc,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0313back.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 313 back",uclamss_1632_box06f23_0313back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksjw,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0314.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 314",uclamss_1632_box06f23_0314,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkskd,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0314back.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 314 back",uclamss_1632_box06f23_0314back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksmx,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0315.tif,31,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 315",uclamss_1632_box06f23_0315,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksnf,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0316.tif,32,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 316",uclamss_1632_box06f23_0316,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkspz,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0316back.tif,33,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 316 back",uclamss_1632_box06f23_0316back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksqg,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0317.tif,34,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 317",uclamss_1632_box06f23_0317,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksr0,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0317back.tif,35,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 317 back",uclamss_1632_box06f23_0317back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkssh,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0318.tif,36,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 318",uclamss_1632_box06f23_0318,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkst1,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0318back.tif,37,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 318 back",uclamss_1632_box06f23_0318back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksvj,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0319.tif,38,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 319",uclamss_1632_box06f23_0319,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksw2,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0319back.tif,39,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 319 back",uclamss_1632_box06f23_0319back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksxk,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0320.tif,40,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 320",uclamss_1632_box06f23_0320,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gksz3,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0320back.tif,41,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 320 back",uclamss_1632_box06f23_0320back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt03,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0321.tif,42,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 321",uclamss_1632_box06f23_0321,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt1m,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0321back.tif,43,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 321 back",uclamss_1632_box06f23_0321back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt24,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0322.tif,44,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 322",uclamss_1632_box06f23_0322,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt3n,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0322back.tif,45,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 322 back",uclamss_1632_box06f23_0322back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt45,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0323.tif,46,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 323",uclamss_1632_box06f23_0323,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt5p,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0323back.tif,47,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 323 back",uclamss_1632_box06f23_0323back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt66,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0324.tif,48,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 324",uclamss_1632_box06f23_0324,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt7q,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0324back.tif,49,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 324 back",uclamss_1632_box06f23_0324back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt87,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0325.tif,50,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 325",uclamss_1632_box06f23_0325,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gkt9r,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0325back.tif,51,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 325 back",uclamss_1632_box06f23_0325back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gktb8,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0326.tif,52,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 326",uclamss_1632_box06f23_0326,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gktcs,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0326back.tif,53,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 326 back",uclamss_1632_box06f23_0326back,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gktd9,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0327.tif,54,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 327",uclamss_1632_box06f23_0327,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gktft,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0328.tif,55,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 328",uclamss_1632_box06f23_0328,,,,,,,,,,,
Minasian Collection of Armenian Materials,ark:/21198/zz002gktgb,ark:/21198/zz002gkrjd,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_box06f23_0329.tif,56,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 6, Folder 23, 329",uclamss_1632_box06f23_0329,,,,,,,,,,,
