Project Name,Item ARK,Parent ARK,Item Status ID,Item Status,Object Type,File Name,Item Sequence,Duplicate,Delete in Title,Thumbnail,Visibility,Type.typeOfResource,Rights.copyrightStatus,Language,Type.genre,Name.correspondent,Name.creator,Title,Alt ID.local,Relation.isPartOf,AltTitle.creator,AltTitle.descriptive,Date.creation,Alt ID.collection,Description.note,Publisher.placeOfOrigin,Coverage.geographic,Date.normalized,AltTitle.other,Format.medium,Bucketeer State,IIIF Access URL
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxd2,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0127.tif,37,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 127",uclamss_1632_01_04_0127,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxd2
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxfk,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0127back.tif,38,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 127 back",uclamss_1632_01_04_0127back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxfk
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxg3,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0128.tif,39,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 128",uclamss_1632_01_04_0128,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxg3
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxhm,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0128back.tif,40,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 128 back",uclamss_1632_01_04_0128back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxhm
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxj4,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0129.tif,41,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 129",uclamss_1632_01_04_0129,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxj4
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxkn,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0129back.tif,42,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 129 back",uclamss_1632_01_04_0129back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxkn
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxm5,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0130.tif,43,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 130",uclamss_1632_01_04_0130,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxm5
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxnp,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0130back.tif,44,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 130 back",uclamss_1632_01_04_0130back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxnp
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxp6,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0131.tif,45,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 131",uclamss_1632_01_04_0131,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxp6
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxqq,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0131back.tif,46,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 131 back",uclamss_1632_01_04_0131back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxqq
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxr7,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0132.tif,47,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 132",uclamss_1632_01_04_0132,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxr7
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxsr,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0133.tif,48,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 133",uclamss_1632_01_04_0133,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxsr
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxt8,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0134.tif,49,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 134",uclamss_1632_01_04_0134,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxt8
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxvs,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0134back.tif,50,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 134 back",uclamss_1632_01_04_0134back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxvs
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxw9,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0135.tif,51,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 135",uclamss_1632_01_04_0135,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxw9
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxxt,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0135back.tif,52,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 135 back",uclamss_1632_01_04_0135back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxxt
Minasian Collection of Armenian Materials,ark:/21198/zz002gcxzb,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0136.tif,53,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 136",uclamss_1632_01_04_0136,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcxzb
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz0b,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137a.tif,54,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137a",uclamss_1632_01_04_0137a,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz0b
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz1v,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137b.tif,55,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137b",uclamss_1632_01_04_0137b,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz1v
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz2c,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137c.tif,56,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137c",uclamss_1632_01_04_0137c,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz2c
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz3w,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137d.tif,57,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137d",uclamss_1632_01_04_0137d,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz3w
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz4d,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137e.tif,58,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137e",uclamss_1632_01_04_0137e,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz4d
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz5x,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137f.tif,59,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137f",uclamss_1632_01_04_0137f,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz5x
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz6f,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137g.tif,60,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137g",uclamss_1632_01_04_0137g,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz6f
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz7z,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137h.tif,61,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137h",uclamss_1632_01_04_0137h,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz7z
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz8g,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0137i.tif,62,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 137i",uclamss_1632_01_04_0137i,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz8g
Minasian Collection of Armenian Materials,ark:/21198/zz002gcz90,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0138.tif,63,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 138",uclamss_1632_01_04_0138,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcz90
Minasian Collection of Armenian Materials,ark:/21198/zz002gczbh,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0139.tif,64,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 139",uclamss_1632_01_04_0139,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczbh
Minasian Collection of Armenian Materials,ark:/21198/zz002gczc1,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0140.tif,65,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 140",uclamss_1632_01_04_0140,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczc1
Minasian Collection of Armenian Materials,ark:/21198/zz002gczdj,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0141.tif,66,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 141",uclamss_1632_01_04_0141,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczdj
Minasian Collection of Armenian Materials,ark:/21198/zz002gczf2,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0141back.tif,67,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 141 back",uclamss_1632_01_04_0141back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczf2
Minasian Collection of Armenian Materials,ark:/21198/zz002gczgk,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0142.tif,68,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 142",uclamss_1632_01_04_0142,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczgk
Minasian Collection of Armenian Materials,ark:/21198/zz002gczh3,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0142back.tif,69,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 142 back",uclamss_1632_01_04_0142back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczh3
Minasian Collection of Armenian Materials,ark:/21198/zz002gczjm,ark:/21198/zz002gcw4f,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_04_0390back.tif,70,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 4, 390 back",uclamss_1632_01_04_0390back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczjm
Minasian Collection of Armenian Materials,ark:/21198/zz002gczmn,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0143.tif,1,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 143",uclamss_1632_01_05_0143,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczmn
Minasian Collection of Armenian Materials,ark:/21198/zz002gczn5,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0144.tif,2,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 144",uclamss_1632_01_05_0144,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczn5
Minasian Collection of Armenian Materials,ark:/21198/zz002gczpp,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0144back.tif,3,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 144 back",uclamss_1632_01_05_0144back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczpp
Minasian Collection of Armenian Materials,ark:/21198/zz002gczq6,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0145.tif,4,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 145",uclamss_1632_01_05_0145,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczq6
Minasian Collection of Armenian Materials,ark:/21198/zz002gczrq,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0146.tif,5,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 146",uclamss_1632_01_05_0146,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczrq
Minasian Collection of Armenian Materials,ark:/21198/zz002gczs7,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0147.tif,6,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 147",uclamss_1632_01_05_0147,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczs7
Minasian Collection of Armenian Materials,ark:/21198/zz002gcztr,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0148.tif,7,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 148",uclamss_1632_01_05_0148,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gcztr
Minasian Collection of Armenian Materials,ark:/21198/zz002gczv8,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0148back.tif,8,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 148 back",uclamss_1632_01_05_0148back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczv8
Minasian Collection of Armenian Materials,ark:/21198/zz002gczws,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0149.tif,9,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 149",uclamss_1632_01_05_0149,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczws
Minasian Collection of Armenian Materials,ark:/21198/zz002gczx9,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0150.tif,10,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 150",uclamss_1632_01_05_0150,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczx9
Minasian Collection of Armenian Materials,ark:/21198/zz002gczzt,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0150back.tif,11,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 150 back",uclamss_1632_01_05_0150back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gczzt
Minasian Collection of Armenian Materials,ark:/21198/zz002gd008,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0151.tif,12,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 151",uclamss_1632_01_05_0151,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd008
Minasian Collection of Armenian Materials,ark:/21198/zz002gd01s,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0152.tif,13,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 152",uclamss_1632_01_05_0152,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd01s
Minasian Collection of Armenian Materials,ark:/21198/zz002gd029,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0153.tif,14,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 153",uclamss_1632_01_05_0153,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd029
Minasian Collection of Armenian Materials,ark:/21198/zz002gd03t,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0154.tif,15,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 154",uclamss_1632_01_05_0154,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd03t
Minasian Collection of Armenian Materials,ark:/21198/zz002gd04b,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0154back.tif,16,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 154 back",uclamss_1632_01_05_0154back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd04b
Minasian Collection of Armenian Materials,ark:/21198/zz002gd05v,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0155.tif,17,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 155",uclamss_1632_01_05_0155,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd05v
Minasian Collection of Armenian Materials,ark:/21198/zz002gd06c,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0156.tif,18,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 156",uclamss_1632_01_05_0156,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd06c
Minasian Collection of Armenian Materials,ark:/21198/zz002gd07w,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0156back.tif,19,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 156 back",uclamss_1632_01_05_0156back,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd07w
Minasian Collection of Armenian Materials,ark:/21198/zz002gd08d,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0157.tif,20,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 157",uclamss_1632_01_05_0157,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd08d
Minasian Collection of Armenian Materials,ark:/21198/zz002gd09x,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0158.tif,21,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 158",uclamss_1632_01_05_0158,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd09x
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0bf,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0159.tif,22,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 159",uclamss_1632_01_05_0159,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0bf
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0cz,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0160.tif,23,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 160",uclamss_1632_01_05_0160,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0cz
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0dg,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0161.tif,24,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 161",uclamss_1632_01_05_0161,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0dg
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0f0,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0162.tif,25,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 162",uclamss_1632_01_05_0162,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0f0
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0gh,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0163.tif,26,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 163",uclamss_1632_01_05_0163,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0gh
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0h1,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0164.tif,27,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 164",uclamss_1632_01_05_0164,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0h1
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0jj,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0165.tif,28,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 165",uclamss_1632_01_05_0165,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0jj
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0k2,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0166.tif,29,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 166",uclamss_1632_01_05_0166,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0k2
Minasian Collection of Armenian Materials,ark:/21198/zz002gd0mk,ark:/21198/zz002gczk4,10,Completed with minimal metadata,Page,minasiancorr/image/uclamss_1632_01_05_0167.tif,30,,,,,text,unknown,,,,,"UCLA LSC, Collection 1632, Box 1, Folder 5, 167",uclamss_1632_01_05_0167,,,,,,,,,,,,succeeded,https://iiif.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fzz002gd0mk
